Row_number,"meta{qafiya:..., bahr:...}"
513,"meta{qafiya:ـوده, bahr:مسحوب}"
514,"meta{qafiya:ـوده, bahr:مسحوب}"
515,"meta{qafiya:ـوده, bahr:مسحوب}"
516,"meta{qafiya:ـوده, bahr:مسحوب}"
517,"meta{qafiya:ـوده, bahr:مسحوب}"
518,"meta{qafiya:ـوده, bahr:مسحوب}"
519,"meta{qafiya:ـوده, bahr:مسحوب}"
520,"meta{qafiya:ـوده, bahr:مسحوب}"
521,"meta{qafiya:ـوده, bahr:مسحوب}"
522,"meta{qafiya:ـوده, bahr:مسحوب}"
523,"meta{qafiya:ـوده, bahr:مسحوب}"
524,"meta{qafiya:ـوده, bahr:مسحوب}"
525,"meta{qafiya:ـوده, bahr:مسحوب}"
526,"meta{qafiya:ـوده, bahr:مسحوب}"
527,"meta{qafiya:ـوده, bahr:مسحوب}"
528,"meta{qafiya:ـوده, bahr:مسحوب}"
529,"meta{qafiya:ـوده, bahr:مسحوب}"
530,"meta{qafiya:ـوده, bahr:مسحوب}"
531,"meta{qafiya:ـوده, bahr:مسحوب}"
532,"meta{qafiya:ـوده, bahr:مسحوب}"
533,"meta{qafiya:ـوده, bahr:مسحوب}"
534,"meta{qafiya:ـوده, bahr:مسحوب}"
535,"meta{qafiya:ـالي, bahr:مسحوب}"
536,"meta{qafiya:ـالي, bahr:مسحوب}"
537,"meta{qafiya:ـالي, bahr:مسحوب}"
538,"meta{qafiya:ـالي, bahr:مسحوب}"
539,"meta{qafiya:ـالي, bahr:مسحوب}"
540,"meta{qafiya:ـالي, bahr:مسحوب}"
541,"meta{qafiya:ـالي, bahr:مسحوب}"
542,"meta{qafiya:ـالي, bahr:مسحوب}"
543,"meta{qafiya:ـالي, bahr:مسحوب}"
544,"meta{qafiya:ـالي, bahr:مسحوب}"
545,"meta{qafiya:ـالي, bahr:مسحوب}"
546,"meta{qafiya:ـالي, bahr:مسحوب}"
547,"meta{qafiya:ـالي, bahr:مسحوب}"
548,"meta{qafiya:ـد, bahr:مسحوب}"
549,"meta{qafiya:ـد, bahr:مسحوب}"
550,"meta{qafiya:ـد, bahr:مسحوب}"
551,"meta{qafiya:ـد, bahr:مسحوب}"
552,"meta{qafiya:ـايد, bahr:بسيط}"
553,"meta{qafiya:ـايد, bahr:بسيط}"
554,"meta{qafiya:ـايد, bahr:بسيط}"
555,"meta{qafiya:ـاجه, bahr:بسيط}"
556,"meta{qafiya:ـاجه, bahr:بسيط}"
557,"meta{qafiya:ـاجه, bahr:بسيط}"
558,"meta{qafiya:ـاجه, bahr:بسيط}"
559,"meta{qafiya:ـاجه, bahr:بسيط}"
560,"meta{qafiya:ـاك, bahr:مسحوب}"
561,"meta{qafiya:ـاك, bahr:مسحوب}"
562,"meta{qafiya:ـاك, bahr:مسحوب}"
563,"meta{qafiya:ـاك, bahr:مسحوب}"
564,"meta{qafiya:ـدها, bahr:بسيط}"
565,"meta{qafiya:ـدها, bahr:بسيط}"
566,"meta{qafiya:ـدها, bahr:بسيط}"
567,"meta{qafiya:ـدها, bahr:بسيط}"
568,"meta{qafiya:ـدها, bahr:بسيط}"
569,"meta{qafiya:ـدها, bahr:بسيط}"
570,"meta{qafiya:ـدها, bahr:بسيط}"
571,"meta{qafiya:ـالها, bahr:بسيط}"
572,"meta{qafiya:ـالها, bahr:بسيط}"
573,"meta{qafiya:ـالها, bahr:بسيط}"
574,"meta{qafiya:ـالها, bahr:بسيط}"
575,"meta{qafiya:ـالها, bahr:بسيط}"
576,"meta{qafiya:ـالها, bahr:بسيط}"
577,"meta{qafiya:ـالها, bahr:بسيط}"
578,"meta{qafiya:ـالها, bahr:بسيط}"
579,"meta{qafiya:ـالها, bahr:بسيط}"
580,"meta{qafiya:ـهل, bahr:مسحوب}"
581,"meta{qafiya:ـهل, bahr:مسحوب}"
582,"meta{qafiya:ـهل, bahr:مسحوب}"
583,"meta{qafiya:ـال, bahr:رجز}"
584,"meta{qafiya:ـال, bahr:رجز}"
585,"meta{qafiya:ـال, bahr:رجز}"
586,"meta{qafiya:ـال, bahr:رجز}"
587,"meta{qafiya:ـيه, bahr:مسحوب}"
588,"meta{qafiya:ـيه, bahr:مسحوب}"
589,"meta{qafiya:ـيه, bahr:مسحوب}"
590,"meta{qafiya:ـيه, bahr:مسحوب}"
591,"meta{qafiya:ـيه, bahr:مسحوب}"
592,"meta{qafiya:ـيه, bahr:مسحوب}"
593,"meta{qafiya:ـيك, bahr:بسيط}"
594,"meta{qafiya:ـيك, bahr:بسيط}"
595,"meta{qafiya:ـيك, bahr:بسيط}"
596,"meta{qafiya:ـيك, bahr:بسيط}"
597,"meta{qafiya:ـينا, bahr:مسحوب}"
598,"meta{qafiya:ـينا, bahr:مسحوب}"
599,"meta{qafiya:ـينا, bahr:مسحوب}"
600,"meta{qafiya:ـاير, bahr:مسحوب}"
601,"meta{qafiya:ـاير, bahr:مسحوب}"
602,"meta{qafiya:ـفه, bahr:مسحوب}"
603,"meta{qafiya:ـفه, bahr:مسحوب}"
604,"meta{qafiya:ـفه, bahr:مسحوب}"
605,"meta{qafiya:ـاك, bahr:مسحوب}"
606,"meta{qafiya:ـاك, bahr:مسحوب}"
607,"meta{qafiya:ـانها, bahr:بسيط}"
608,"meta{qafiya:ـانها, bahr:بسيط}"
609,"meta{qafiya:ـانها, bahr:بسيط}"
610,"meta{qafiya:ـنك, bahr:مسحوب}"
611,"meta{qafiya:ـنك, bahr:مسحوب}"
612,"meta{qafiya:ـنك, bahr:مسحوب}"
613,"meta{qafiya:ـنك, bahr:مسحوب}"
614,"meta{qafiya:ـن, bahr:بسيط}"
615,"meta{qafiya:ـن, bahr:بسيط}"
616,"meta{qafiya:ـن, bahr:بسيط}"
617,"meta{qafiya:ـزا, bahr:رجز}"
618,"meta{qafiya:ـزا, bahr:رجز}"
619,"meta{qafiya:ـدك, bahr:مسحوب}"
620,"meta{qafiya:ـدك, bahr:مسحوب}"
621,"meta{qafiya:ـدك, bahr:مسحوب}"
622,"meta{qafiya:ـدك, bahr:مسحوب}"
623,"meta{qafiya:ـابي, bahr:بسيط}"
624,"meta{qafiya:ـابي, bahr:بسيط}"
625,"meta{qafiya:ـابي, bahr:بسيط}"
626,"meta{qafiya:ـابي, bahr:بسيط}"
627,"meta{qafiya:ـابي, bahr:بسيط}"
628,"meta{qafiya:ـابي, bahr:بسيط}"
629,"meta{qafiya:ـابي, bahr:بسيط}"
630,"meta{qafiya:ـابي, bahr:بسيط}"
631,"meta{qafiya:ـابي, bahr:بسيط}"
632,"meta{qafiya:ـيه, bahr:بسيط}"
633,"meta{qafiya:ـيه, bahr:بسيط}"
634,"meta{qafiya:ـيه, bahr:بسيط}"
635,"meta{qafiya:ـيه, bahr:بسيط}"
636,"meta{qafiya:ـيا, bahr:بسيط}"
637,"meta{qafiya:ـيا, bahr:بسيط}"
638,"meta{qafiya:ـيا, bahr:بسيط}"
639,"meta{qafiya:ـيا, bahr:بسيط}"
640,"meta{qafiya:ـيا, bahr:بسيط}"
641,"meta{qafiya:ـتك, bahr:مسحوب}"
642,"meta{qafiya:ـتك, bahr:مسحوب}"
643,"meta{qafiya:ـتك, bahr:مسحوب}"
644,"meta{qafiya:ـامه, bahr:مسحوب}"
645,"meta{qafiya:ـامه, bahr:مسحوب}"
646,"meta{qafiya:ـامه, bahr:مسحوب}"
647,"meta{qafiya:ـامه, bahr:مسحوب}"
648,"meta{qafiya:ـامه, bahr:مسحوب}"
649,"meta{qafiya:ـامه, bahr:مسحوب}"
650,"meta{qafiya:ـامه, bahr:مسحوب}"
651,"meta{qafiya:ـاني, bahr:بسيط}"
652,"meta{qafiya:ـاني, bahr:بسيط}"
653,"meta{qafiya:ـاني, bahr:بسيط}"
654,"meta{qafiya:ـيب, bahr:مسحوب}"
655,"meta{qafiya:ـيب, bahr:مسحوب}"
656,"meta{qafiya:ـيب, bahr:مسحوب}"
657,"meta{qafiya:ـينا, bahr:مسحوب}"
658,"meta{qafiya:ـينا, bahr:مسحوب}"
659,"meta{qafiya:ـينا, bahr:مسحوب}"
660,"meta{qafiya:ـامها, bahr:بسيط}"
661,"meta{qafiya:ـامها, bahr:بسيط}"
662,"meta{qafiya:ـامها, bahr:بسيط}"
663,"meta{qafiya:ـامها, bahr:بسيط}"
664,"meta{qafiya:ـامها, bahr:بسيط}"
665,"meta{qafiya:ـامها, bahr:بسيط}"
666,"meta{qafiya:ـامها, bahr:بسيط}"
667,"meta{qafiya:ـامها, bahr:بسيط}"
668,"meta{qafiya:ـامها, bahr:بسيط}"
669,"meta{qafiya:ـيني, bahr:بسيط}"
670,"meta{qafiya:ـيني, bahr:بسيط}"
671,"meta{qafiya:ـيني, bahr:بسيط}"
672,"meta{qafiya:ـضا, bahr:بسيط}"
673,"meta{qafiya:ـضا, bahr:بسيط}"
674,"meta{qafiya:ـضا, bahr:بسيط}"
675,"meta{qafiya:ـف, bahr:بسيط}"
676,"meta{qafiya:ـف, bahr:بسيط}"
677,"meta{qafiya:ـف, bahr:بسيط}"
678,"meta{qafiya:ـيح, bahr:مسحوب}"
679,"meta{qafiya:ـيح, bahr:مسحوب}"
680,"meta{qafiya:ـيح, bahr:مسحوب}"
681,"meta{qafiya:ـيح, bahr:مسحوب}"
682,"meta{qafiya:ـيح, bahr:مسحوب}"
683,"meta{qafiya:ـيه, bahr:بسيط}"
684,"meta{qafiya:ـيه, bahr:بسيط}"
685,"meta{qafiya:ـيه, bahr:بسيط}"
686,"meta{qafiya:ـيه, bahr:بسيط}"
687,"meta{qafiya:ـيه, bahr:بسيط}"
688,"meta{qafiya:ـيه, bahr:بسيط}"
689,"meta{qafiya:ـيه, bahr:بسيط}"
690,"meta{qafiya:ـيه, bahr:بسيط}"
691,"meta{qafiya:ـيها, bahr:بسيط}"
692,"meta{qafiya:ـيها, bahr:بسيط}"
693,"meta{qafiya:ـيها, bahr:بسيط}"
694,"meta{qafiya:ـيها, bahr:بسيط}"
695,"meta{qafiya:ـيها, bahr:بسيط}"
696,"meta{qafiya:ـيها, bahr:بسيط}"
697,"meta{qafiya:ـيها, bahr:بسيط}"
698,"meta{qafiya:ـيها, bahr:بسيط}"
699,"meta{qafiya:ـيها, bahr:بسيط}"
700,"meta{qafiya:ـيها, bahr:بسيط}"
701,"meta{qafiya:ـيها, bahr:بسيط}"
702,"meta{qafiya:ـيها, bahr:بسيط}"
703,"meta{qafiya:ـله, bahr:بسيط}"
704,"meta{qafiya:ـله, bahr:بسيط}"
705,"meta{qafiya:ـله, bahr:بسيط}"
706,"meta{qafiya:ـله, bahr:بسيط}"
707,"meta{qafiya:ـال, bahr:بسيط}"
708,"meta{qafiya:ـال, bahr:بسيط}"
709,"meta{qafiya:ـال, bahr:بسيط}"
710,"meta{qafiya:ـال, bahr:بسيط}"
711,"meta{qafiya:ـال, bahr:بسيط}"
712,"meta{qafiya:ـال, bahr:بسيط}"
713,"meta{qafiya:ـي, bahr:مسحوب}"
714,"meta{qafiya:ـي, bahr:مسحوب}"
715,"meta{qafiya:ـي, bahr:مسحوب}"
716,"meta{qafiya:ـي, bahr:مسحوب}"
717,"meta{qafiya:ـيته, bahr:بسيط}"
718,"meta{qafiya:ـيته, bahr:بسيط}"
719,"meta{qafiya:ـيته, bahr:بسيط}"
720,"meta{qafiya:ـيته, bahr:بسيط}"
721,"meta{qafiya:ـته, bahr:مسحوب}"
722,"meta{qafiya:ـته, bahr:مسحوب}"
723,"meta{qafiya:ـته, bahr:مسحوب}"
724,"meta{qafiya:ـته, bahr:مسحوب}"
725,"meta{qafiya:ـته, bahr:مسحوب}"
726,"meta{qafiya:ـاع, bahr:بسيط}"
727,"meta{qafiya:ـاع, bahr:بسيط}"
728,"meta{qafiya:ـاع, bahr:بسيط}"
729,"meta{qafiya:ـاع, bahr:بسيط}"
730,"meta{qafiya:ـتك, bahr:مسحوب}"
731,"meta{qafiya:ـتك, bahr:مسحوب}"
732,"meta{qafiya:ـتك, bahr:مسحوب}"
733,"meta{qafiya:ـتك, bahr:مسحوب}"
734,"meta{qafiya:ـول, bahr:مسحوب}"
735,"meta{qafiya:ـول, bahr:مسحوب}"
736,"meta{qafiya:ـول, bahr:مسحوب}"
737,"meta{qafiya:ـود, bahr:بسيط}"
738,"meta{qafiya:ـود, bahr:بسيط}"
739,"meta{qafiya:ـود, bahr:بسيط}"
740,"meta{qafiya:ـيها, bahr:مسحوب}"
741,"meta{qafiya:ـيها, bahr:مسحوب}"
742,"meta{qafiya:ـيها, bahr:مسحوب}"
743,"meta{qafiya:ـيها, bahr:مسحوب}"
744,"meta{qafiya:ـيها, bahr:مسحوب}"
745,"meta{qafiya:ـيها, bahr:مسحوب}"
746,"meta{qafiya:ـيها, bahr:مسحوب}"
747,"meta{qafiya:ـتي, bahr:مسحوب}"
748,"meta{qafiya:ـتي, bahr:مسحوب}"
749,"meta{qafiya:ـتي, bahr:مسحوب}"
750,"meta{qafiya:ـتي, bahr:مسحوب}"
751,"meta{qafiya:ـوت, bahr:مسحوب}"
752,"meta{qafiya:ـوت, bahr:مسحوب}"
753,"meta{qafiya:ـوت, bahr:مسحوب}"
754,"meta{qafiya:ـتك, bahr:مسحوب}"
755,"meta{qafiya:ـتك, bahr:مسحوب}"
756,"meta{qafiya:ـتك, bahr:مسحوب}"
757,"meta{qafiya:ـها, bahr:مسحوب}"
758,"meta{qafiya:ـها, bahr:مسحوب}"
759,"meta{qafiya:ـها, bahr:مسحوب}"
760,"meta{qafiya:ـها, bahr:مسحوب}"
761,"meta{qafiya:ـها, bahr:مسحوب}"
762,"meta{qafiya:ـيه, bahr:بسيط}"
763,"meta{qafiya:ـيه, bahr:بسيط}"
764,"meta{qafiya:ـيه, bahr:بسيط}"
765,"meta{qafiya:ـيه, bahr:بسيط}"
766,"meta{qafiya:ـيه, bahr:بسيط}"
767,"meta{qafiya:ـيه, bahr:بسيط}"
768,"meta{qafiya:ـيه, bahr:بسيط}"
769,"meta{qafiya:ـيه, bahr:بسيط}"
770,"meta{qafiya:ـابه, bahr:مسحوب}"
771,"meta{qafiya:ـابه, bahr:مسحوب}"
772,"meta{qafiya:ـابه, bahr:مسحوب}"
773,"meta{qafiya:ـابه, bahr:مسحوب}"
774,"meta{qafiya:ـابه, bahr:مسحوب}"
775,"meta{qafiya:ـيل, bahr:مسحوب}"
776,"meta{qafiya:ـيل, bahr:مسحوب}"
777,"meta{qafiya:ـيل, bahr:مسحوب}"
778,"meta{qafiya:ـيل, bahr:مسحوب}"
779,"meta{qafiya:ـاقي, bahr:مسحوب}"
780,"meta{qafiya:ـاقي, bahr:مسحوب}"
781,"meta{qafiya:ـاقي, bahr:مسحوب}"
782,"meta{qafiya:ـاقي, bahr:مسحوب}"
783,"meta{qafiya:ـادي, bahr:مسحوب}"
784,"meta{qafiya:ـادي, bahr:مسحوب}"
785,"meta{qafiya:ـادي, bahr:مسحوب}"
786,"meta{qafiya:ـادي, bahr:مسحوب}"
787,"meta{qafiya:ـادي, bahr:مسحوب}"
788,"meta{qafiya:ـلك, bahr:مسحوب}"
789,"meta{qafiya:ـلك, bahr:مسحوب}"
790,"meta{qafiya:ـلك, bahr:مسحوب}"
791,"meta{qafiya:ـلك, bahr:مسحوب}"
792,"meta{qafiya:ـام, bahr:مسحوب}"
793,"meta{qafiya:ـام, bahr:مسحوب}"
794,"meta{qafiya:ـام, bahr:مسحوب}"
795,"meta{qafiya:ـينا, bahr:بسيط}"
796,"meta{qafiya:ـينا, bahr:بسيط}"
797,"meta{qafiya:ـاه, bahr:مسحوب}"
798,"meta{qafiya:ـاه, bahr:مسحوب}"
799,"meta{qafiya:ـاه, bahr:مسحوب}"
800,"meta{qafiya:ـاه, bahr:مسحوب}"
801,"meta{qafiya:ـوحي, bahr:مسحوب}"
802,"meta{qafiya:ـوحي, bahr:مسحوب}"
803,"meta{qafiya:ـوحي, bahr:مسحوب}"
804,"meta{qafiya:ـوحي, bahr:مسحوب}"
805,"meta{qafiya:ـيه, bahr:مسحوب}"
806,"meta{qafiya:ـيه, bahr:مسحوب}"
807,"meta{qafiya:ـيه, bahr:مسحوب}"
808,"meta{qafiya:ـيه, bahr:مسحوب}"
809,"meta{qafiya:ـيه, bahr:مسحوب}"
810,"meta{qafiya:ـامي, bahr:مسحوب}"
811,"meta{qafiya:ـامي, bahr:مسحوب}"
812,"meta{qafiya:ـامي, bahr:مسحوب}"
813,"meta{qafiya:ـاب, bahr:مسحوب}"
814,"meta{qafiya:ـاب, bahr:مسحوب}"
815,"meta{qafiya:ـاب, bahr:مسحوب}"
816,"meta{qafiya:ـوح, bahr:مسحوب}"
817,"meta{qafiya:ـوح, bahr:مسحوب}"
818,"meta{qafiya:ـوح, bahr:مسحوب}"
819,"meta{qafiya:ـوح, bahr:مسحوب}"
820,"meta{qafiya:ـنا, bahr:بسيط}"
821,"meta{qafiya:ـنا, bahr:بسيط}"
822,"meta{qafiya:ـنا, bahr:بسيط}"
823,"meta{qafiya:ـنا, bahr:بسيط}"
824,"meta{qafiya:ـوب, bahr:مسحوب}"
825,"meta{qafiya:ـوب, bahr:مسحوب}"
826,"meta{qafiya:ـوب, bahr:مسحوب}"
827,"meta{qafiya:ـوب, bahr:مسحوب}"
828,"meta{qafiya:ـوب, bahr:مسحوب}"
829,"meta{qafiya:ـوب, bahr:مسحوب}"
830,"meta{qafiya:ـوب, bahr:مسحوب}"
831,"meta{qafiya:ـوب, bahr:مسحوب}"
832,"meta{qafiya:ـرك, bahr:مسحوب}"
833,"meta{qafiya:ـرك, bahr:مسحوب}"
834,"meta{qafiya:ـرك, bahr:مسحوب}"
835,"meta{qafiya:ـرك, bahr:مسحوب}"
836,"meta{qafiya:ـرى, bahr:مسحوب}"
837,"meta{qafiya:ـرى, bahr:مسحوب}"
838,"meta{qafiya:ـرى, bahr:مسحوب}"
839,"meta{qafiya:ـرى, bahr:مسحوب}"
840,"meta{qafiya:ـرى, bahr:مسحوب}"
841,"meta{qafiya:ـيه, bahr:مسحوب}"
842,"meta{qafiya:ـيه, bahr:مسحوب}"
843,"meta{qafiya:ـيه, bahr:مسحوب}"
844,"meta{qafiya:ـيه, bahr:مسحوب}"
845,"meta{qafiya:ـيه, bahr:مسحوب}"
846,"meta{qafiya:ـيله, bahr:بسيط}"
847,"meta{qafiya:ـيله, bahr:بسيط}"
848,"meta{qafiya:ـيله, bahr:بسيط}"
849,"meta{qafiya:ـيله, bahr:بسيط}"
850,"meta{qafiya:ـيله, bahr:بسيط}"
851,"meta{qafiya:ـيله, bahr:بسيط}"
852,"meta{qafiya:ـيله, bahr:بسيط}"
853,"meta{qafiya:ـيله, bahr:بسيط}"
854,"meta{qafiya:ـيله, bahr:بسيط}"
855,"meta{qafiya:ـيله, bahr:بسيط}"
856,"meta{qafiya:ـاعي, bahr:مسحوب}"
857,"meta{qafiya:ـاعي, bahr:مسحوب}"
858,"meta{qafiya:ـاعي, bahr:مسحوب}"
859,"meta{qafiya:ـالي, bahr:بسيط}"
860,"meta{qafiya:ـالي, bahr:بسيط}"
861,"meta{qafiya:ـالي, bahr:بسيط}"
862,"meta{qafiya:ـالي, bahr:بسيط}"
863,"meta{qafiya:ـله, bahr:مسحوب}"
864,"meta{qafiya:ـله, bahr:مسحوب}"
865,"meta{qafiya:ـله, bahr:مسحوب}"
866,"meta{qafiya:ـله, bahr:مسحوب}"
867,"meta{qafiya:ـله, bahr:مسحوب}"
868,"meta{qafiya:ـمه, bahr:بسيط}"
869,"meta{qafiya:ـمه, bahr:بسيط}"
870,"meta{qafiya:ـمه, bahr:بسيط}"
871,"meta{qafiya:ـاقه, bahr:مسحوب}"
872,"meta{qafiya:ـاقه, bahr:مسحوب}"
873,"meta{qafiya:ـاقه, bahr:مسحوب}"
874,"meta{qafiya:ـاقه, bahr:مسحوب}"
875,"meta{qafiya:ـيها, bahr:حدا}"
876,"meta{qafiya:ـيها, bahr:حدا}"
877,"meta{qafiya:ـيها, bahr:حدا}"
878,"meta{qafiya:ـيها, bahr:حدا}"
879,"meta{qafiya:ـيها, bahr:حدا}"
880,"meta{qafiya:ـد, bahr:مسحوب}"
881,"meta{qafiya:ـد, bahr:مسحوب}"
882,"meta{qafiya:ـد, bahr:مسحوب}"
883,"meta{qafiya:ـبها, bahr:بسيط}"
884,"meta{qafiya:ـبها, bahr:بسيط}"
885,"meta{qafiya:ـبها, bahr:بسيط}"
886,"meta{qafiya:ـبها, bahr:بسيط}"
887,"meta{qafiya:ـبها, bahr:بسيط}"
888,"meta{qafiya:ـبها, bahr:بسيط}"
889,"meta{qafiya:ـبها, bahr:بسيط}"
890,"meta{qafiya:ـبها, bahr:بسيط}"
891,"meta{qafiya:ـبها, bahr:بسيط}"
892,"meta{qafiya:ـبها, bahr:بسيط}"
893,"meta{qafiya:ـبها, bahr:بسيط}"
894,"meta{qafiya:ـبها, bahr:بسيط}"
895,"meta{qafiya:ـبها, bahr:بسيط}"
896,"meta{qafiya:ـبها, bahr:بسيط}"
897,"meta{qafiya:ـبها, bahr:بسيط}"
898,"meta{qafiya:ـبها, bahr:بسيط}"
899,"meta{qafiya:ـبها, bahr:بسيط}"
900,"meta{qafiya:ـبها, bahr:بسيط}"
901,"meta{qafiya:ـبها, bahr:بسيط}"
902,"meta{qafiya:ـبها, bahr:بسيط}"
903,"meta{qafiya:ـبها, bahr:بسيط}"
904,"meta{qafiya:ـبها, bahr:بسيط}"
905,"meta{qafiya:ـبها, bahr:بسيط}"
906,"meta{qafiya:ـبها, bahr:بسيط}"
907,"meta{qafiya:ـبها, bahr:بسيط}"
908,"meta{qafiya:ـبها, bahr:بسيط}"
909,"meta{qafiya:ـبها, bahr:بسيط}"
910,"meta{qafiya:ـبها, bahr:بسيط}"
911,"meta{qafiya:ـمله, bahr:بسيط}"
912,"meta{qafiya:ـمله, bahr:بسيط}"
913,"meta{qafiya:ـمله, bahr:بسيط}"
914,"meta{qafiya:ـادي, bahr:مسحوب}"
915,"meta{qafiya:ـادي, bahr:مسحوب}"
916,"meta{qafiya:ـادي, bahr:مسحوب}"
917,"meta{qafiya:ـادي, bahr:مسحوب}"
918,"meta{qafiya:ـادي, bahr:مسحوب}"
919,"meta{qafiya:ـيره, bahr:مسحوب}"
920,"meta{qafiya:ـيره, bahr:مسحوب}"
921,"meta{qafiya:ـيره, bahr:مسحوب}"
922,"meta{qafiya:ـدها, bahr:مسحوب}"
923,"meta{qafiya:ـدها, bahr:مسحوب}"
924,"meta{qafiya:ـدها, bahr:مسحوب}"
925,"meta{qafiya:ـدها, bahr:مسحوب}"
926,"meta{qafiya:ـلفه, bahr:بسيط}"
927,"meta{qafiya:ـلفه, bahr:بسيط}"
928,"meta{qafiya:ـلفه, bahr:بسيط}"
929,"meta{qafiya:ـلفه, bahr:بسيط}"
930,"meta{qafiya:ـاني, bahr:بسيط}"
931,"meta{qafiya:ـاني, bahr:بسيط}"
932,"meta{qafiya:ـاني, bahr:بسيط}"
933,"meta{qafiya:ـاني, bahr:بسيط}"
934,"meta{qafiya:ـاني, bahr:بسيط}"
935,"meta{qafiya:ـاني, bahr:بسيط}"
936,"meta{qafiya:ـادي, bahr:بسيط}"
937,"meta{qafiya:ـادي, bahr:بسيط}"
938,"meta{qafiya:ـادي, bahr:بسيط}"
939,"meta{qafiya:ـادي, bahr:بسيط}"
940,"meta{qafiya:ـد, bahr:مسحوب}"
941,"meta{qafiya:ـد, bahr:مسحوب}"
942,"meta{qafiya:ـد, bahr:مسحوب}"
943,"meta{qafiya:ـاد, bahr:مسحوب}"
944,"meta{qafiya:ـاد, bahr:مسحوب}"
945,"meta{qafiya:ـاد, bahr:مسحوب}"
946,"meta{qafiya:ـني, bahr:مسحوب}"
947,"meta{qafiya:ـني, bahr:مسحوب}"
948,"meta{qafiya:ـني, bahr:مسحوب}"
949,"meta{qafiya:ـب, bahr:مسحوب}"
950,"meta{qafiya:ـب, bahr:مسحوب}"
951,"meta{qafiya:ـب, bahr:مسحوب}"
952,"meta{qafiya:ـب, bahr:مسحوب}"
953,"meta{qafiya:ـب, bahr:مسحوب}"
954,"meta{qafiya:ـب, bahr:مسحوب}"
955,"meta{qafiya:ـب, bahr:مسحوب}"
956,"meta{qafiya:ـب, bahr:مسحوب}"
957,"meta{qafiya:ـمه, bahr:بسيط}"
958,"meta{qafiya:ـمه, bahr:بسيط}"
959,"meta{qafiya:ـمه, bahr:بسيط}"
960,"meta{qafiya:ـيله, bahr:مسحوب}"
961,"meta{qafiya:ـيله, bahr:مسحوب}"
962,"meta{qafiya:ـيله, bahr:مسحوب}"
963,"meta{qafiya:ـيله, bahr:مسحوب}"
964,"meta{qafiya:ـيله, bahr:مسحوب}"
965,"meta{qafiya:ـوعي, bahr:مسحوب}"
966,"meta{qafiya:ـوعي, bahr:مسحوب}"
967,"meta{qafiya:ـوعي, bahr:مسحوب}"
968,"meta{qafiya:ـوعي, bahr:مسحوب}"
969,"meta{qafiya:ـالي, bahr:مسحوب}"
970,"meta{qafiya:ـالي, bahr:مسحوب}"
971,"meta{qafiya:ـالي, bahr:مسحوب}"
972,"meta{qafiya:ـالي, bahr:مسحوب}"
973,"meta{qafiya:ـاتي, bahr:مسحوب}"
974,"meta{qafiya:ـاتي, bahr:مسحوب}"
975,"meta{qafiya:ـاتي, bahr:مسحوب}"
976,"meta{qafiya:ـسمي, bahr:مسحوب}"
977,"meta{qafiya:ـسمي, bahr:مسحوب}"
978,"meta{qafiya:ـسمي, bahr:مسحوب}"
979,"meta{qafiya:ـاقي, bahr:بسيط}"
980,"meta{qafiya:ـاقي, bahr:بسيط}"
981,"meta{qafiya:ـون, bahr:بسيط}"
982,"meta{qafiya:ـون, bahr:بسيط}"
983,"meta{qafiya:ـون, bahr:بسيط}"
984,"meta{qafiya:ـون, bahr:بسيط}"
985,"meta{qafiya:ـون, bahr:بسيط}"
986,"meta{qafiya:ـون, bahr:بسيط}"
987,"meta{qafiya:ـون, bahr:بسيط}"
988,"meta{qafiya:ـون, bahr:بسيط}"
989,"meta{qafiya:ـون, bahr:بسيط}"
990,"meta{qafiya:ـون, bahr:بسيط}"
991,"meta{qafiya:ـابه, bahr:مسحوب}"
992,"meta{qafiya:ـابه, bahr:مسحوب}"
993,"meta{qafiya:ـابه, bahr:مسحوب}"
994,"meta{qafiya:ـابه, bahr:مسحوب}"
995,"meta{qafiya:ـيها, bahr:بسيط}"
996,"meta{qafiya:ـيها, bahr:بسيط}"
997,"meta{qafiya:ـيها, bahr:بسيط}"
998,"meta{qafiya:ـلت, bahr:مسحوب}"
999,"meta{qafiya:ـلت, bahr:مسحوب}"
1000,"meta{qafiya:ـلت, bahr:مسحوب}"
1001,"meta{qafiya:ـوح, bahr:بسيط}"
1002,"meta{qafiya:ـوح, bahr:بسيط}"
1003,"meta{qafiya:ـوح, bahr:بسيط}"
1004,"meta{qafiya:ـوح, bahr:بسيط}"
1005,"meta{qafiya:ـين, bahr:بسيط}"
1006,"meta{qafiya:ـين, bahr:بسيط}"
1007,"meta{qafiya:ـين, bahr:بسيط}"
1008,"meta{qafiya:ـين, bahr:بسيط}"
1009,"meta{qafiya:ـين, bahr:بسيط}"
1010,"meta{qafiya:ـين, bahr:بسيط}"
1011,"meta{qafiya:ـين, bahr:بسيط}"
1012,"meta{qafiya:ـدها, bahr:مسحوب}"
1013,"meta{qafiya:ـدها, bahr:مسحوب}"
1014,"meta{qafiya:ـدها, bahr:مسحوب}"
1015,"meta{qafiya:ـاب, bahr:بسيط}"
1016,"meta{qafiya:ـاب, bahr:بسيط}"
1017,"meta{qafiya:ـاب, bahr:بسيط}"
1018,"meta{qafiya:ـاب, bahr:بسيط}"
1019,"meta{qafiya:ـاب, bahr:بسيط}"
1020,"meta{qafiya:ـاب, bahr:بسيط}"
1021,"meta{qafiya:ـله, bahr:مسحوب}"
