poem_id,chunk_id,Title_raw,Poem_line_raw,Title_cleaned,Poem_line_cleaned,Row_IDs_in_chunk,chunk_type,Status
17,74,أوّل عشـق,"إنت اوّل انسـان اعشـقه في حياتي      والحين تبغي الصدق ما عدت الاوّل
عـشـقت غـيرك وانمحت ذكريـاتي      مَع دمـعي اللي يوم هـاجـرت حوّل
ماهـو مـهــــم اكــون أوّل وثــــــاني      أهـــم شـيّ اكــون شـيّ فْـ حـيـــاتـك
إن كـان قـلـبك ياحبـيـبي نسـاني      أرجــوك لا تـنـسـاني بـذكـرياتك",اول عشق,"انت اول انسان اعشقه في حياتي      والحين تبغي الصدق ما عدت الاول
عشقت غيرك وانمحت ذكرياتي      مع دمعي اللي يوم هاجرت حول
ماهو مهم اكون اول وثاني      اهم شي اكون شي ف حياتك
ان كان قلبك ياحبيبي نساني      ارجوك لا تنساني بذكرياتك","219,220,221,222",regular,Ready
17,75,أوّل عشـق,"إن كـان قـلـبك ياحبـيـبي نسـاني      أرجــوك لا تـنـسـاني بـذكـرياتك
طـوّل في هـجرانك علي لاتـحاتي      ما عاد يعـنيـني لو الهـجـر طـوّل
أغـنّـي فْـراقـك بصـوت الآهـاتي      والـقـلـب من زود الـونـاســه يمـوّل
أخاف اطوّل بالهـجر فـي امتحاني      ما اقدر أطوّل في الهجر من غلاتك",اول عشق,"ان كان قلبك ياحبيبي نساني      ارجوك لا تنساني بذكرياتك
طول في هجرانك علي لاتحاتي      ما عاد يعنيني لو الهجر طول
اغني فراقك بصوت الاهاتي      والقلب من زود الوناسه يمول
اخاف اطول بالهجر في امتحاني      ما اقدر اطول في الهجر من غلاتك","222,223,224,225",regular,Ready
17,76,أوّل عشـق,"أخاف اطوّل بالهـجر فـي امتحاني      ما اقدر أطوّل في الهجر من غلاتك
دامـك خبير فْـ لحن بعـض الأغاني      باعطـيك آهـاتي غنّـها مـع أهـاتك
العام تصـبح في الخـفوق وتبـاتي      واليوم مـعـلن فيه حضـر التجـوّل
أنـا اعـرفـك حـالي وسكّـر نبـاتي      حـالي ومن زينـك أهـلك تْـهــوّل",اول عشق,"اخاف اطول بالهجر في امتحاني      ما اقدر اطول في الهجر من غلاتك
دامك خبير ف لحن بعض الاغاني      باعطيك اهاتي غنها مع اهاتك
العام تصبح في الخفوق وتباتي      واليوم معلن فيه حضر التجول
انا اعرفك حالي وسكر نباتي      حالي ومن زينك اهلك تهول","225,226,227,228",regular,Ready
17,77,أوّل عشـق,"أنـا اعـرفـك حـالي وسكّـر نبـاتي      حـالي ومن زينـك أهـلك تْـهــوّل
الـعــام حبّـك بين عـوج الـمـحـاني      ما زال ثابـت وانت تعـرف غــلاتك
وانا اعرفـك إنـسـان ما انت بْأنـاني      لان الأنـانـيّـــه ماهـي مـن صـفاتـك
لكن .. لو كنت أجمـل الفاتنـاتي      إلـحـبّـك آنـا مـسـتحـيــل آتسـوّل",اول عشق,"انا اعرفك حالي وسكر نباتي      حالي ومن زينك اهلك تهول
العام حبك بين عوج المحاني      ما زال ثابت وانت تعرف غلاتك
وانا اعرفك انسان ما انت باناني      لان الانانيه ماهي من صفاتك
لكن .. لو كنت اجمل الفاتناتي      الحبك انا مستحيل اتسول","228,229,230,231",regular,Ready
17,78,أوّل عشـق,"لكن .. لو كنت أجمـل الفاتنـاتي      إلـحـبّـك آنـا مـسـتحـيــل آتسـوّل
هذاك أوّل يوم كـنت فْـ حـياتي      والحين جا غيرك ولا عدت الاوّل
وانـته بعـد لو كـنت فـارس زمــاني      تـجـبـرنـي الـعِـزّه أسـوّي ســـواتك
ما فـيــه لا أوّل .. ولا فـيـه ثـــــاني      غصباً عليك آنا الوحـيد فْـ حـياتك",اول عشق,"لكن .. لو كنت اجمل الفاتناتي      الحبك انا مستحيل اتسول
هذاك اول يوم كنت ف حياتي      والحين جا غيرك ولا عدت الاول
وانته بعد لو كنت فارس زماني      تجبرني العزه اسوي سواتك
ما فيه لا اول .. ولا فيه ثاني      غصبا عليك انا الوحيد ف حياتك","231,232,233,234",regular,Ready
18,79,الهجر,"ياللي ذكـرت الهـجر وتحـدِّد الـمهـله      لا ما تـروم الهـجر لو قلـت لي رايـم
الهـجر ، لا تحسب انّه مسأله سهله      الهجر يجـرح خفوق العـاشق الهايم
منهـل شـفايفك منه العيـن من نهـله      لكـن راعـيَّــــها مـن مَـنـهـلك صـــايـم
لا يجهل الحب قلبك ، وان طغى جهله      إفرد جـناح الهـجر يا طـيرنا الحايم",الهجر,"ياللي ذكرت الهجر وتحدد المهله      لا ما تروم الهجر لو قلت لي رايم
الهجر ، لا تحسب انه مساله سهله      الهجر يجرح خفوق العاشق الهايم
منهل شفايفك منه العين من نهله      لكن راعيها من منهلك صايم
لا يجهل الحب قلبك ، وان طغي جهله      افرد جناح الهجر يا طيرنا الحايم","235,236,237,238",regular,Ready
18,80,الهجر,"لا يجهل الحب قلبك ، وان طغى جهله      إفرد جـناح الهـجر يا طـيرنا الحايم
هاجر ودرسك مَعَك والوقت درسَه له      وانا من دروسك وْدرس الزمـن شايم
الوقت .. خـذيت مـنّـه تجـربة كـهـله      وطاحـت من عيوني الدنيا وانا قايم
والكـفر ملـعـون ابو لـهـبه وابو جهـله      والعـشـق ملـعـون ابو بايعـه والسـايم",الهجر,"لا يجهل الحب قلبك ، وان طغي جهله      افرد جناح الهجر يا طيرنا الحايم
هاجر ودرسك معك والوقت درسه له      وانا من دروسك ودرس الزمن شايم
الوقت .. خذيت منه تجربه كهله      وطاحت من عيوني الدنيا وانا قايم
والكفر ملعون ابو لهبه وابو جهله      والعشق ملعون ابو بايعه والسايم","238,239,240,241",regular,Ready
18,81,الهجر,"الوقت .. خـذيت مـنّـه تجـربة كـهـله      وطاحـت من عيوني الدنيا وانا قايم
والكـفر ملـعـون ابو لـهـبه وابو جهـله      والعـشـق ملـعـون ابو بايعـه والسـايم
طَوِّل وقَصِّر على ما تريد فـي الـمهـله      مصـير قلبـك يـردِّك عاشــقٍ هـايـم
الواحـد يْغـيب عن أهـله ، و هم أهـله      لكـن ، قلـبه يـردّه صـوبـهـــم دايــم",الهجر,"الوقت .. خذيت منه تجربه كهله      وطاحت من عيوني الدنيا وانا قايم
والكفر ملعون ابو لهبه وابو جهله      والعشق ملعون ابو بايعه والسايم
طول وقصر علي ما تريد في المهله      مصير قلبك يردك عاشق هايم
الواحد يغيب عن اهله ، و هم اهله      لكن ، قلبه يرده صوبهم دايم","240,241,242,243",final,Ready
19,82,آسف آسف,"كم عشقت الـمستحيل وكم ذخرت الإستحاله      لين صرت احجز مكاني في الصفوف الاوّليّـه
أعشق الخيل الأصيله ، لانّـها رمز الأصاله      فـي البلاد اليعـربيّـه ، والبلاد الأجنبيّـه
الهجن والطير والبحر وهل البر وْدلاله      والغلا والطيب والشعر بحروفه الابجديّه
والشعر حاله ، وانا شاعر أمر بألف حاله      من تواضع لى محبّه ، لا عدا لا عنجهـيّه",اسف اسف,"كم عشقت المستحيل وكم ذخرت الاستحاله      لين صرت احجز مكاني في الصفوف الاوليه
اعشق الخيل الاصيله ، لانها رمز الاصاله      في البلاد اليعربيه ، والبلاد الاجنبيه
الهجن والطير والبحر وهل البر ودلاله      والغلا والطيب والشعر بحروفه الابجديه
والشعر حاله ، وانا شاعر امر بالف حاله      من تواضع لي محبه ، لا عدا لا عنجهيه","244,245,246,247",regular,Ready
19,83,آسف آسف,"والشعر حاله ، وانا شاعر أمر بألف حاله      من تواضع لى محبّه ، لا عدا لا عنجهـيّه
لا كـتبته .. أكتـبه من فكر ماهو من جهاله      شمس فكري ما تغيب وجمرة الإبداع حيّـه
للمحب احساسه الصادق ، وللشاعر خياله      يعزف احساسه على وتـر اللحون السامريّه
ذعذعت ريح الشمال وكن قلبي من شماله      لا جنوبه يشعر بريح الشمال الخارجيّـه",اسف اسف,"والشعر حاله ، وانا شاعر امر بالف حاله      من تواضع لي محبه ، لا عدا لا عنجهيه
لا كتبته .. اكتبه من فكر ماهو من جهاله      شمس فكري ما تغيب وجمره الابداع حيه
للمحب احساسه الصادق ، وللشاعر خياله      يعزف احساسه علي وتر اللحون السامريه
ذعذعت ريح الشمال وكن قلبي من شماله      لا جنوبه يشعر بريح الشمال الخارجيه","247,248,249,250",regular,Ready
19,84,آسف آسف,"ذعذعت ريح الشمال وكن قلبي من شماله      لا جنوبه يشعر بريح الشمال الخارجيّـه
كلّه لعين الحبيب اللي ملك قلبي لحاله      واملكـه بعيونه السود وملامحه البريّـه
آتذكّر كل ما هب الشـمال وهز شـاله      والتوى من فوق عوده طيّةٍ من فوق طـيّه
وآتذكّر كل ما مال الغصن عوده لا ماله      فيه من ميل الغصن والغصن له منّه شـويّه",اسف اسف,"ذعذعت ريح الشمال وكن قلبي من شماله      لا جنوبه يشعر بريح الشمال الخارجيه
كله لعين الحبيب اللي ملك قلبي لحاله      واملكه بعيونه السود وملامحه البريه
اتذكر كل ما هب الشمال وهز شاله      والتوي من فوق عوده طيه من فوق طيه
واتذكر كل ما مال الغصن عوده لا ماله      فيه من ميل الغصن والغصن له منه شويه","250,251,252,253",regular,Ready
19,85,آسف آسف,"وآتذكّر كل ما مال الغصن عوده لا ماله      فيه من ميل الغصن والغصن له منّه شـويّه
واتذكّر صبحه الضاحك ، وليله من خلاله      والجبين اللي مثل شمس الضحا عيد الضحيّه
واتذكّر .. لون خدّه كل ما ذكروا مجاله      وردتينٍ حمر فـي بستان ماهي مزهريّـه
واتـذكّـر بسـمـته ، دلـعـه ، رقَّـتـه وْدلالـه      وابتسامات الشفاه ونظرة العين الشـقيّـه",اسف اسف,"واتذكر كل ما مال الغصن عوده لا ماله      فيه من ميل الغصن والغصن له منه شويه
واتذكر صبحه الضاحك ، وليله من خلاله      والجبين اللي مثل شمس الضحا عيد الضحيه
واتذكر .. لون خده كل ما ذكروا مجاله      وردتين حمر في بستان ماهي مزهريه
واتذكر بسمته ، دلعه ، رقته ودلاله      وابتسامات الشفاه ونظره العين الشقيه","253,254,255,256",regular,Ready
19,86,آسف آسف,"واتـذكّـر بسـمـته ، دلـعـه ، رقَّـتـه وْدلالـه      وابتسامات الشفاه ونظرة العين الشـقيّـه
قبل ما يرحل ويتركني بلا علم ورساله      نرجسي وانا في حبّه ما عرفت النرجسيّـه
ويش اسوّي فـي حبيبٍ يحسبٍ قلبي حلاله      والـمصيبه قلبي مْوافق ونفسي له رضـيّـه
القضيّـه .. كيف احس بلهفته والاّ وصاله      يا قضاة الحب من يقدر على حل القضــيّه",اسف اسف,"واتذكر بسمته ، دلعه ، رقته ودلاله      وابتسامات الشفاه ونظره العين الشقيه
قبل ما يرحل ويتركني بلا علم ورساله      نرجسي وانا في حبه ما عرفت النرجسيه
ويش اسوي في حبيب يحسب قلبي حلاله      والمصيبه قلبي موافق ونفسي له رضيه
القضيه .. كيف احس بلهفته والا وصاله      يا قضاه الحب من يقدر علي حل القضيه","256,257,258,259",regular,Ready
19,87,آسف آسف,"القضيّـه .. كيف احس بلهفته والاّ وصاله      يا قضاة الحب من يقدر على حل القضــيّه
دام اخذ قلبي من ضلوعي يدوّر لي بداله      وكان ما عنده بداله .. لازم يردّه علـيّـه
لا يخلّـيني بلا قلبٍ على العشّـاق عاله      إيعرفني ، نيّـتي وحده ماهي خمسين نـيّه
ان دله قلبه من الفرقا ، ترى ماني بداله      كيف ابا ادله من حبيبٍ بالغلا ما شفت زيّـه",اسف اسف,"القضيه .. كيف احس بلهفته والا وصاله      يا قضاه الحب من يقدر علي حل القضيه
دام اخذ قلبي من ضلوعي يدور لي بداله      وكان ما عنده بداله .. لازم يرده عليه
لا يخليني بلا قلب علي العشاق عاله      ايعرفني ، نيتي وحده ماهي خمسين نيه
ان دله قلبه من الفرقا ، تري ماني بداله      كيف ابا ادله من حبيب بالغلا ما شفت زيه","259,260,261,262",regular,Ready
19,88,آسف آسف,"ان دله قلبه من الفرقا ، ترى ماني بداله      كيف ابا ادله من حبيبٍ بالغلا ما شفت زيّـه
لا يطوّل بالفراق ويعتبر وصله جماله      والجماله ردّها واجب على راع الحمـيّـه
نظرةٍ من عيـنه لعيني وانا واقف قباله      كافيه بانها تعوّض لـمسة يديه بيديّه
ان حصل منّي خطا ، مليون مرّه قلتها له      يخطي العبد ويتوب ويغفر الله الخطـيّه",اسف اسف,"ان دله قلبه من الفرقا ، تري ماني بداله      كيف ابا ادله من حبيب بالغلا ما شفت زيه
لا يطول بالفراق ويعتبر وصله جماله      والجماله ردها واجب علي راع الحميه
نظره من عينه لعيني وانا واقف قباله      كافيه بانها تعوض لمسه يديه بيديه
ان حصل مني خطا ، مليون مره قلتها له      يخطي العبد ويتوب ويغفر الله الخطيه","262,263,264,265",regular,Ready
19,89,آسف آسف,"ان حصل منّي خطا ، مليون مرّه قلتها له      يخطي العبد ويتوب ويغفر الله الخطـيّه
كم مساحة كل بر وكم عدد حبّة رماله      وكم شجر غصون الارض اليابسه والاّ الطـريّه
وكم عدد من حج بيت الله وشد له الرحاله      وكم عدد من قال صلى الله على محمد نبيّه
بـعـــددها كـلّـها تـأسّــفـاتـي كـلّـها لـه      آسف آسف ، دام لي على التأسّف مقدريّه",اسف اسف,"ان حصل مني خطا ، مليون مره قلتها له      يخطي العبد ويتوب ويغفر الله الخطيه
كم مساحه كل بر وكم عدد حبه رماله      وكم شجر غصون الارض اليابسه والا الطريه
وكم عدد من حج بيت الله وشد له الرحاله      وكم عدد من قال صلي الله علي محمد نبيه
بعددها كلها تاسفاتي كلها له      اسف اسف ، دام لي علي التاسف مقدريه","265,266,267,268",regular,Ready
20,90,أحمر الورد,"أحمر الورد أجمل شيّ فـي البستان      بين صوت الطيور وخضر الاغصاني
والـمشاعر .. لو تجرّد من الإنسان      كيف يَـعْرف شعور اخوه الانسـاني
والـمحـبّــه من الإيمـان .. والإيمـان      شيّ وسـط الـضمير ، وشـيّ برّاني
وانت يالأنسـي اللي كنّك مْن الجان      إختر الشـكل الاوّل ، وافهـم الثاني",احمر الورد,"احمر الورد اجمل شي في البستان      بين صوت الطيور وخضر الاغصاني
والمشاعر .. لو تجرد من الانسان      كيف يعرف شعور اخوه الانساني
والمحبه من الايمان .. والايمان      شي وسط الضمير ، وشي براني
وانت يالانسي اللي كنك من الجان      اختر الشكل الاول ، وافهم الثاني","269,270,271,272",regular,Ready
20,91,أحمر الورد,"وانت يالأنسـي اللي كنّك مْن الجان      إختر الشـكل الاوّل ، وافهـم الثاني
لك سـنه وانت لا راضي ولا زعـلان      قصـدك تذلّـني ، والاّ تْـحـدّاني
سـامح الله سـطـوة رمـشـك الـفتّـان      يوم خـذني على غـفلـه و ودّانـي
وسامـح الله قلـبي يوم شـافـك لان      لين حبّــك تمكّـــن وسـط وجـداني",احمر الورد,"وانت يالانسي اللي كنك من الجان      اختر الشكل الاول ، وافهم الثاني
لك سنه وانت لا راضي ولا زعلان      قصدك تذلني ، والا تحداني
سامح الله سطوه رمشك الفتان      يوم خذني علي غفله و وداني
وسامح الله قلبي يوم شافك لان      لين حبك تمكن وسط وجداني","272,273,274,275",regular,Ready
20,92,أحمر الورد,"وسامـح الله قلـبي يوم شـافـك لان      لين حبّــك تمكّـــن وسـط وجـداني
وسط وجداني اللي لك بنى وجدان      كلها تشـتـكي فرقـاك ، وتـعـاني
انت جاني علي بالـهـجر والـحرمان      والـجروح الـجروح أشكـال والـواني
جرح .. دمعته ما تنشاف بالأعيان      وجرح .. دمـعـته منظوره بالاعياني",احمر الورد,"وسامح الله قلبي يوم شافك لان      لين حبك تمكن وسط وجداني
وسط وجداني اللي لك بني وجدان      كلها تشتكي فرقاك ، وتعاني
انت جاني علي بالهجر والحرمان      والجروح الجروح اشكال والواني
جرح .. دمعته ما تنشاف بالاعيان      وجرح .. دمعته منظوره بالاعياني","275,276,277,278",regular,Ready
20,93,أحمر الورد,"جرح .. دمعته ما تنشاف بالأعيان      وجرح .. دمـعـته منظوره بالاعياني
وجرح مجراه مجرى الدم في الشريان      وجرح .. كنّه طعون سيوف عدواني
وجرح .. يقتل شـعور العاشق الولهان      لو بغـيت اشرحه .. ما يقدر لـساني
وجرح فـي الذاكره ما يقبل النسيان      آتذكّـــره دايـم .. رغـم نـسـياني",احمر الورد,"جرح .. دمعته ما تنشاف بالاعيان      وجرح .. دمعته منظوره بالاعياني
وجرح مجراه مجري الدم في الشريان      وجرح .. كنه طعون سيوف عدواني
وجرح .. يقتل شعور العاشق الولهان      لو بغيت اشرحه .. ما يقدر لساني
وجرح في الذاكره ما يقبل النسيان      اتذكره دايم .. رغم نسياني","278,279,280,281",regular,Ready
20,94,أحمر الورد,"وجرح فـي الذاكره ما يقبل النسيان      آتذكّـــره دايـم .. رغـم نـسـياني
آه يا ما اكثر جروحي .. لكن غلطان      كان ما تعرف الـمجـني من الجاني
يا زمن لا توصّي صاحبك ( حمدان )      قبلك ( محمد الـمكـــتوم ) وصّاني
صاحبك لا وقف يصهل صهيل حصان      يْتحـمّل طـعـون فـلان وفــــلاني",احمر الورد,"وجرح في الذاكره ما يقبل النسيان      اتذكره دايم .. رغم نسياني
اه يا ما اكثر جروحي .. لكن غلطان      كان ما تعرف المجني من الجاني
يا زمن لا توصي صاحبك ( حمدان )      قبلك ( محمد المكتوم ) وصاني
صاحبك لا وقف يصهل صهيل حصان      يتحمل طعون فلان وفلاني","281,282,283,284",regular,Ready
20,95,أحمر الورد,"صاحبك لا وقف يصهل صهيل حصان      يْتحـمّل طـعـون فـلان وفــــلاني
ومن يعامل جميل الناس بالنكران      مستحيل احشمَه لو هو من اخواني
كل إنسان يملك فـي الحياه انسان      من مـعـانـاتـه يـقـدّره ويـعـــــاني
ودامـها ما تسـلّي كـثرة الـخــــلاّن      خلّهم فـي سـلام وعيـش وحـداني",احمر الورد,"صاحبك لا وقف يصهل صهيل حصان      يتحمل طعون فلان وفلاني
ومن يعامل جميل الناس بالنكران      مستحيل احشمه لو هو من اخواني
كل انسان يملك في الحياه انسان      من معاناته يقدره ويعاني
ودامها ما تسلي كثره الخلان      خلهم في سلام وعيش وحداني","284,285,286,287",regular,Ready
21,96,انت وانا,"ياللي تِـمر عْروق قلبي نَـظـرتك وتْتـلَّها      ألله عليك مْن الحسد واهل الحسد والله لنا
الشيله اللي فوق وجهك يا حبيبي شلَّها      خل الخجل منّك وسولف لي ما غير انته وانا
سوالفك حلوه ، ومن زود الغلا ما املّها      ألله من حرفٍ تمَكَّن في شفايفك وْ دَنا
إلى ثنيت رموشك اللي فوق خَدّك ظِلّها      يعكس تثنّاها ، تعال وشوف قلبي لا انثنى",انت وانا,"ياللي تمر عروق قلبي نظرتك وتتلها      الله عليك من الحسد واهل الحسد والله لنا
الشيله اللي فوق وجهك يا حبيبي شلها      خل الخجل منك وسولف لي ما غير انته وانا
سوالفك حلوه ، ومن زود الغلا ما املها      الله من حرف تمكن في شفايفك و دنا
الي ثنيت رموشك اللي فوق خدك ظلها      يعكس تثناها ، تعال وشوف قلبي لا انثني","288,289,290,291",regular,Ready
21,97,انت وانا,"إلى ثنيت رموشك اللي فوق خَدّك ظِلّها      يعكس تثنّاها ، تعال وشوف قلبي لا انثنى
إر سم لي اللهفه ودع نفسي تبرِّد غِلَّها      مصيرنا نفنى ، وكم واحد من الدنيا فنا
لو قلت إن الشمس ت شبه طلّتك في طلّها      يوم اشرقت والورد متفتِّح وجاهز للجنا
أقدر أقول لنور وجهك يوم تشرق ذلَّها      ميّزك من سوّاك عنها في الشروق وْفي السنا",انت وانا,"الي ثنيت رموشك اللي فوق خدك ظلها      يعكس تثناها ، تعال وشوف قلبي لا انثني
ار سم لي اللهفه ودع نفسي تبرد غلها      مصيرنا نفني ، وكم واحد من الدنيا فنا
لو قلت ان الشمس ت شبه طلتك في طلها      يوم اشرقت والورد متفتح وجاهز للجنا
اقدر اقول لنور وجهك يوم تشرق ذلها      ميزك من سواك عنها في الشروق وفي السنا","291,292,293,294",regular,Ready
21,98,انت وانا,"أقدر أقول لنور وجهك يوم تشرق ذلَّها      ميّزك من سوّاك عنها في الشروق وْفي السنا
القلب بَعْدك ثار ، والعين الدموع تهلَّها      ليه الشقا ليه الزعل ليه ْتمسك بالعنا
إثنينهم .. حزن الحبايب مَرَّها واحتلَّها      بعد المحبّه والمودّه والمواصل وَالهَنا
إن قلت لي بارجع عليها قلت روح وْخلَّها      الأمْن .. ليس مستقِرٌّ لا هناك وْلا هنا",انت وانا,"اقدر اقول لنور وجهك يوم تشرق ذلها      ميزك من سواك عنها في الشروق وفي السنا
القلب بعدك ثار ، والعين الدموع تهلها      ليه الشقا ليه الزعل ليه تمسك بالعنا
اثنينهم .. حزن الحبايب مرها واحتلها      بعد المحبه والموده والمواصل والهنا
ان قلت لي بارجع عليها قلت روح وخلها      الامن .. ليس مستقر لا هناك ولا هنا","294,295,296,297",regular,Ready
21,99,انت وانا,"القلب بَعْدك ثار ، والعين الدموع تهلَّها      ليه الشقا ليه الزعل ليه ْتمسك بالعنا
إثنينهم .. حزن الحبايب مَرَّها واحتلَّها      بعد المحبّه والمودّه والمواصل وَالهَنا
إن قلت لي بارجع عليها قلت روح وْخلَّها      الأمْن .. ليس مستقِرٌّ لا هناك وْلا هنا
الضيقه اللي في صدر رجّال وش هو حلَّها      خصوصاً ان كانت طموحاته طموحاتي أنا",انت وانا,"القلب بعدك ثار ، والعين الدموع تهلها      ليه الشقا ليه الزعل ليه تمسك بالعنا
اثنينهم .. حزن الحبايب مرها واحتلها      بعد المحبه والموده والمواصل والهنا
ان قلت لي بارجع عليها قلت روح وخلها      الامن .. ليس مستقر لا هناك ولا هنا
الضيقه اللي في صدر رجال وش هو حلها      خصوصا ان كانت طموحاته طموحاتي انا","295,296,297,298",final,Ready
22,100,الغصن يابس,"الغصن يابس وَلا طاح الـمطر يَالهبوب      قولي له يْطـيح لا يذبَحـه كثـر البطا
كم لي وانا احاول ابثّ الأمل فَـ الشـعوب      فـي كل مَرَّه أشـوف الـحزن فـيهم سطا
يا ابن آدم اللي تريد تْـتوب عَجِّل وتوب      اليوم من عمْرك اسْرَع من طـيار القطا
سموّ فكرك يساعد في اختـيار الدروب      إعرف تفاصـيل دربك قبل رجلك تطا",الغصن يابس,"الغصن يابس ولا طاح المطر يالهبوب      قولي له يطيح لا يذبحه كثر البطا
كم لي وانا احاول ابث الامل ف الشعوب      في كل مره اشوف الحزن فيهم سطا
يا ابن ادم اللي تريد تتوب عجل وتوب      اليوم من عمرك اسرع من طيار القطا
سمو فكرك يساعد في اختيار الدروب      اعرف تفاصيل دربك قبل رجلك تطا","299,300,301,302",regular,Ready
22,101,الغصن يابس,"سموّ فكرك يساعد في اختـيار الدروب      إعرف تفاصـيل دربك قبل رجلك تطا
عليه واعرف مدى حسناتك مْن الذنوب      وتعـيش مرفوع هامَه .. مستـقيم الخُطا
واللي يقـول انّـه مْمَيَّـز وَلا له عـيـوب      يعيش فوق السما ، لايعيش فوق الوطا
الشخص لو يقدر يغطّي عيوبه بثـوب      غَطّـى عـيوبه ، لكن الـعـيب ما له غطا",الغصن يابس,"سمو فكرك يساعد في اختيار الدروب      اعرف تفاصيل دربك قبل رجلك تطا
عليه واعرف مدي حسناتك من الذنوب      وتعيش مرفوع هامه .. مستقيم الخطا
واللي يقول انه مميز ولا له عيوب      يعيش فوق السما ، لايعيش فوق الوطا
الشخص لو يقدر يغطي عيوبه بثوب      غطي عيوبه ، لكن العيب ما له غطا","302,303,304,305",regular,Ready
22,102,الغصن يابس,"الشخص لو يقدر يغطّي عيوبه بثـوب      غَطّـى عـيوبه ، لكن الـعـيب ما له غطا
والشمس تشرق ، لكن بعد الشروق الغروب      لو نـورها يوم تَشـرق فـي سـماها سطا
ياللي تقولون فـقر الناس فـقر الجيوب      الـوقــت .. ياما خـذا منّا وياما عـطا
فزَّاع .. وِجْهَة نظره الفقر فَقر القلوب      وجهة نظر .. يمكن انها صَح والاَّ خَـطا",الغصن يابس,"الشخص لو يقدر يغطي عيوبه بثوب      غطي عيوبه ، لكن العيب ما له غطا
والشمس تشرق ، لكن بعد الشروق الغروب      لو نورها يوم تشرق في سماها سطا
ياللي تقولون فقر الناس فقر الجيوب      الوقت .. ياما خذا منا وياما عطا
فزاع .. وجهه نظره الفقر فقر القلوب      وجهه نظر .. يمكن انها صح والا خطا","305,306,307,308",regular,Ready
23,103,إيمـــان الشـــعوب,"سَرى الليل وْسَرى صوت الـمشاعر يا نسيم النود      وْعلى الله ما سـريت الاّ وســاق الشِـعـر قـيـفـانـه
يقـولـون الـشِـعِــر وَزْن وْ قوافـي نبـضـها مـفـنود      وانا اقول الشـعر حِس الخـفوق وْنبـض وجـدانه
وْيقـولون الشـعر ضيـفٍ على شـاعره وانا اعود      أقول الشِـعــر ماهـو ضـيـفـنا والـنـاس غَـلـطـانه
مـعزِّبـنا الشِـعِر وضـيـوفـه احْنا والـسـنين شْـهـود      هـو اللّـي سَـجَّـل الـتـاريخ فـي صـفـحـات ديـوانه",ايمان الشعوب,"سري الليل وسري صوت المشاعر يا نسيم النود      وعلي الله ما سريت الا وساق الشعر قيفانه
يقولون الشعر وزن و قوافي نبضها مفنود      وانا اقول الشعر حس الخفوق ونبض وجدانه
ويقولون الشعر ضيف علي شاعره وانا اعود      اقول الشعر ماهو ضيفنا والناس غلطانه
معزبنا الشعر وضيوفه احنا والسنين شهود      هو اللي سجل التاريخ في صفحات ديوانه","309,310,311,312",regular,Ready
23,104,إيمـــان الشـــعوب,"مـعزِّبـنا الشِـعِر وضـيـوفـه احْنا والـسـنين شْـهـود      هـو اللّـي سَـجَّـل الـتـاريخ فـي صـفـحـات ديـوانه
إذا الشَّـاعر على الـمعـنى عجَز لا يبلغ الـمقصود      وش تْـفـيـد الـقـوافـي لـو يركِّــبـهـا عـلى اوزانــه
بروق الـشِـعـر من مـعـنى ، وتعـبيره حنين رْعود      وَلاَ تـنْشَـف مـحـيـطــاتـه إذا نـشـفـنّ خـلـجَــانه
قصـيـدٍ بين طـيَّـات الـمـحـاني والـضـلـوع يْـرود      إذا عَـدّى على القـلـب الشـفوق يْـحَـرِّك اشـجـانه",ايمان الشعوب,"معزبنا الشعر وضيوفه احنا والسنين شهود      هو اللي سجل التاريخ في صفحات ديوانه
اذا الشاعر علي المعني عجز لا يبلغ المقصود      وش تفيد القوافي لو يركبها علي اوزانه
بروق الشعر من معني ، وتعبيره حنين رعود      ولا تنشف محيطاته اذا نشفن خلجانه
قصيد بين طيات المحاني والضلوع يرود      اذا عدي علي القلب الشفوق يحرك اشجانه","312,313,314,315",regular,Ready
23,105,إيمـــان الشـــعوب,"قصـيـدٍ بين طـيَّـات الـمـحـاني والـضـلـوع يْـرود      إذا عَـدّى على القـلـب الشـفوق يْـحَـرِّك اشـجـانه
أمـتِّـع به عـيـون الـنـاقـد اللّي يَـعْـرف الـمـنـقـود      واحـلِّــق به مـثـل حُـر ٍ فـرَش للـريـح جـنـحــانـه
أوصّـله لْـحـدود الـمـسـتـمـع لو ماهو بْـمـوجـود      واسـوقه للـوطـن واهـديه للّي يـعْـشَــق اوطــانه
مساكم عود .. لا والله مسـاكم فـاق دهن العـود      يغـار الـعـود من نَـفْـحَـاته وْ من طـيـب ريْـحـانـه",ايمان الشعوب,"قصيد بين طيات المحاني والضلوع يرود      اذا عدي علي القلب الشفوق يحرك اشجانه
امتع به عيون الناقد اللي يعرف المنقود      واحلق به مثل حر _ فرش للريح جنحانه
اوصله لحدود المستمع لو ماهو بموجود      واسوقه للوطن واهديه للي يعشق اوطانه
مساكم عود .. لا والله مساكم فاق دهن العود      يغار العود من نفحاته و من طيب ريحانه","315,316,317,318",regular,Ready
