Text content,Title,poem_id
تـعـظـّمـنـي مـحـبّـتـه وْمـحـبّـتـكـم واعـظـّـمها,,87
بيــوم ٍمثـل هـذا اليـوم متـمـيّــز على الأيـّـام,,87
تـكـوّن عـيـد في دار ٍســــــلاح رْجـالهـا دَمْـها,,87
يسمّونه يابو راشد هل الصحف وْهَل الإعلام,,87
باسم عيد الجلوس وْكان تـسـمح لي باعـلـّمها,,87
أنـا اسـمّـيـه عـيـد المجد لانّ المجد لاجله شام,,87
ولانّ بْــلادنـا رب السـمـا بـقـدومــــه اكـرمـها,,87
تبـاشـرنا بْجـلـوس اللي لا قـام يْحـلـّها لا قـام,,87
شـهـوده واسـعـه والـدولـه بْرؤيـاه يدعـمهـا,,87
عـقـول المعـرفه تحـمـل من الإدراك والإلمام,,87
مالا يـمـكـن تحـمّـله الـمـعـاني لو نـتـرجـمهـا,,87
يابو راشد جلوسك وَقـفه وْعيدك نصر واكرام,,87
دول الاكـرام تهـديك التـهـاني من عـواصمها,,87
يابوراشد حضورك نور شمس وْخطوتك قدّام,,87
تـجي قــدّام حـتى قـبـل رجــلك ما تـقــــــدّمها,,87
تـقـدّمـك العـزوم وْطيـر عِـزّك للـمـعـالي حـام,,87
شهـادة حـق .. واللي ينسأل عـنها ما يكـتمها,,87
شـهد حتى معـاديك وْتكـلـّم عن مـدى إسهـام,,87
جهـودك فـَ التـطـوّر قـبل ما اصْـحابك تكلـّمها,,87
على حجم الفعـول يْقـيِّمون الصَّارم الصمصام,,87
لكنّ فـْعـولك اصـحـاب الفـكـر تـعـجـز تقـيّمها,,87
يا عـقـل (دبي) يارمـز البـنا ياللي كبحت لْجام,,87
مـعـاديـن الـتـطـــــوّر ليـن قـرّت لك مـفــاهـمـها,,87
(دبي) اللي حـقايقـها تعَــدَّت مسـتـــــوى الاحـلام,,87
عسى الله عن عيون اهْل الحسد والـزيف يعصمها,,87
(دبي) اللي مـفاخـرها فِـعِـل يـمـناك يالمـقـدام,,87
شـعـوبك تفـتدي يمناك لانـّك صـرت معـصـمها,,87
شـعـوبك ما تقسـَّم يا طـويل العـمر سَبْع اقـسـام,,87
يـوحِّــدهـا سـمــوّك واللـيــالي ما تـقـسِّــمها,,87
ولا زالـت تـحَـلّـى بالـصـفـات الـنــادره ما دام,,87
سـمـوّك يحـتضـنها عِـز و يْـرتـّب مواسـمها,,87
طـويل العـمر رفـَّت عن يـمينك شامخات اعلام,,87
غـنـَمْت الـرَّايـه اللي مسـتحـيل الغـير يغـْنـمها,,87
حرثـْت البحـر بيـْدك وانت فـوق البحـر بدر تمام,,87
على كيـفك تفـاصـيل البـحـر يا شـيخ تـنظـمها,,87
على كيـفك معـالمها سَـرَت واسـرت بها الآنـام,,87
معـالـمـها كبـيـره، وانتـه اكـبر من مَعَـالمـها,,87
تفضـَّل وانت والله فـوق روس اهل العقول حْسَام,,87
إذا احتارت عقـول الناس سيف الحق يحـسـمها,,87
( محـمـد إبـن راشــد ) كـلما يـطــرى نـفـزّ قـيـام,,87
نـفـز قـْيـام للي يـكــرم شـْعـــوبـه و يـحـشـمـها,,87
لابو راشـد ملـوك الأرض توقـف منـزله و مْـقـام,,87
لـو انّ الأرض تـتـكـلـَّم … قـَسَـم بـالله كـلـَّـمها,,87
حفـيد اهْل العـروبه، ناصر الدين وْسَند الاسلام,,87
عـسـى ربّـي يـسـلـِّمْه لـْعــروْبَـتـه وْ يـسـلـّمها,,87
سـميّ ( محـمد ) اللي للنـبـوّه كان مـســك خـْتـام,,87
أبـوي اللي يـمـيـنه بالـسَّـخا والجـود خـاتـمها,,87
نجـل ( راشــد ) مـؤسـسـنا وخـاله سيِّـد الحـكـّام,,87
يحَـكـْم بْـفـطـنـتـه من قـبل هالـعـالـم تـحـكـّمها,,87
أهَـل الاهـرام سـوّوا مـعـجـزه لمّا بـنـوا الاهـرام,,87
لكـنـّك قـبـل ما تـبـني بـلـد .. تـبنـي مـكـارمها,,87
تـفاخـر بك ( دبـي ) الـدرَّه اللي يـعـجـز الـرسـَّام,,87
ما يرسمها على شانك برؤيـا الفـكـر راسـمها,,87
دروب اسمك من (محمد) إلى المكتوم خير وْسَام,,87
تـأدّي للـفـخـر والمـجـد والـعِـزّة عـلايـمهـا,,87
علامه من تعـجّـب! .. قبلها علامة استفهام؟,,87
بَعَـد اسـمـك وتاريـخ النـجـاح اللي يتـمّـمها,,87
ترى صورتك قبل انها تْعـلـَّق في الطريق العام,,87
تعـلـَّق في قـلوب الناس لانـّك صرت عالمها,,87
حـبال صوتـك قامـت تقـطـّع حبال,حبـال صوتـك,88
لا طلّعـت نبرات صوتـك حزيني,,88
والناس تشكي حالهم قبل الاحوال,,88
تـشـكي مـن الايـّام واللـوم فـيـني,,88
تعـال تبغي جـزال في ليـلك جـزال,,88
آمـر ويدعـمـك الـولـه والحـنيـني,,88
ما تدري انّي لا انثـنى فكري وقال,,88
رفعـت سوق اهل القصيد الثميني,,88
إلى نقـشـت حروفها نقـش تمـثـال,,88
رسـمت فـيها من تجـارب سنـيني,,88
وخلّـيتك الفكرة وفصـّلت الامـثال,,88
على طريـق الوصل بيـنك وبيـني,,88
أدلّـلـك بالشـعـر تـدلـيـل الاطـفـال,,88
وآضـمّـك بقـلبي وعـقـلي وعـيني,,88
بيني وبين مواصـلك عـدّة امـيـال,,88
مـدري تبـي فـرقـاي والاّ تبـيـني,,88
أقـول لـدروبـك لو دروبـك طـوال,,88
بامـشـيك دام ان الـوفـا يحـتويـني,,88
لكـن لا تــدوّر بـدالــي وتـحـتــال,,88
ما دامـني شـاريـك يا مـشـتـريـني,,88
ما كـل رجّـالٍ يـعـيـضـك بْرجّــال,,88
هـذا مثــــل قـالـوه لـي الاوّلـيـنـي,,88
حَـلّ الظما في خاطر المنهـل العـذب,حديقة ورود,89
وامسى كما نـجـمٍ تـباعـد بـريـقـه,,89
ما ودّي الـبعـد عـنـك لكـنـّـه الـقـرب,,89
الـقـرب ظام الـقـلب ما بَـلّ ريـقه,,89
قِـلّ المطر ما يروي الـقاع لو خصب,,89
الـقـاع تـرويه الـسـيـول الـدفـيـقه,,89
هذا وانا ضاري على المحمل الصعب,,89
ومـحـَـمّـل الأيـّــام ما لا تـطـيـقـه,,89
لا تحـسب انـّـك ناهـبٍ حاضري نهب,,89
عندي على ماضي سنـينك وثـيقه,,89
إن كان وَردك تـاه غـصنه على القـلب,,89
عادي أضيّع ورد، عندي حـديقه,,89
وان كان صغر السن عذرك وانا الذنب,,89
قبل العـذر والـذنب عـطني دقـيقه,,89
كم لي وانا امـشـّي كـلامك وهو كــذب,,89
برقـعـت لعـيونك عـيون الحـقـيقه,,89
يا جـرح قـلـبي لا تـسـولـف عن الطـب,,89
لا تضحك وعينك بدمعـك غريقه,,89
إنت اصلاً آخر شخص يحكي عن الحب,,89
الحب غايه .. وانت حبّـك طريقه,,89
حـرّاس قلبي يافتى الجود حرّاس,حــرّاس قلــبي,90
ولا يخطف الخفّاق لو شيّ مدسوس,,90
نبـراس رجـمٍ يعـتلي كل نـبــراس,,90
رابـي ما بيـن البحـر والبـر وطعـــوس,,90
يتحسّب انّه بـدّل الذهب بالمـاس,,90
ضـيّـع حيـاته في رجا شيّ ملـموس,,90
قام يتجرّع كاس هجري على كاس,,90
هذي حـياة اللي به الحـظ منـحـوس,,90
وانا بني ياسي عطا المجد لي راس,,90
ولي عادةٍ ما ألبـس لبـاس ملـبــوس,,90
أبني حياتي فوق ساسٍ على ساس,,90
وانا تـرانـي أفـهـم الخــط مـعـكـــوس,,90
لابـاس يا عـمـر الشقـا فـيك لابـاس,,90
هـذي حـياتـي كـلـّها عـلـــم و دروس,,90
أقـطع رجا من كان يبغي لي الياس,,90
واقـطع بعـزمي لو بعـد تـنقـطـع روس,,90
انت الذي مدّيت لي سهم الاقواس,,90
وانا الذي للسـهم أصـبحت له قــوس,,90
مثل الذي زايد على العوق به باس,,90
أو مثل من يتـبع على الدوس ويدوس,,90
النـاس أجـناس .. ولكـن أبي نـاس,,90
أخـط شاربـهـم مثـل خـطّـت المــوس,,90
الصـبـر ورث الأنبـيا والتـنمـية تـبغـي كـفـاح,حـصـّــة,91
والناس يرزقها الولي على حسب نِيَّاتها,,91
يا(حـصّـه) آنا ما نسـيت أقـول مبروك النجاح,,91
لكن أدوّر لحـظـةٍ نفـسـي تـلامـس ذاتـها,,91
تـبـريكـتي بَــرْقٍ تـنـاظـرْه العَـرَبْ لا منـْه لاح,,91
ما هي بمثـل العـالَـم الثـالـث وتـبريـكاتها,,91
مبروك يا اشْرَفْ حب في قـلبي تمكَّنْ واستراح,,91
يا اغلى من أحياء الديار الشاسعه وامواتها,,91
روّضت أحاسيسي من الفرحه وهي تجمح جماح,,91
وْصَـوَّرْتها لك في قـصـيده ماتموت أبياتها,,91
الاشجار في أنحا(دبي)ترقص طَرَبْ والطيب فاح,,91
وحـدايـق الأرض أينعـت بالتهـنئه وَرْداتها,,91
الليـل عَـيَّـد والنجـوم تـْـقـول وينـك يا الصـباح,,91
يا ليـن ذابـت فـي دقـايقـها و في ساعـاتها,,91
وارتاح في قـلبي ترى شـوفـك يسبِّـبْ الارتياح,,91
وتبريكـتي تسـوى صدى العالَمْ وتبريكاتها,,91
سألـت جفـني ليه يا جفـن ما تـنام,حكـومـة الـحـب,92
قال اسأل القلب الشـقاوي لعـلّه,,92
يجـاوبـك لانـّه هـالايّـام منـضـام,,92
سألت قـلبي قال الاحـساس خلّه,,92
واسأل زمانك لانه اسـباب الآلام,,92
رحت اسأله شفت الزمن فيه عِلّه,,92
والأسـئله تـشـبه تـفاسـير الاحلام,,92
والحـلـم ما تـقـدر تـفـسّـره كـلّه,,92
وان اللـيـالي والثـقـافـه والالـمـام,,92
أقـول لـنجـوم الـسـما والأهـِـلّه,,92
ما ترفع الشاعر محطات الاعلام,,92
ولا الصور على غلاف المجلّه,,92
ما يـرفـعـه إلاّ مـقـــامـه لـيا قــام,,92
في مـوقـفٍ ما كل رجـلٍ يحِـلّه,,92
والصحف لوجفـّت ما جفـّن الاقلام,,92
سـمّـع قـلوب الحاسدين المغـلّه,,92
وانا قـبـل عـاميـن والاّ قـبل عــام,,92
والشعر سيفٍ لا تضايقت اسِلّه,,92
أركـّب الفكره على حسب الالهـام,,92
واخاف من بيتٍ يجي فـيه زلّه,,92
والأرض ضاقت كرْه والعالم اقسام,,92
ولكـل قـسـمٍ بيـن الاقـسام مِـلّه,,92
وْلا صار وضع الـناس بين الايّـام,,92
بيـن المجامـل والحـياه الممـلّه,,92
ودّي أكـوّن دولـــــةٍ دون حـكـّـام,,92
الحب يحكمها .. وهي مستـقلّه,,92
ما احب أبدي راي أو أخـذ احكام,,92
قـبل اطـّلع على جمـيع الأدلّـه,,92
سـيـاسـة المـتـسـيّـد الـقـائـد العـام,,92
اللي يـقـدّره الـزمـان بْـسـجـلّه,,92
أبوي عون الجار وضعاف الايتام,,92
اللي يفـز لهم لاجـوه فـْ مَـحَـلّه,,92
ألله يعـز اللي يعــزّون الاســــلام,,92
والله يـذل اللي يـحـب الـمـذلّه,,92
هـذي عـسى ربّـي يـسامحها,حلـوه مــوت,93
والاّ أنـا مـانـي مـســـامـحـها,,93
إتـحـاول بْـأطـرافـهـا تـسـتـر,,93
وهو اللي أكثر شيّ يفضـحها,,93
إن اجـلـسـت يورّد الكـرسـي,,93
تـوقــّـف الـدنـيـا مـسـارحـها,,93
لانها خـلاصـة فـتـنة الفـتــنه,,93
ألله يا مـاحـلاها ومـا امـلحها,,93
ولا مشت على الرصيف يقول,,93
ياكوس تكفى هـب واطرحها,,93
آيـه مـن آيـات الـلـه الـعـالي,,93
كل شـيّ يـتمـنـّى يـصـافـحها,,93
الحزن يضحـك كل ماتحـزن,,93
والفرح يـبكي كل ما افـرحها,,93
ألله يـحـفــظـهـا ويـحـمــيــها,,93
وألله يـهـديـهـا ويـصـلـحـــها,,93
ترخصني احـياناً وتجرحـني,,93
وانا اللي أغليها ولا اجرحها,,93
أحـبـّها بـجـنــون وبـطـيـبـي,,93
تـزعـلني وانا اللي أصـالحها,,93
قـولوا لها يا اهـل الجـنوبـيّـه,,93
تـرى الجـفا ماهـو بـصالحها,,93
باتخـسـر الإنـسـان والـشاعر,,93
إللـي يـقـــدّرها .. ويـمـدحها,,93
بعـض الغلا كتمانه احسن له,,93
يالـيـتـني ما كـنت اصـارحها,,93
الحـب له سـلـطه وله هـيـبـه,,93
واشـياء لا يـمـكـنـّي أشرحها,,93
لئيمه .. تـدري انها جـنونـيـّه,,93
ودّك بعـض الاحـيان تـذبحها,,93
من كثرماهي حلوه موت تحس,,93
هي اللي مخـتـاره مـلامـحـها,,93
بغـيـت اعـلّمـك قـبل تـروح يا خِـلّي,حَمَـام الاحـباب,94
إن ازعـلك صار هاليوميـن بـزيـاده,,94
كنت احـسـبك كل ماصـدّيت متـغـلّي,,94
بس للأسف صار هذا الطبع لك عاده,,94
بيني وبينك .. أشوف البعـد أسهل لي,,94
خلاص أبا ابعد مادام ان عندي اراده,,94
أصفيت لك واحسب انك كنت صافٍ لي,,94
تبغي الحقيقه.. كرهت الحب واجهاده,,94
من شمس هجرك ما عاد يفيدني ظلّي,,94
وش فيه قلبك .. يزيـد فـْ لـيني عـنـاده,,94
وهـو من اوّل إلى من جـيـتـه يـهـلّي,,94
ويحـط لي في حـنايا القـلـب سـجّـاده,,94
ويـشـاغـب نجـوم أهـل اللـيل ويـملّي,,94
ويفتح لي ابواب حصنه وادخل بلاده,,94
وانا اتـركـه في ربـيـع الخافـق يفـلّي,,94
مـشاعـري كـلّها لـرضـاه مـنـقــاده,,94
يا كبر جـرحي من الهجران يا غـلّي,,94
ما عـاد جاني من الأحـبـاب نـشـّاده,,94
حمام الاحـباب ..سـلّم لي على خِـلّي,,94
لان ازعـله صار هاليـومـين بزيـاده,,94
شوقي حـمايم والغناوي ربـابه,حـمايـــم,95
غنـّت على لـحـن الربـابه حـمايـم,,95
ياصاحبي بعـض النوايا تـشابه,,95
والفعـل يـفرق بيـن بـايـع وسـايم,,95
ياللي حبيبك فيك زايـد عـذابه,,95
دايـم عـلى بـالـه ولـو كـان نـايـم,,95
قربـك سعـاده والـمفـارق كـآبـه,,95
مشـاعـرك ورد وْ غـرامـك نـسـايـم,,95
عـزمت قـلبك للغـلا والـرحـابـه,,95
لو كـان ما بيـن الـحبايـب عـزايـم,,95
لو خافـقك يفـتح لـ ( فزاع ) بـابـه,,95
لقيت قلبه عن هوى البيض صايم,,95
ولو ان احاسيس القـلوب تـشابه,,95
سـمحت لي كـل الذنـوب العـظايم,,95
القلب لك روضٍ خضر ما وطا به,,95
إلا غـــــلاك اللي أحـيّـيـه .. دايـم,,95
إعـذر حـبيبك لو يطـوّل غـيابه,,95
من طـوّل الغـيبـات جـاب الغـنايم,,95
لا تحـسب ورود تـنـثر لك غـلا وتـفـلـّه,خـذ من الشاعر كــــلامه,96
والبحر عشرين ونجومه وضحك هلاله,,96
تـعـتـقــد إنـّي أنا مـيّـت ..وانـا لا والله,,96
آنـا لا مـيّـت حـبـيـبـي لا ولا الله قـالـه,,96
لي يبي يقرب خـفوقي ما يجيني بـزلـّه,,96
زلـّـةٍ أسـمح لها ومـن عـقـبـها بـزواله,,96
كان عـندك هـرج باتـقـولـه لقـلبي قـلـّه,,96
وش علينا بهـرجة المسكين واللّي قاله,,96
ما عرف شيّ ٍ في بالي لا بغيت اوصل له,,96
ويــذكر اسمي يومها وبحلـّه وبتـرحاله,,96
من يحـب بحـب ضـايـع قـلـت الله شـلـّه,,96
ضاع واللي ضاع عـندي إحتياط بداله,,96
والله لا آحذفه أنا ويصـير حـرف العلـّه,,96
يالين ما يضحك عليه ابليس قبل عياله,,96
لي مسج يكتب في بالي وعقبها أرسل له,,96
ويدخل بـشاشات حبّـه وينحـرق جوّاله,,96
مـن خــبـالـه إلـخـبـالــه نـيـّــةٍ نـاوٍ لـّـه,,96
ولا بغـيت ازيد شاف خبال غير خباله,,96
أرفـعـه وارجـع أذلـّه وارفـعــه وآذلـّـه,,96
لين أسـمع مـرّتـين بأذنـي ياهـي حـاله,,96
ولو بغاني هو رقى لي والاّ انا ما انزل له,,96
لا له انـزل لا له و لا ألـف من أشكاله,,96
ذا طـريـقي من عرفتـك والطريق تدلـّه,,96
والطريق اللي تدلـّه لازم ان تـسعى له,,96
خـذ من الشـاعـر كـلامه والاّ حـبّه خلّه,,96
أنا احـبّـك .. لا حـبيبي لا ولا الله قـاله,,96
خلاص يعني كل شيّ انتهى وراح,خـلاص يعـني,97
خـلاص يعــني ما بقـيـنا حـبايــب,,97
يعـني وعــودك كـلها كانت مـزاح,,97
والا انت مالك في المحبـّه رغايب,,97
وين العهود و وين لحظات الافراح,,97
يعـني تلاشـت مع هبوب الهبايب,,97
القـلب بـعـدك من له اليـوم يـرتـاح,,97
من بعـد ما هو في محبتـك ذايب,,97
ياما على شانـك تحمّـلت الاجـراح,,97
وياما جروحي من صدودك عطايب,,97
سرقتني عن جـملة الناس يا صاح,,97
والفـكـر عـندك ماخـذنـّه نـهـايـب,,97
خلـّك يحبـّك يا بعـد سـيـد الـملاح,,97
إن رحـت عـنـّه راودنـّه مـصايب,,97
خلك معه دام الهـوى حيل نضـّاح,,97
والواش ردّه يا هوى البال خايب,,97
تـْحـبِّـني .؟ والاّ تحب الدَّراهـم؟,دراهـم,98
إخـتار لك وحْـدَه عـلى شـان ما تضيع,,98
عَـلاقـةٍ مـا تـنـبـنى بالـتـفــــاهـم,,98
حتى تـَحَـت نـور القـمر يـمـكن تـْمـيـع,,98
وْترى هَل الحب الحقـيقي تراهم,,98
مْشَجـِّعـيـن احـسـاسـهـم دون تـشجـيع,,98
صغـيرهم يَـدري بقـيْـمَة غلاهـم,,98
لا يـمكـن تـْحـصِّـله مَـعــروض للـبـيـع,,98
مزروع في قلبي غلاك وْعـَسَاهم,,98
فـدوى لبـسْـتَـانـك وحَـصْـد الـمـزاريـع,,98
مـداك مايشـْبه فـي عـيني مداهـم,,98
ياظـبي .. ياللي مـرتـعـك في المـرابـيع,,98
إذا زماني مانصـفـني .. واذا هـم,,98
يـَبْـغـونـني أنـثــر دمــــوع الـتــواديـع,,98
للحيـن بَعْـده ماوصَـل مسـتـواهم,,98
لـْمـسـتوى شـقـر الحَـرار المـطـالـيــع,,98
صْغـار وعْـيوني لا يمْكن تـراهم,,98
ماهي تـشـوف الاّ الـنـجـوم الـمَلامـيع,,98
البحـر والاّ المـوت .. آنا كـلاهـم,,98
أغـرقـهـم وأحْـذفـهـم لـيـَابـس الـرِّيــع,,98
إلاّ إذا شـفـتـك مَـعـاهـم مِـسَـاهِـم,,98
كـنـِّـك تـقـطـِّع قـلـبْ مـغـليـك تـقـطـيـع,,98
لك محتوى يطغى على محتواهم,,98
ويْـزيــدنـي شـوق وْمَـحَـبَّـه وتـلْــويـع,,98
إنت القمر والشـَّمس والا احَداهم,,98
إنـْت الـورود الـيـانـعـه واليـنـابـيـــــع,,98
أهْل الحروب تْجـرّ لاجلك حِـداهم,,98
واهْل الطَرَبْ تعـزف لك اللحـن تـنويع,,98
والأتـقــيـاء مْـوَحِّــديـْن ٍ دعـاهـم,,98
يحْـفـظـك ربِّـي مـن عـيـون المـقـالـيع,,98
فـرّع وعَـلـِّم هـالبنات إش بَلاهـم,,98
أحـيا بـك الـمـوتى يـاسـيـد الـمـفـاريع,,98
في أرضهم جَنـَّه، نجم في سماهم,,98
إذاعـة اهـل الحـسـن بوْصـوفـك تـْذيـع,,98
مـن دون تـطـلع، تـراك آحلاهـم,,98
واذا طـلعْـت تـْصَـدِّع الـنـاس تـصْـديـع,,98
لكـنّ لا تـبْـعـد بـفِـكْـرك مـَعَــاهــم,,98
لا الـوصل يَشرونه وَلا الـشوق للـبـيع,,98
لو كل حاجه تـنـْشَرى بالـدَّراهــم,,98
كان اشْـتريت العـمـر قـدَّام ما يْـضـيـع,,98
أحيان يطري لي على كل الاوقات,دروب الأرانب,99
واحـيان يلعـب مثل لعـب الأرانـب,,99
هـذي نهـايـه من بـدايـة نـهـايــات,,99
كـنهـا نهـايـة يـوم غـالـب وطالـب,,99
مثل القـمر ما يطلع بكل الاوقـات,,99
مـرّه بجانـب ومرّه عكـسه بجانب,,99
هذي الأمور اللي مثلها مخـيـفـات,,99
مثل الأراضي اللي خذوها الأجانب,,99
عبروا مسافه، عبروا كل المحيطات,,99
والقـصد واحـد، كل يبغي مطالب,,99
حـدّ ٍ طلـع دكـتور يحـمل شهـادات,,99
وحـدّ ٍ على كـرسيه مازال طـالـب,,99
أتـبـع أثـرهـا ع الـنـدا لو غـبـيّـات,,99
ما اظن تسـلم من سمـوم المخـالب,,99
ما ينخـلط وصف الردى بالـمروّات,,99
من يقـدر يجمع كل موجب بسالب,,99
الوقت ما يرجع على بعض الاوقات,,99
اليـوم لو مغـلـوب فـيه يـوم غـالب,,99
إفهـم وفـكــّر في رمـوز الإشـارات,,99
ترى أعـرف دروب حـفر الأرانب,,99
شـف دمعـتي تـنتحر لمواصـلك يا بْعَـدي,دلال و مسند,100
من كل دمعـه معي لهـفه تـسلـّم عليك,,100
من عـيني اللي ذبحـها بُعـدك السـرمـدي,,100
ومن قلبي اللي يبيع العالم وْيشتريك,,100
يا اجمل صدف عمري لهجران ذكره ردي,,100
لا تغـيب وتطـوّل الغـيبه وانا محـتريك,,100
تـروي ضـما قـلبي اطـلالة ثـغـرك النـدي,,100
سكنت قلبي ولا لك في الحـنايا شريك,,100
ياطـول ليـلي ما بيـن دلالـي و مـسـندي,,100
مشـتاقه يْـديني الثـنـتـين ضمّـة يـديك,,100
تعال باموت في يدك وانت موت ف يدي,,100
الموت لـذّه ما دام الموت منـّـك وفيك,,100
غـلاك مهـره في ميـدان الملـوك تعـدي,,100
تهز عـرش الملوك ويهـتويها المليك,,100
يا سيّد العـشق لا يطول الهجـر يابعـدي,,100
ترى عـيوني من اللهـفه تسلـّم عليك,,100
مـنابـع دمـوع المحـبّـيـن عـيني,دمـوع الـمـحـبّـين,101
تبكي على نفسي وتبكي على الغير,,101
وعـن الغـلا يا ساريـه خبّـريني,,101
هل عاد له في قلوب الاحباب تأثـير,,101
قلب الفراق اللي غدى له حنيني,,101
ضـمـيان والقِصّه ماهي جمّة البير,,101
لكـنـّها شـوقٍ يـدفــّـه ضـنـيـني,,101
يالله عـساها ما تـطـول المـشـاوير,,101
نـوّارتي .. تجـمّـعي واجمعـيني,,101
وتغـطـرسي على جمـيع النـواوير,,101
مالي عذر حتى أقول اعـذريني,,101
بس احفظي تركـيبة البيت الاخير,,101
أشـرف مثـل مقاصده تحـتويني,,101
قـل العـطا .. ولا كـبـار المـعـاذير,,101
خلـّي علامات الشـقا في جبيني,,101
عـطر وْبساتين وْورود وْعصافير,,101
أبي أشوف العـيد في مقـلتـيـني,,101
وآركـّـب لقـلبي جـناحـين وآطـير,,101
وابي أعـيش العمر ما عاد فيني,,101
أصــادم الأيـّــام والاّ الـمـقــاديـر,,101
يا مشغـلـة خـط الغـرام اشغليني,,101
تـراي جــــــوّالٍ بـلـيـّـا فــواتـيـر,,101
تمـرّدي على النظر وسط عيني,,101
وتـعـدّدي عـلى وجـيـه الجـماهـير,,101
لان المــنام اللي بغـيـته يجـيـني,,101
عـيّـا يجـيني لين مـسّـيت بالخـيـر,,101
إذا شـفت الزمن مقـفي .. بعـينه نيّـة التجريح,خــير الكــلام,102
رهـنت النـفـس للعـليا ألين تمـوت مـرهـونه,,102
ترى خير الكلام الذكـر واشرف مفرده تسبيح,,102
ودنيـتـنا قـصـيـده، واعتـقد ماهي بْموزونه,,102
يـطـيح المـزن لكن السـحابه ثـابته ما تـطـيح,,102
مثـل مـدّاتـنـا لامن عـطـينا جـات مـضمونـه,,102
وانا ماني بْطـيرٍ صـاده الـقـنـّاص بالتـلـويـح,,102
أنا طـيـرٍ عـلى الغـيـمه يحـوم ولـونها لـونه,,102
من التلميح ما يكفي عن الشرح ومن التلميح,,102
مايجـرح لي زوايـا خافـقـي ويـحـطـّم ركونه,,102
قصيـدي كان ما بكّى السحّاب ولا استثار الشيح,,102
يـمـيـن الله .. لا اطـبّع بنات الفـكر من دونه,,102
أعسف القاف للمعنى مثل عسفي بْـبنات الريح,,102
وْتجي قـافي مثـل شـيخٍ بني عمّه يحشمونه,,102
أنا أعـشـق بكل احساس لكن مستحيل آصيح,,102
أنا لي هـامـةٍ عـيّـت تـطـيـع الـذل .. مجـنونه,,102
أنا سـدّي حـفـظ سـر الكـلام ولا أحـب آبـيـح,,102
وعـذالي تعـرف ش قيمتي في روح مغـبونه,,102
عجزت آداوي آهات الشعوب وفكرة التسليح,,102
واذا جيت اشعل اهـرام الظلام يموت فرعونه,,102
واذا عيّا على الظامي نهر دجله وعين السيح,,102
من يلـوم الحـزين لـيا انتـثر دمعه من عـيونه,,102
أبا اشـبح دام ما يقبل ميـول الفكرة التصحيح,,102
وابا ارقى للنجـوم اللي تبا موتي على هـونه,,102
ترى طعـن الظهر غادر ولا يحتاج له تصريح,,102
ولدغات الحنش تقتل وخص ان جات مدفونه,,102
يقـال ان الأسـاطـيـر القـديـمه ما تـبي تـنقـيح,,102
وسـنونٍ سمّـمت تقـتـل ولـو ماهي بـمـسـنونه,,102
أنا ما خفت من برد الضلوع وقـسوة التبريح,,102
أنـا الفـظ كـل زفـرات الغـلا واللـي تـعـرفـونه,,102
أنا اخاف انثر بيوت القصايد في مهب الريح,,102
واجـرّح مهـجة الإحـساس والقـيفان ملعـونه,,102
الله يسامـحـك عـلى كـل مـا جــاني,ديــرة الغربـــه,103
القـلب لعـيونـك الثـنـتين أعـذّر به,,103
والا طموحي في راسي واسأل امتاني,,103
أكبر من اللي على شرواك اجاهر به,,103
تـذكـرني ايّـام سـعدي وتـنــاسـاني,,103
في الضيق والـهم واللوعات والـكربه,,103
تدري وش الغربه؟ انّي داخل اوطاني,,103
واعيش مثل الغريب بديـرة الغربه,,103
لا تعـتذر عـذر ما يقـنع عـلى شـاني,,103
وان كان به عـذر تـكـفى لا تـعذّر به,,103
شخـصي ومـبدع ومـجـنون وآنــاني,,103
وشفايفك جمر يحرق والـهدب حربه,,103
خـصرٍ يهـز القـلـوب وعـود ريّــاني,,103
يـحـقق اكـبر طموحات النظر وربه,,103
لكـن تـذكـّـر بـأن ابـن آدمٍ ثــــاني,,103
والـكـبر صـاحـبه له يـومٍ يـحدّر به,,103
في الحب ساير تعيش الحب وحداني,,103
وتـحارب الناس عقـلك ما تفكـّر به,,103
لا عـاد تـسأل من الأوّل من الـثـاني,,103
والا من اللي خـفـوقي يـفرح بقربه,,103
الأوّل اللي يـعـاني مـثل ما اعـاني,,103
وليا شعرت بلذيذ الشوق يشعربه,,103
واللي خفوقي على شوفته طـرباني,,103
كل الدروب العفـيفه تـطمح لدربه,,103
والا انت مالك حـبيبٍ مثل حـمداني,,103
لو درت في الكون من شرقه إلى غربه,,103
ليه آتـحـدّاك .. لا قـمـت تـحــدّاني,,103
وانا مقامي على النجمات افاخربه,,103
تصـدّق مابقى له شيّ في باله من ألافـكار,ديمقـراطـي,104
عجز يخفـيه في صدره كلام الحق ويلمّه,,104
عجز يقطف ورود الفل ويظلم وردة النوّار,,104
لاجل ما يكسب الآذان يطري له ولد عمّه,,104
إذا ما عاش لـيله ليل ولاعاش النهار نهـار,,104
ليا صبحه غـدى ليله ونور الصبح مظلمّه,,104
واذا ماعاش مستـقبل يعيش اليوم بالتـذكار,,104
يعـيش الحاضر الماضي يهمّه بس مايهمّه,,104
ديمقراطي يعبّر عن كلامه عاش باستقـرار,,104
يـومّ الـقـلب لافـكـاره واذا ومّ الـفـكر ومـّه,,104
وانا ما جبتها لك سحب إلا في سما الأمطار,,104
سـحابٍ لا بغى يمطر دمـوعه إندفـق دمّـه,,104
