"ID"	"poem_title"	"content"	"Poem-contexted"	"people"	"places"	"objects"	"sentiments"	"Metadata"
"16"	"تجربة عمر"	"لو اني بدون يدين والا بدون رجول    قدرت آهزم ناس من الكبر مهووسه
أصوغ بشفاتي نصر ليوا بدون خيول    وافرج بها ضيقات في الصدر محبوسه
وانا شيخ، لكن شيخ طيب ووفا وفعول    ماهو شيخ عزه كبر منصبه وفلوسه
أشوف العمر فرصه واشوف الحياه فصول    ومع كل فصل تجربة عمر مدروسه"	"يصف الشاعر قدرته على الانتصار رغم الإعاقة، مستخدما فمه ليصوغ النصر. يؤكد أنه شيخ طيب الأصالة لا يعتمد على منصبه أو ماله، ويرى الحياة سلسلة من التجارب والفصول.
-----
لو اني بدون يدين والا بدون رجول    قدرت آهزم ناس من الكبر مهووسه
أصوغ بشفاتي نصر ليوا بدون خيول    وافرج بها ضيقات في الصدر محبوسه
وانا شيخ، لكن شيخ طيب ووفا وفعول    ماهو شيخ عزه كبر منصبه وفلوسه
أشوف العمر فرصه واشوف الحياه فصول    ومع كل فصل تجربة عمر مدروسه"	"[]"	"[]"	"[""يدين"",""رجول"",""نصار"",""خيول"",""ضيقات"",""الصدر"",""شيخ"",""عزه"",""منصب"",""فلوس"",""العمر"",""حياه"",""فصول"",""تجربة"",""مدروس""]"	"Pride"	""
"16"	"تجربة عمر"	"أشوف العمر فرصه واشوف الحياه فصول    ومع كل فصل تجربة عمر مدروسه
يالين الكسل والذل في الواقع المذهول    نخر في عزائمهم مثل نخرة السوسه
طبول المعارك صوتها غير صوت طبول    من يجر صوته في الغنا ليلة عروسه
نعرف الخطا لكن نتجاهل المسؤول    الآراء عكسيه .. والاوضاع معكوسه"	"الحياة فصول وتجارب. الكسل والذل يقوضان العزائم. هناك فرق بين طبول المعارك وطبول الأفراح. نعرف الخطأ ونتجاهل المسؤول، والآراء والأوضاع معكوسة.
-----
أشوف العمر فرصه واشوف الحياه فصول    ومع كل فصل تجربة عمر مدروسه
يالين الكسل والذل في الواقع المذهول    نخر في عزائمهم مثل نخرة السوسه
طبول المعارك صوتها غير صوت طبول    من يجر صوته في الغنا ليلة عروسه
نعرف الخطا لكن نتجاهل المسؤول    الآراء عكسيه .. والاوضاع معكوسه"	"[]"	"[]"	"[""العمر"",""حياة"",""فصول"",""تجربة"",""عمر"",""كسل"",""ذل"",""واقع"",""عزائم"",""نخرة السوسة"",""طبول المعارك"",""صوت"",""طبول"",""صوته"",""ليلة عرس"",""خطأ"",""مسؤول"",""آراء"",""الأوضاع""]"	"Sadness"	""
"16"	"تجربة عمر"	"نعرف الخطا لكن نتجاهل المسؤول    الآراء عكسيه .. والاوضاع معكوسه
على قمة العزه تصول العرب وتجول    وتحت هيبة الريس ترى الناس مريوسه
يابن آدم اسمعني ترى العمر له مدلول    تصبر لو ان نفسك من الضيق منفوسه
لا تخذل طموحاتك ولا تتبع المخذول    ترى كل واحد له مزاجه وهاجوسه"	"الناس يدركون الخطأ ويتجاهلون المسؤول، والآراء والأوضاع معكوسة. العرب في عزهم، لكن الناس مأمورون تحت أمر الريس. يوصي الشاعر بالصبر وعدم خذلان الطموحات، لأن لكل شخص مزاجه الخاص.
-----
نعرف الخطا لكن نتجاهل المسؤول    الآراء عكسيه .. والاوضاع معكوسه
على قمة العزه تصول العرب وتجول    وتحت هيبة الريس ترى الناس مريوسه
يابن آدم اسمعني ترى العمر له مدلول    تصبر لو ان نفسك من الضيق منفوسه
لا تخذل طموحاتك ولا تتبع المخذول    ترى كل واحد له مزاجه وهاجوسه"	"[""العرب"",""الريس"",""آدم""]"	"[""قمة العزة""]"	"[""الخطأ"",""الآراء"",""الأوضاع"",""التمرد"",""العمر"",""الضيق"",""طموحاتك"",""المخذول"",""مزاجه"",""هواجسه""]"	"Pride, resilience, encouragement."	""
"16"	"تجربة عمر"	"لا تخذل طموحاتك ولا تتبع المخذول    ترى كل واحد له مزاجه وهاجوسه
تفاءل، تجد صحراء همك خضار حقول    وسر ليلك المظلم على نور فانوسه
باطرش رسالة فكر والشعر لي مرسول    عسى تستفيد اذناب وقتي قبل روسه
رساله لها مفعول، لكن .. ترى المفعول    مثل حلم ليل طير الحلم كابوسه"	"لا تخذلك طموحاتك، تفاءل ترى صحراء همك حقول خضراء. سيرسل الشاعر رسالة شعرية كفانوس ليل مضيء، تأمل أن يستفيد منها قارئها قبل فوات الأوان، لكن تأثيرها قد يكون كحلم تلاشى.
-----
لا تخذل طموحاتك ولا تتبع المخذول    ترى كل واحد له مزاجه وهاجوسه
تفاءل، تجد صحراء همك خضار حقول    وسر ليلك المظلم على نور فانوسه
باطرش رسالة فكر والشعر لي مرسول    عسى تستفيد اذناب وقتي قبل روسه
رساله لها مفعول، لكن .. ترى المفعول    مثل حلم ليل طير الحلم كابوسه"	"[]"	"[]"	"[""مخدول"",""مخدول"",""قمر"",""صحراء"",""حقول"",""نور"",""فانوس"",""رسالة"",""فكر"",""شعر"",""ذناب"",""وقت""]"	"Hope"	""
"16"	"تجربة عمر"	"رساله لها مفعول، لكن .. ترى المفعول    مثل حلم ليل طير الحلم كابوسه
أخاطب بها صاحي ما اخاطب بها مهبول    شرات الدوا جرعته للداء مقيوسه
من يدوس فوق الشوك وهو بدون نعول    لا يشكي جروح الشوك، يصبر على دروسه
ومن يقول دنيانا مشاكل بدون حلول    يبا عيشة الخذلان والنفس مدعوسه"	"رسالة لمن يعي، دواء مقيوس للداء. من يدوس الشوك حافيا يصبر على جروحه. من يرى الدنيا بلا حلول يعش الخذلان.
-----
رساله لها مفعول، لكن .. ترى المفعول    مثل حلم ليل طير الحلم كابوسه
أخاطب بها صاحي ما اخاطب بها مهبول    شرات الدوا جرعته للداء مقيوسه
من يدوس فوق الشوك وهو بدون نعول    لا يشكي جروح الشوك، يصبر على دروسه
ومن يقول دنيانا مشاكل بدون حلول    يبا عيشة الخذلان والنفس مدعوسه"	"[]"	"[]"	"[""مفعول"",""حلم ليلة"",""طير الحلم"",""كوابيس"",""دوا"",""جرعة الداء"",""شوك"",""جروح الشوك"",""دروس"",""مشاكل الدنيا"",""حياة""]"	"Sadness"	""
"16"	"تجربة عمر"	"ومن يقول دنيانا مشاكل بدون حلول    يبا عيشة الخذلان والنفس مدعوسه
ومن يطيح عزمه كيف يقدر يشيل حمول    ومن يضيع رايه .. لازم يصير في حوسه
الانسان لو يصنع من الماس والا اللول    مدائن على كوكب اهل الأرض محسوسه
ولو إنه ملك هالأرض بالعرض والا الطول    ترى ما قدر يصنع لذا الحين ناموسه"	"المتن يوضح أن من يعتقد أن الدنيا بلا حلول يعيش خذلانا. لا يستطيع الشخص ضعيف العزيمة حمل الأعباء، ومن يضل طريقه يقع في فوضى. حتى لو صنع الإنسان مدائن من ألماس أو لؤلؤ، لا يستطيع صنع ناموسة.
-----
ومن يقول دنيانا مشاكل بدون حلول    يبا عيشة الخذلان والنفس مدعوسه
ومن يطيح عزمه كيف يقدر يشيل حمول    ومن يضيع رايه .. لازم يصير في حوسه
الانسان لو يصنع من الماس والا اللول    مدائن على كوكب اهل الأرض محسوسه
ولو إنه ملك هالأرض بالعرض والا الطول    ترى ما قدر يصنع لذا الحين ناموسه"	"[]"	"[""الأرض""]"	"[""مشاكل"",""حلول"",""حياة"",""الخذلان"",""النفس"",""حزم"",""حمول"",""رأي"",""حوسة"",""الماس"",""اللؤلؤ"",""مدائن"",""كوكب"",""الارض"",""العرض"",""الطول"",""ناموسه""]"	"Sadness"	""
"16"	"تجربة عمر"	"ولو إنه ملك هالأرض بالعرض والا الطول    ترى ما قدر يصنع لذا الحين ناموسه
يظل الضعيف اللي بلا جهد ولا حول    لو ان نفسه من الموت بحب الناس محروسه
مصيره على الاكتاف يرحل وهو محمول    وحفرته متر ونص والكفن ملبوسه"	"ملك الأرض لا يصنع ناموسه، فالضعيف بلا حول يبقى، ومصيره الموت المحتوم، يحمل على الأكتاف، ويدفن في قبر ضيق، ويلبس الكفن.
-----
ولو إنه ملك هالأرض بالعرض والا الطول    ترى ما قدر يصنع لذا الحين ناموسه
يظل الضعيف اللي بلا جهد ولا حول    لو ان نفسه من الموت بحب الناس محروسه
مصيره على الاكتاف يرحل وهو محمول    وحفرته متر ونص والكفن ملبوسه"	"[]"	"[]"	"[""الأرض"",""ناموسه"",""الضعيف"",""الموت"",""الناس"",""مصيره"",""الاكتاف"",""حفرته"",""متر ونص"",""الكفن""]"	"Sadness"	""
"17"	"أوّل عشق"	"إنت اول انسان اعشقه في حياتي    والحين تبغي الصدق ما عدت الاول
عشقت غيرك وانمحت ذكرياتي    مع دمعي اللي يوم هاجرت حول
ماهو مهم اكون أول وثاني    أهم شي اكون شي ف حياتك
إن كان قلبك ياحبيبي نساني    أرجوك لا تنساني بذكرياتك"	"الراوي يعترف بأنه لم يعد الأول في حياة حبيبته، فقد عشق غيره. يتمنى أن يبقى في ذكرياتها حتى لو لم يكن الأول أو الثاني، المهم أن يكون شيئا في حياتها.
-----
إنت اول انسان اعشقه في حياتي    والحين تبغي الصدق ما عدت الاول
عشقت غيرك وانمحت ذكرياتي    مع دمعي اللي يوم هاجرت حول
ماهو مهم اكون أول وثاني    أهم شي اكون شي ف حياتك
إن كان قلبك ياحبيبي نساني    أرجوك لا تنساني بذكرياتك"	"[]"	"[]"	"[""إنت"",""حياتي"",""الصدق"",""ذكرياتك""]"	"Sadness, longing."	""
"17"	"أوّل عشق"	"إن كان قلبك ياحبيبي نساني    أرجوك لا تنساني بذكرياتك
طول في هجرانك علي لاتحاتي    ما عاد يعنيني لو الهجر طول
أغني فراقك بصوت الآهاتي    والقلب من زود الوناسه يمول
أخاف اطول بالهجر في امتحاني    ما اقدر أطول في الهجر من غلاتك"	"حبيب يناشد حبيبه ألا ينساه بذكرياته، رغم هجرانه، ويؤكد أن قلبه يتألم ويبكي لفراقه، لكنه لا يستطيع تحمل الهجر لطول محبته.
-----
إن كان قلبك ياحبيبي نساني    أرجوك لا تنساني بذكرياتك
طول في هجرانك علي لاتحاتي    ما عاد يعنيني لو الهجر طول
أغني فراقك بصوت الآهاتي    والقلب من زود الوناسه يمول
أخاف اطول بالهجر في امتحاني    ما اقدر أطول في الهجر من غلاتك"	"[]"	"[]"	"[""قلبي"",""ذكرياتك"",""هجرانك"",""هجرك"",""الهجر"",""آهاتي"",""قلبك"",""امتحاني""]"	"Longing, sadness, love."	""
"17"	"أوّل عشق"	"أخاف اطول بالهجر في امتحاني    ما اقدر أطول في الهجر من غلاتك
دامك خبير ف لحن بعض الأغاني    باعطيك آهاتي غنها مع أهاتك
العام تصبح في الخفوق وتباتي    واليوم معلن فيه حضر التجول
أنا اعرفك حالي وسكر نباتي    حالي ومن زينك أهلك تهول"	"الحبيب يخاف طول الهجر بسبب الحب. يطلب من حبيبه، الخبير بالأغاني، أن يغني آلامه مع آلامه. العام كان الحبيب حاضرا، واليوم منع التجول. يعرف الشاعر أن حبيبه حالي المذاق، ومن جماله أهل محبوبته يهللون.
-----
أخاف اطول بالهجر في امتحاني    ما اقدر أطول في الهجر من غلاتك
دامك خبير ف لحن بعض الأغاني    باعطيك آهاتي غنها مع أهاتك
العام تصبح في الخفوق وتباتي    واليوم معلن فيه حضر التجول
أنا اعرفك حالي وسكر نباتي    حالي ومن زينك أهلك تهول"	"[]"	"[]"	"[""امتحاني"",""الهجر"",""غلاتك"",""لغن"",""الأهات"",""العام"",""الخ foutو"",""التجول"",""حالي"",""نباتي"",""أهلك""]"	"Longing, love."	""
"17"	"أوّل عشق"	"أنا اعرفك حالي وسكر نباتي    حالي ومن زينك أهلك تهول
العام حبك بين عوج المحاني    ما زال ثابت وانت تعرف غلاتك
وانا اعرفك إنسان ما انت بأناني    لان الأنانيه ماهي من صفاتك
لكن .. لو كنت أجمل الفاتناتي    إلحبك آنا مستحيل آتسول"	"المتحدث يعرف المحبوبة ويصفها ب حالي وسكر نباتي، ويذكر أن حبها ثابت منذ العام الماضي. يؤكد أنها ليست أنانية، لكنه يستحيل أن يتسول الحب منها حتى لو كانت جميلة.
-----
أنا اعرفك حالي وسكر نباتي    حالي ومن زينك أهلك تهول
العام حبك بين عوج المحاني    ما زال ثابت وانت تعرف غلاتك
وانا اعرفك إنسان ما انت بأناني    لان الأنانيه ماهي من صفاتك
لكن .. لو كنت أجمل الفاتناتي    إلحبك آنا مستحيل آتسول"	"[]"	"[]"	"[""حالي"",""نباتي"",""حالي"",""زينك"",""عوج المحاني"",""عام"",""حبك"",""غلاتك"",""إنسان"",""فاتناتي""]"	"Love, admiration, longing."	""
"17"	"أوّل عشق"	"لكن .. لو كنت أجمل الفاتناتي    إلحبك آنا مستحيل آتسول
هذاك أول يوم كنت ف حياتي    والحين جا غيرك ولا عدت الاول
وانته بعد لو كنت فارس زماني    تجبرني العزه أسوي سواتك
ما فيه لا أول .. ولا فيه ثاني    غصبا عليك آنا الوحيد ف حياتك"	"تذكر الفتاة أياما كانت تحب فيها شخصا، لكنها لم تعد تحبه الآن، وجاء غيره. وتؤكد أنها لو كانت أجمل النساء، فلن تتسول الحب. وتخبره أنه لو كان فارس زمانه، فإن عزتها ستجبرها على فعل ما فعله هو. وتختتم بأنها الوحيدة في حياته.
-----
لكن .. لو كنت أجمل الفاتناتي    إلحبك آنا مستحيل آتسول
هذاك أول يوم كنت ف حياتي    والحين جا غيرك ولا عدت الاول
وانته بعد لو كنت فارس زماني    تجبرني العزه أسوي سواتك
ما فيه لا أول .. ولا فيه ثاني    غصبا عليك آنا الوحيد ف حياتك"	"[]"	"[]"	"[""الفاتنات"",""الحب"",""يوم"",""حياة"",""غيرك"",""تاريخ"",""عزة"",""سواتك"",""أول"",""ثاني"",""حياة""]"	"Pride"	""
"17"	"أوّل عشق"	"ما فيه لا أول .. ولا فيه ثاني    غصبا عليك آنا الوحيد ف حياتك"	"أنا الوحيد في حياتك، لا يوجد غيري، وهذا فرض عليك.
-----
ما فيه لا أول .. ولا فيه ثاني    غصبا عليك آنا الوحيد ف حياتك"	"[""آنا""]"	"[]"	"[""لا أول"",""ثاني"",""حياتك""]"	"Pride"	""
"18"	"الهجر"	"ياللي ذكرت الهجر وتحدد المهله    لا ما تروم الهجر لو قلت لي رايم
الهجر، لا تحسب انه مسأله سهله    الهجر يجرح خفوق العاشق الهايم
منهل شفايفك منه العين من نهله    لكن راعيها من منهلك صايم
لا يجهل الحب قلبك، وان طغى جهله    إفرد جناح الهجر يا طيرنا الحايم"	"قصيدة عن الهجر، يصف فيه الشاعر صعوبة الهجر وتأثيره على قلب المحب. يشير إلى شفاه المحبوبة ويصفها بالمنهل، بينما يعبر عن امتناعه عنها. يدعو الشاعر المحبوب إلى عدم جهل الحب، وأن يطلق جناح الهجر إذا ما طغى جهله.
-----
ياللي ذكرت الهجر وتحدد المهله    لا ما تروم الهجر لو قلت لي رايم
الهجر، لا تحسب انه مسأله سهله    الهجر يجرح خفوق العاشق الهايم
منهل شفايفك منه العين من نهله    لكن راعيها من منهلك صايم
لا يجهل الحب قلبك، وان طغى جهله    إفرد جناح الهجر يا طيرنا الحايم"	"[]"	"[]"	"[""الهجر"",""المهلة"",""رايم"",""خفوق العاشق الهايم"",""شفايفك"",""العين"",""نهله"",""جناح الهجر"",""طيرنا الحايم""]"	"Sadness"	""
"18"	"الهجر"	"لا يجهل الحب قلبك، وان طغى جهله    إفرد جناح الهجر يا طيرنا الحايم
هاجر ودرسك معك والوقت درسه له    وانا من دروسك ودرس الزمن شايم
الوقت .. خذيت منه تجربة كهله    وطاحت من عيوني الدنيا وانا قايم
والكفر ملعون ابو لهبه وابو جهله    والعشق ملعون ابو بايعه والسايم"	"قلب لا يجهل الحب، ينصح بالهجر. الوقت درس الشاعر تجارب قاسية، فأصبح حذرا. يلعن الكفر والعشق لمن يبيع ويشتري فيه.
-----
لا يجهل الحب قلبك، وان طغى جهله    إفرد جناح الهجر يا طيرنا الحايم
هاجر ودرسك معك والوقت درسه له    وانا من دروسك ودرس الزمن شايم
الوقت .. خذيت منه تجربة كهله    وطاحت من عيوني الدنيا وانا قايم
والكفر ملعون ابو لهبه وابو جهله    والعشق ملعون ابو بايعه والسايم"	"[]"	"[]"	"[""الحب"",""قلبك"",""الهجر"",""الوقت"",""دروسه"",""درسك"",""درس"",""التجربة"",""الدنيا"",""الكفر"",""الجهل"",""العشق""]"	"Sadness, longing, disappointment, defiance"	""
"18"	"الهجر"	"والكفر ملعون ابو لهبه وابو جهله    والعشق ملعون ابو بايعه والسايم
طول وقصر على ما تريد في المهله    مصير قلبك يردك عاشق هايم
الواحد يغيب عن أهله، و هم أهله    لكن، قلبه يرده صوبهم دايم"	"يلعن الكفر والعشق، ويشير إلى البائع والمشتري. الحب يدفع القلب للعودة دائما.
-----
والكفر ملعون ابو لهبه وابو جهله    والعشق ملعون ابو بايعه والسايم
طول وقصر على ما تريد في المهله    مصير قلبك يردك عاشق هايم
الواحد يغيب عن أهله، و هم أهله    لكن، قلبه يرده صوبهم دايم"	"[""أبو لهه"",""أبو جهله"",""أبو بايعه""]"	"[]"	"[""الكفر"",""العشق"",""المهله"",""مصير"",""قلبك"",""عاشق"",""واحد"",""أهله""]"	"Longing"	""
"19"	"آسف آسف"	"كم عشقت المستحيل وكم ذخرت الإستحاله    لين صرت احجز مكاني في الصفوف الاوليه
أعشق الخيل الأصيله، لانها رمز الأصاله    في البلاد اليعربيه، والبلاد الأجنبيه
الهجن والطير والبحر وهل البر ودلاله    والغلا والطيب والشعر بحروفه الابجديه
والشعر حاله، وانا شاعر أمر بألف حاله    من تواضع لى محبه، لا عدا لا عنجهيه"	"يعشق المستحيل، ويحجز مكانا في الصفوف الأولى. يحب الخيل الأصيلة رمز الأصالة في البلاد العربية والأجنبية، والهجن والطير والبحر، والغلا والطيب والشعر. هو شاعر يمر بحالات عديدة، يقبل التواضع والمحبة.
-----
كم عشقت المستحيل وكم ذخرت الإستحاله    لين صرت احجز مكاني في الصفوف الاوليه
أعشق الخيل الأصيله، لانها رمز الأصاله    في البلاد اليعربيه، والبلاد الأجنبيه
الهجن والطير والبحر وهل البر ودلاله    والغلا والطيب والشعر بحروفه الابجديه
والشعر حاله، وانا شاعر أمر بألف حاله    من تواضع لى محبه، لا عدا لا عنجهيه"	"[]"	"[""البلاد اليعربية"",""البلاد الأجنبية""]"	"[""المستحيل"",""الإستحاله"",""صفوف الأوليه"",""الخيل الأصيله"",""اليعربية"",""البر"",""دلاله"",""الغلا"",""الطيب"",""الشعر"",""حروف"",""الأبجديه"",""الحال""]"	"Pride, Love"	""
"19"	"آسف آسف"	"والشعر حاله، وانا شاعر أمر بألف حاله    من تواضع لى محبه، لا عدا لا عنجهيه
لا كتبته .. أكتبه من فكر ماهو من جهاله    شمس فكري ما تغيب وجمرة الإبداع حيه
للمحب احساسه الصادق، وللشاعر خياله    يعزف احساسه على وتر اللحون السامريه
ذعذعت ريح الشمال وكن قلبي من شماله    لا جنوبه يشعر بريح الشمال الخارجيه"	"شاعر يعيش تقلبات، متواضع، غير متعجرف، يكتب بفكر، لديه إبداع دائم، يعبر عن مشاعر صادقة، قلبه متعلق بشماله.
-----
والشعر حاله، وانا شاعر أمر بألف حاله    من تواضع لى محبه، لا عدا لا عنجهيه
لا كتبته .. أكتبه من فكر ماهو من جهاله    شمس فكري ما تغيب وجمرة الإبداع حيه
للمحب احساسه الصادق، وللشاعر خياله    يعزف احساسه على وتر اللحون السامريه
ذعذعت ريح الشمال وكن قلبي من شماله    لا جنوبه يشعر بريح الشمال الخارجيه"	"[]"	"[""الشمال"",""جنوبه""]"	"[""شمس"",""فكر"",""جهاله"",""جمره"",""إبداع"",""احساس"",""خيال"",""وتر"",""لحون"",""ريح الشمال""]"	"Pride, admiration, love"	""
"19"	"آسف آسف"	"ذعذعت ريح الشمال وكن قلبي من شماله    لا جنوبه يشعر بريح الشمال الخارجيه
كله لعين الحبيب اللي ملك قلبي لحاله    واملكه بعيونه السود وملامحه البريه
آتذكر كل ما هب الشمال وهز شاله    والتوى من فوق عوده طية من فوق طيه
وآتذكر كل ما مال الغصن عوده لا ماله    فيه من ميل الغصن والغصن له منه شويه"	"رياح الشمال تذكر الشاعر بحبيبته، التي امتلكت قلبه بجمالها وعينيها السوداء وملامحها البرية. يربط الشاعر بين ميل الأغصان وحركة الحبيبة.
-----
ذعذعت ريح الشمال وكن قلبي من شماله    لا جنوبه يشعر بريح الشمال الخارجيه
كله لعين الحبيب اللي ملك قلبي لحاله    واملكه بعيونه السود وملامحه البريه
آتذكر كل ما هب الشمال وهز شاله    والتوى من فوق عوده طية من فوق طيه
وآتذكر كل ما مال الغصن عوده لا ماله    فيه من ميل الغصن والغصن له منه شويه"	"[""الحبيب""]"	"[""الشمال"",""جنوبه""]"	"[""ريح الشمال الخارجية"",""عين الحبيب"",""عيونه السود"",""ملامحه البرية"",""عود طية"",""الميل"",""الغصن"",""شويه""]"	"Love, longing"	""
"19"	"آسف آسف"	"وآتذكر كل ما مال الغصن عوده لا ماله    فيه من ميل الغصن والغصن له منه شويه
واتذكر صبحه الضاحك، وليله من خلاله    والجبين اللي مثل شمس الضحا عيد الضحيه
واتذكر .. لون خده كل ما ذكروا مجاله    وردتين حمر في بستان ماهي مزهريه
واتذكر بسمته، دلعه، رقته ودلاله    وابتسامات الشفاه ونظرة العين الشقيه"	"تذكر الحبيبة، محاسنها: ضحكتها، جبينها كالشمس، خداها كوردتين، ابتسامتها، دلعها، رقتها، نظرتها.
-----
وآتذكر كل ما مال الغصن عوده لا ماله    فيه من ميل الغصن والغصن له منه شويه
واتذكر صبحه الضاحك، وليله من خلاله    والجبين اللي مثل شمس الضحا عيد الضحيه
واتذكر .. لون خده كل ما ذكروا مجاله    وردتين حمر في بستان ماهي مزهريه
واتذكر بسمته، دلعه، رقته ودلاله    وابتسامات الشفاه ونظرة العين الشقيه"	"[]"	"[]"	"[""الغصن"",""عوده"",""شويه"",""صبحه الضاحك"",""ليله"",""الجبين"",""شمس الضحا عيد"",""لون خده"",""مجاله"",""وردتين حمر"",""بستان"",""مزهريه"",""سمته"",""دلعه"",""رقه"",""ودلاله"",""ابتسامات الشفاه"",""نظرة العين""]"	"Longing, admiration, joy."	""
"19"	"آسف آسف"	"واتذكر بسمته، دلعه، رقته ودلاله    وابتسامات الشفاه ونظرة العين الشقيه
قبل ما يرحل ويتركني بلا علم ورساله    نرجسي وانا في حبه ما عرفت النرجسيه
ويش اسوي في حبيب يحسب قلبي حلاله    والمصيبه قلبي موافق ونفسي له رضيه
القضيه .. كيف احس بلهفته والا وصاله    يا قضاة الحب من يقدر على حل القضيه"	"تذكر ابتسامته ورقته قبل رحيله. حبيب نرجسي، والقلب راض به، فكيف أصل إليه؟
-----
واتذكر بسمته، دلعه، رقته ودلاله    وابتسامات الشفاه ونظرة العين الشقيه
قبل ما يرحل ويتركني بلا علم ورساله    نرجسي وانا في حبه ما عرفت النرجسيه
ويش اسوي في حبيب يحسب قلبي حلاله    والمصيبه قلبي موافق ونفسي له رضيه
القضيه .. كيف احس بلهفته والا وصاله    يا قضاة الحب من يقدر على حل القضيه"	"[]"	"[]"	"[""اسم، دلال، نظرة، ابتسامة، رسالة، حب، نرجسية، قلب، نفسي، لهفة، وصلة, قضيه""]"	"Longing, love, sadness, confusion"	""
"19"	"آسف آسف"	"القضيه .. كيف احس بلهفته والا وصاله    يا قضاة الحب من يقدر على حل القضيه
دام اخذ قلبي من ضلوعي يدور لي بداله    وكان ما عنده بداله .. لازم يرده عليه
لا يخليني بلا قلب على العشاق عاله    إيعرفني، نيتي وحده ماهي خمسين نيه
ان دله قلبه من الفرقا، ترى ماني بداله    كيف ابا ادله من حبيب بالغلا ما شفت زيه"	"قاضي الحب يسأل عن سبب عدم إحساس المتحدث بلهفة حبيبه أو وصاله، بعد أن أخذ قلبه.
-----
القضيه .. كيف احس بلهفته والا وصاله    يا قضاة الحب من يقدر على حل القضيه
دام اخذ قلبي من ضلوعي يدور لي بداله    وكان ما عنده بداله .. لازم يرده عليه
لا يخليني بلا قلب على العشاق عاله    إيعرفني، نيتي وحده ماهي خمسين نيه
ان دله قلبه من الفرقا، ترى ماني بداله    كيف ابا ادله من حبيب بالغلا ما شفت زيه"	"[]"	"[]"	"[""قضية"",""لهفة"",""وصاله"",""قضاة الحب"",""قلبي"",""بداله"",""قلب"",""عشاق"",""نيه"",""الفرق"",""الحبيب"",""الغلا""]"	"Longing, Sadness"	""
"19"	"آسف آسف"	"ان دله قلبه من الفرقا، ترى ماني بداله    كيف ابا ادله من حبيب بالغلا ما شفت زيه
لا يطول بالفراق ويعتبر وصله جماله    والجماله ردها واجب على راع الحميه
نظرة من عينه لعيني وانا واقف قباله    كافيه بانها تعوض لمسة يديه بيديه
ان حصل مني خطا، مليون مره قلتها له    يخطي العبد ويتوب ويغفر الله الخطيه"	"قلب المحب يتألم من الفراق، ويبحث عن حبيبه الذي لا مثيل له، ويطلب عدم التطويل في الهجر.
-----
ان دله قلبه من الفرقا، ترى ماني بداله    كيف ابا ادله من حبيب بالغلا ما شفت زيه
لا يطول بالفراق ويعتبر وصله جماله    والجماله ردها واجب على راع الحميه
نظرة من عينه لعيني وانا واقف قباله    كافيه بانها تعوض لمسة يديه بيديه
ان حصل مني خطا، مليون مره قلتها له    يخطي العبد ويتوب ويغفر الله الخطيه"	"[""حبيب""]"	"[]"	"[""قلبه"",""فرقيا"",""جماله"",""وصله"",""جماله"",""رده"",""راعي الحميه"",""نظرة"",""عينيه"",""لمسة يديه"",""يديه"",""خطأ"",""مليون مره"",""الخطية""]"	"Love, longing"	""
"19"	"آسف آسف"	"ان حصل مني خطا، مليون مره قلتها له    يخطي العبد ويتوب ويغفر الله الخطيه
كم مساحة كل بر وكم عدد حبة رماله    وكم شجر غصون الارض اليابسه والا الطريه
وكم عدد من حج بيت الله وشد له الرحاله    وكم عدد من قال صلى الله على محمد نبيه
بعددها كلها تأسفاتي كلها له    آسف آسف، دام لي على التأسف مقدريه"	"يظهر الشاعر اعتذارا متكررا، بمساحة الكون، لخطئه، مع إقرار بحق الله في المغفرة.
-----
ان حصل مني خطا، مليون مره قلتها له    يخطي العبد ويتوب ويغفر الله الخطيه
كم مساحة كل بر وكم عدد حبة رماله    وكم شجر غصون الارض اليابسه والا الطريه
وكم عدد من حج بيت الله وشد له الرحاله    وكم عدد من قال صلى الله على محمد نبيه
بعددها كلها تأسفاتي كلها له    آسف آسف، دام لي على التأسف مقدريه"	"[""الله"",""محمد النبي""]"	"[""بيت الله""]"	"[""خطا"",""مره"",""خطيه"",""بر"",""حبة رماله"",""شجر"",""غصون"",""الأرض اليابسه"",""الطريه"",""رحله"",""تأسفات"",""مقدريه""]"	"Regret"	""
"19"	"آسف آسف"	"بعددها كلها تأسفاتي كلها له    آسف آسف، دام لي على التأسف مقدريه"	"تأسف الشاعر له، يعتذر مرة أخرى، معترفا بتمكنه من الاعتذار.
-----
بعددها كلها تأسفاتي كلها له    آسف آسف، دام لي على التأسف مقدريه"	"[]"	"[]"	"[""تأسفاتي"",""تأسف"",""مقدريه""]"	"Sadness"	""
