poem_id,Row_ID,Title_cleaned,Poem_line_cleaned,summary,قافية,البحر,وصل,حركة,نوع,شخص,sentiments,أماكن,أحداث,مواضيع,تصنيف
98,1351,دراهم,لو كل حاجه تنشري بالدراهم      كان اشتريت العمر قدام ما يضيع,لو كان كل شيء يُشترى بالمال لكان باع عمره قبل فواته,ع,الكامل,,فتح,مقيدة,[],"[""حسرة"",""ندم""]",[],[],[],معاصر
99,1352,دروب الارانب,احيان يطري لي علي كل الاوقات      واحيان يلعب مثل لعب الارانب,الشاعر يصف تقلب الأفكار والأحوال كاللعب المعتاد للأرانب.,ب,المديد,,كسرة,مقيدة,"[{""name"":""الأرانب"",""relation"":""جماعة""}]","[""تأمل"",""حيرة""]",[],[],"[""لعب"",""أرانب""]",حديث
99,1353,دروب الارانب,هذي نهايه من بدايه نهايات      كنها نهايه يوم غالب وطالب,يشير إلى نهاية تبدو كبداية نهايات متكررة ومتناقضة.,ب,المديد,,كسرة,مقيدة,"[{""name"":""غالب"",""relation"":""عام""},{""name"":""طالب"",""relation"":""عام""}]","[""حسرة"",""تأمل""]",[],[],"[""غالب"",""طالب""]",حديث
99,1354,دروب الارانب,مثل القمر ما يطلع بكل الاوقات      مره بجانب ومره عكسه بجانب,يشبه الأمور بعدم الثبات والقمر الذي لا يظهر دوماً بنفس الوجه.,ب,المديد,,كسرة,مقيدة,[],"[""تأمل"",""تغير""]",[],[],[],حديث
99,1355,دروب الارانب,هذي الامور اللي مثلها مخيفات      مثل الاراضي اللي خذوها الاجانب,يروي مخاوفه من أمور تشبه الأراضي المسلوبة من الأجانب.,ب,المديد,,كسرة,مقيدة,"[{""name"":""الأجانب"",""relation"":""جماعة""}]","[""خوف"",""حزن""]","[{""name"":""الأراضي"",""type"":""طبيعة""}]",[],"[""أجانب"",""غزاة""]",حديث
99,1356,دروب الارانب,عبروا مسافه ، عبروا كل المحيطات      والقصد واحد ، كل يبغي مطالب,يتحدث عن عبور المسافات والمحيطات لتحقيق مطالب متشابهة للجميع.,ب,المديد,,كسرة,مقيدة,"[{""name"":""القصد"",""relation"":""جماعة""}]","[""تأمل"",""طموح""]",[],[],"[""مطالب""]",حديث
99,1357,دروب الارانب,حد _ طلع دكتور يحمل شهادات      وحد _ علي كرسيه مازال طالب,يوضح التفاوت بين شخص يحمل شهادات وآخر ما زال في طور التعلم.,ب,المديد,,كسرة,مقيدة,"[{""name"":""دكتور"",""relation"":""مهنة""},{""name"":""طالب"",""relation"":""عام""}]","[""تأمل"",""تناقض""]",[],[],"[""دكتور"",""شهادات"",""طالب"",""كرسي""]",حديث
99,1358,دروب الارانب,اتبع اثرها ع الندا لو غبيات      ما اظن تسلم من سموم المخالب,يتبع أثر الأمور حتى لو كانت غبية، محذراً من سموم الأفعال الضارة.,ب,المديد,,كسرة,مقيدة,"[{""name"":""غبيات"",""relation"":""عام""}]","[""تحذير"",""خوف""]",[],[],"[""غبيات""]",حديث
99,1359,دروب الارانب,ما ينخلط وصف الردي بالمروات      من يقدر يجمع كل موجب بسالب,يؤكد استحالة جمع الصفات السيئة مع الفضائل في شخص واحد.,ب,المديد,,كسرة,مقيدة,[],"[""حكمة"",""استحالة""]",[],[],[],حديث
99,1360,دروب الارانب,الوقت ما يرجع علي بعض الاوقات      اليوم لو مغلوب فيه يوم غالب,يشير إلى أن الوقت لا يعود، ويواجه الواقع الذي يتقلب بين الغلبة والهزيمة.,ب,المديد,,كسرة,مقيدة,"[{""name"":""مغلوب"",""relation"":""عام""},{""name"":""غالب"",""relation"":""عام""}]","[""حسرة"",""تأمل""]",[],[],"[""مغلوب"",""غالب""]",حديث
99,1361,دروب الارانب,افهم وفكر في رموز الاشارات      تري اعرف دروب حفر الارانب,يدعو للفهم والتفكير في الرموز والإشارات حيث يعرف طرق مخاطر الأرانب.,ب,المديد,,كسرة,مقيدة,"[{""name"":""الأرانب"",""relation"":""جماعة""}]","[""حكمة"",""نصيحة""]","[{""name"":""دروب الأرانب"",""type"":""طبيعة""}]",[],"[""أرانب"",""دروب"",""حفر""]",حديث
100,1362,دلال و مسند,شف دمعتي تنتحر لمواصلك يا بعدي      من كل دمعه معي لهفه تسلم عليك,دموع الشاعر تعبر عن شوق عميق ولهفة للوصال مع الحبيب,ك,المتدارك,,ضمة,مقيدة,"[{""name"":""يا بعدي"",""relation"":""الحبيب""},{""name"":""الحبيب"",""relation"":""المخاطب""}]","[""شوق"",""حزن"",""لهفة""]",[],[],"[""بعدي"",""مواصلك"",""دمعتي"",""لهفة"",""أنت"",""عليك""]",معاصر
100,1363,دلال و مسند,من عيني اللي ذبحها بعدك السرمدي      ومن قلبي اللي يبيع العالم ويشتريك,العين والقلب معذبان بفقدان الحبيب ومستعدان للتضحية من أجله,ك,المتدارك,,ضمة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حب"",""تضحية"",""ألم""]",[],[],"[""بعدك"",""قلبي"",""عيني"",""يشتريك""]",معاصر
100,1364,دلال و مسند,يا اجمل صدف عمري لهجران ذكره ردي      لا تغيب وتطول الغيبه وانا محتريك,يناشد الحبيب أن يعيد ذكره ويعود بعد الفراق الطويل,ك,المتدارك,,ضمة,مقيدة,"[{""name"":""يا بعدي"",""relation"":""الحبيب""},{""name"":""الحبيب"",""relation"":""المخاطب""}]","[""حب"",""خوف"",""شوق""]",[],[],"[""بعدي"",""اجمل صدف"",""لهجران"",""أنت"",""غيبة"",""محتريك""]",معاصر
100,1365,دلال و مسند,تروي ضما قلبي اطلاله ثغرك الندي      سكنت قلبي ولا لك في الحنايا شريك,ابتسامة الحبيب تروي عطش القلب وتسكنه بلا شريك,ك,المتدارك,,ضمة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حب"",""شوق"",""عطش""]",[],[],"[""ثغرك"",""الندي"",""قلبي"",""الحنايا""]",معاصر
100,1366,دلال و مسند,ياطول ليلي ما بين دلالي و مسندي      مشتاقه يديني الثنتين ضمه يديك,يمضي الليل بين دلعه ومسنده ويتوق لاحتضان الحبيب,ك,المتدارك,,ضمة,مقيدة,"[{""name"":""دلالي"",""relation"":""المحبوبة""},{""name"":""مسندي"",""relation"":""المحبوب""},{""name"":""الحبيب"",""relation"":""المخاطب""}]","[""شوق"",""حنين"",""طول""]",[],[],"[""دلالي"",""مسندي"",""يديك"",""ضمه""]",معاصر
100,1367,دلال و مسند,تعال باموت في يدك وانت موت ف يدي      الموت لذه ما دام الموت منك وفيك,يرغب في الموت بين يدي الحبيب ويجد اللذة في هذا الموت,ك,المتدارك,,ضمة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حب"",""موت"",""تفاني""]",[],[],"[""يدك"",""موت"",""وفيك""]",معاصر
100,1368,دلال و مسند,غلاك مهره في ميدان الملوك تعدي      تهز عرش الملوك ويهتويها المليك,محبة الحبيب قوية وذات تأثير يعادل ملوك العرش,ك,المتدارك,,ضمة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""},{""name"":""الملوك"",""relation"":""جماعة""}]","[""فخر"",""عظمة"",""غلا""]",[],[],"[""غلاك"",""مهره"",""ملوك"",""عرش"",""المليك""]",معاصر
100,1369,دلال و مسند,يا سيد العشق لا يطول الهجر يابعدي      تري عيوني من اللهفه تسلم عليك,يناشد الحبيب أن لا يطيل الهجر ويخبره بعينيه المليئتين بالشوق,ك,المتدارك,,ضمة,مقيدة,"[{""name"":""يا سيد العشق"",""relation"":""الحبيب""},{""name"":""الحبيب"",""relation"":""المخاطب""}]","[""شوق"",""عشق"",""لهفة""]",[],[],"[""سيد العشق"",""يا بعدي"",""أنت"",""عيوني"",""لهفة"",""عليك""]",معاصر
101,1370,دموع المحبين,منابع دموع المحبين عيني      تبكي علي نفسي وتبكي علي الغير,العين تبكي حزناً على الذات والآخرين من دموع المحبين,ير,الكامل,,سكون,مقيدة,"[{""name"":""المحبين"",""relation"":""جماعة""}]","[""حزن"",""ألم""]",[],[],"[""محبين""]",معاصر
101,1371,دموع المحبين,وعن الغلا يا ساريه خبريني      هل عاد له في قلوب الاحباب تاثير,السؤال عن تأثير الغلا في قلوب الأحباب بعد الفراق,ير,الكامل,,سكون,مقيدة,"[{""name"":""ساريه"",""relation"":""المخاطب""},{""name"":""الأحباب"",""relation"":""جماعة""}]","[""شوق"",""حنين""]",[],[],"[""ساريه"",""أحباب"",""قلوب""]",معاصر
101,1372,دموع المحبين,قلب الفراق اللي غدي له حنيني      ضميان والقصه ماهي جمه البير,قلب الفراق يشعل الحنين رغم الألم المستمر,ير,الكامل,,سكون,مقيدة,[],"[""حنين"",""حزن""]",[],[],[],معاصر
101,1373,دموع المحبين,لكنها شوق يدفه ضنيني      يالله عساها ما تطول المشاوير,الشوق يدفع بالأمل وأمنية قصر المسافات والغياب,ير,الكامل,,سكون,مقيدة,[],"[""شوق"",""أمل""]",[],[],[],معاصر
101,1374,دموع المحبين,نوارتي .. تجمعي واجمعيني      وتغطرسي علي جميع النواوير,دعوة للتجمع والتمسك بالحب وسط الأحزان,ير,الكامل,,سكون,مقيدة,"[{""name"":""نوارتي"",""relation"":""الحبيبة""}]","[""حب"",""شوق""]",[],[],"[""نوارتي"",""أنتِ""]",معاصر
101,1375,دموع المحبين,مالي عذر حتي اقول اعذريني      بس احفظي تركيبه البيت الاخير,اعتراف بعدم القدرة على طلب العذر مع توجيه كلام أخير,ير,الكامل,,سكون,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المخاطبة""}]","[""حسرة"",""تأمل""]",[],[],"[""أنتِ"",""اعذريني""]",معاصر
101,1376,دموع المحبين,اشرف مثل مقاصده تحتويني      قل العطا .. ولا كبار المعاذير,الصفات النبيلة تظل تحيط وتغني عن الأعذار الكبيرة,ر,الكامل,,ضمة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""أمل"",""حب""]",[],[],"[""أنتِ"",""تحتويني""]",معاصر
101,1377,دموع المحبين,خلي علامات الشقا في جبيني      عطر وبساتين وورود وعصافير,علامات المعاناة تتحول لعطور وبساتين وزهور ملهمة,ر,الكامل,,ضمة,مقيدة,[],"[""أمل"",""تفاؤل""]",[],[],[],معاصر
101,1378,دموع المحبين,ابي اشوف العيد في مقلتيني      واركب لقلبي جناحين واطير,رغبة في رؤية الفرح والاستقلال بالروح للطيران والتحليق,ر,الكامل,,ضمة,مقيدة,[],"[""أمل"",""فرح""]",[],"[{""name"":""العيد"",""type"":""ديني""}]",[],معاصر
101,1379,دموع المحبين,وابي اعيش العمر ما عاد فيني      اصادم الايام والا المقادير,رغبة في عيش الحياة بشجاعة رغم تضارب الأقدار,ر,الكامل,,ضمة,مقيدة,[],"[""عزيمة"",""تحدي""]",[],[],[],معاصر
101,1380,دموع المحبين,يا مشغله خط الغرام اشغليني      تراي جوال بليا فواتير,طلب إشغال القلب بخطوط الغرام المتواصلة بلا توقف,ر,الكامل,,ضمة,مقيدة,"[{""name"":""مشغله"",""relation"":""الحبيبة""}]","[""حب"",""شوق""]",[],[],"[""مشغله"",""أنتِ"",""غرام""]",معاصر
101,1381,دموع المحبين,تمردي علي النظر وسط عيني      وتعددي علي وجيه الجماهير,حث على التمرد في النظرة والتعدد في محبة الجميع,ر,الكامل,,ضمة,مقيدة,"[{""name"":""الجماهير"",""relation"":""جماعة""}]","[""تمرد"",""شغف""]",[],[],"[""جماهير""]",معاصر
101,1382,دموع المحبين,لان المنام اللي بغيته يجيني      عيا يجيني لين مسيت بالخير,عدم تحقق الحلم المنشود حتى غروب يوم الخير,ر,الكامل,,ضمة,مقيدة,[],"[""شوق"",""يأس""]",[],[],[],معاصر
102,1383,خير الكلام,اذا شفت الزمن مقفي .. بعينه نيه التجريح      رهنت النفس للعليا الين تموت مرهونه,الشاعر يربط النفس بالعظمة رغم قسوة الزمن وحزنه.,ه,الكامل,,سكون,مقيدة,"[{""name"":""النفس"",""relation"":""الذات""}]","[""حزن"",""حذر""]",[],[],"[""العليا""]",معاصر
102,1384,خير الكلام,تري خير الكلام الذكر واشرف مفرده تسبيح      ودنيتنا قصيده ، واعتقد ماهي بموزونه,الذكر والتسبيح أجمل كلام ودنيا تشبه قصيدة غير موزونة.,ه,الكامل,,سكون,مقيدة,[],"[""حكمة"",""فخر""]",[],[],[],معاصر
102,1385,خير الكلام,يطيح المزن لكن السحابه ثابته ما تطيح      مثل مداتنا لامن عطينا جات مضمونه,الثبات والاستمرارية مثل الغيوم لا تتغير رغم السقوط.,ه,الكامل,,سكون,مقيدة,[],"[""ثبات"",""أمل""]",[],[],[],معاصر
102,1386,خير الكلام,وانا ماني بطير صاده القناص بالتلويح      انا طير علي الغيمه يحوم ولونها لونه,الشاعر حر ومتميز كطائر يحلق في السماء بلون واحد.,ه,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""الذات""}]","[""فخر"",""حرية""]",[],[],"[""طير"",""علي الغيمه""]",معاصر
102,1387,خير الكلام,من التلميح ما يكفي عن الشرح ومن التلميح      مايجرح لي زوايا خافقي ويحطم ركونه,التلميح لا يكفي ولا يؤلم القلب كما يفعل الشرح.,ه,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""الذات""}]","[""ألم"",""حزن""]",[],[],"[""خافقي"",""ركونه""]",معاصر
102,1388,خير الكلام,قصيدي كان ما بكي السحاب ولا استثار الشيح      يمين الله .. لا اطبع بنات الفكر من دونه,قصيدته صادقة لا تبكي أو تثير الحقد على الآخرين.,ه,الكامل,,سكون,مقيدة,[],"[""قسم"",""ثبات""]",[],[],[],معاصر
102,1389,خير الكلام,اعسف القاف للمعني مثل عسفي ببنات الريح      وتجي قافي مثل شيخ بني عمه يحشمونه,التلاعب بالقافية مثل المزاح الذي يصدم الحضور.,ه,الكامل,,سكون,مقيدة,"[{""name"":""شيخ"",""relation"":""عام""}]","[""إبداع"",""فخر""]",[],[],"[""بني عمه""]",معاصر
102,1390,خير الكلام,انا اعشق بكل احساس لكن مستحيل اصيح      انا لي هامه عيت تطيع الذل .. مجنونه,يحب بكل عمق لكنه يرفض الذل والهوان مهما حصل.,ه,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""الذات""}]","[""حب"",""كرامة""]",[],[],"[""هامه"",""مجنونه""]",معاصر
102,1391,خير الكلام,انا سدي حفظ سر الكلام ولا احب ابيح      وعذالي تعرف ش قيمتي في روح مغبونه,يحافظ على سر كلماته ولا يحب البوح بقيمته الداخلية.,ه,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""الذات""},{""name"":""عذالي"",""relation"":""الآخرين""}]","[""حفظ السر"",""فخر""]",[],[],"[""سدي"",""روح مغبونه""]",معاصر
102,1392,خير الكلام,عجزت اداوي اهات الشعوب وفكره التسليح      واذا جيت اشعل اهرام الظلام يموت فرعونه,يفشل في شفایة آلام الشعوب لكنه يسعى لهدم الظلم.,ه,الكامل,,سكون,مقيدة,"[{""name"":""الشعوب"",""relation"":""جماعة""}]","[""يأس"",""عجز""]",[],[],"[""الشعوب""]",معاصر
102,1393,خير الكلام,واذا عيا علي الظامي نهر دجله وعين السيح      من يلوم الحزين ليا انتثر دمعه من عيونه,الحزن يبكي كالدموع التي تنهمر من العيون الشاكية.,ه,الكامل,,سكون,مقيدة,"[{""name"":""الظامي"",""relation"":""عام""},{""name"":""الحزين"",""relation"":""عام""}]","[""حزن"",""رحمة""]","[{""name"":""دجله"",""type"":""طبيعة""}]",[],"[""الظامي"",""الحزين"",""دمعه"",""عيونه""]",معاصر
102,1394,خير الكلام,ابا اشبح دام ما يقبل ميول الفكره التصحيح      وابا ارقي للنجوم اللي تبا موتي علي هونه,يريد الدفاع عن أفكاره والارتقاء رغم رفض الآخرين.,ه,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""الذات""}]","[""رفض"",""طموح""]",[],[],"[""ابا اشبح"",""ابا ارقي""]",معاصر
102,1395,خير الكلام,تري طعن الظهر غادر ولا يحتاج له تصريح      ولدغات الحنش تقتل وخص ان جات مدفونه,طعن الظهر مؤلم وخائن ولا يحتاج لتبرير أو إعلان.,ه,الكامل,,سكون,مقيدة,[],"[""خيانة"",""ألم""]",[],[],[],معاصر
102,1396,خير الكلام,يقال ان الاساطير القديمه ما تبي تنقيح      وسنون سممت تقتل ولو ماهي بمسنونه,الأساطير القديمة لا تحتاج للتعديل رغم سموم الزمن.,ه,الكامل,,سكون,مقيدة,[],"[""تحذير"",""حكمة""]",[],[],[],معاصر
102,1397,خير الكلام,انا ما خفت من برد الضلوع وقسوه التبريح      انا الفظ كل زفرات الغلا واللي تعرفونه,لا يخاف من قسوة الحياة ويُظهر كل مشاعره بقوة.,ه,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""الذات""}]","[""شجاعة"",""صمود""]",[],[],"[""الفظ"",""زفرات الغلا""]",معاصر
102,1398,خير الكلام,انا اخاف انثر بيوت القصايد في مهب الريح      واجرح مهجه الاحساس والقيفان ملعونه,يخشى ضياع أشعاره وجرح قلبه بحروف ملعونة.,ه,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""الذات""}]","[""خوف"",""حذر""]",[],[],"[""اخاف انثر""]",معاصر
103,1399,ديره الغربه,الله يسامحك علي كل ما جاني      القلب لعيونك الثنتين اعذر به,يتمنى التسامح رغم الألم لأنه يحبها من قلبه.,ه,الكامل,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""عذر"",""حزن""]",[],[],"[""ك"",""عيونك"",""الثنتين""]",معاصر
103,1400,ديره الغربه,والا طموحي في راسي واسال امتاني      اكبر من اللي علي شرواك اجاهر به,يؤكد أن طموحه وأمانيه أكبر من أي اعتراف بالنقص.,ه,الكامل,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""},{""name"":""أمي"",""relation"":""الأم""}]","[""طموح"",""حب""]",[],[],"[""ك"",""شرواك"",""امتاني""]",معاصر
103,1401,ديره الغربه,تذكرني ايام سعدي وتناساني      في الضيق والهم واللوعات والكربه,يشتكي من تذكرها أيام السعادة ونسيانه في المحن.,ه,الكامل,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حزن"",""نسيان"",""كربة""]",[],[],"[""تناساني""]",معاصر
103,1402,ديره الغربه,تدري وش الغربه ؟ اني داخل اوطاني      واعيش مثل الغريب بديره الغربه,يشعر بالغربة حتى في وطنه وكأنه غريب في ديرته.,ه,الكامل,,فتحة,مقيدة,[],"[""غربة"",""ألم"",""حنين""]","[{""name"":""الأوطان"",""type"":""طبيعة""},{""name"":""ديره الغربه"",""type"":""مكان""}]",[],[],معاصر
103,1403,ديره الغربه,لا تعتذر عذر ما يقنع علي شاني      وان كان به عذر تكفي لا تعذر به,يرفض الاعتذارات التي لا تقنعه مهما كانت الأسباب.,ه,الكامل,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""رفض"",""عذر""]",[],[],"[""ك""]",معاصر
103,1404,ديره الغربه,شخصي ومبدع ومجنون واناني      وشفايفك جمر يحرق والهدب حربه,يصف نفسه بالشخص المبدع والمجنون والأناني وتوازنها بسحرها.,ه,الكامل,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""وجد"",""شوق""]",[],[],"[""شخصي"",""مبدع"",""مجنون"",""أناني"",""شفايفك"",""الهدب"",""حربه""]",معاصر
103,1405,ديره الغربه,خصر يهز القلوب وعود رياني      يحقق اكبر طموحات النظر وربه,يشيد بجمالها الذي يحرك القلوب ويحقق أحلامه.,ه,الكامل,,فتحة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""إعجاب"",""شوق"",""طموح""]",[],[],"[""خصر"",""عود"",""رياني"",""وربه""]",معاصر
103,1406,ديره الغربه,لكن تذكر بان ابن ادم ثاني      والكبر صاحبه له يوم يحدر به,ينبهها إلى أن الكبرياء سيؤدي إلى السقوط حتماً.,ه,الكامل,,ضمة,مقيدة,"[{""name"":""ابن آدم"",""relation"":""عام""}]","[""تذكير"",""حكمة""]",[],[],"[""ابن ادم"",""ثاني""]",معاصر
103,1407,ديره الغربه,في الحب ساير تعيش الحب وحداني      وتحارب الناس عقلك ما تفكر به,يعيش الحب وحيداً ويقاوم أفكار الناس بتصميم.,ه,الكامل,,ضمة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""},{""name"":""الناس"",""relation"":""جماعة""}]","[""حب"",""عزلة""]",[],[],"[""وحداني"",""الناس""]",معاصر
103,1408,ديره الغربه,لا عاد تسال من الاول من الثاني      والا من اللي خفوقي يفرح بقربه,يطلب عدم السؤال عن الحبيب المفضل لقلبه بعد الآن.,ه,الكامل,,ضمة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""استقلال"",""فرح""]",[],[],"[""خفوقي"",""قربه""]",معاصر
103,1409,ديره الغربه,الاول اللي يعاني مثل ما اعاني      وليا شعرت بلذيذ الشوق يشعربه,يشير إلى أن الحبيب الأول يتقاسم معه معاناة الشوق.,ه,الكامل,,ضمة,مقيدة,"[{""name"":""الأول"",""relation"":""سابق""}]","[""معاناة"",""شوق""]",[],[],"[""الاول"",""يعاني""]",معاصر
103,1410,ديره الغربه,واللي خفوقي علي شوفته طرباني      كل الدروب العفيفه تطمح لدربه,يفرح قلبه لحبيبته التي تسعى للطريق العفيف.,ه,الكامل,,ضمة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""فرح"",""طموح""]",[],[],"[""خفوقي"",""شوفته"",""طرباني""]",معاصر
103,1411,ديره الغربه,والا انت مالك حبيب مثل حمداني      لو درت في الكون من شرقه الي غربه,يثني على تفرد حبيبه الذي لا يشبه أحداً في العالم.,ه,الكامل,,ضمة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""مقارنة"",""حب""]",[],[],"[""حمداني""]",معاصر
103,1412,ديره الغربه,ليه اتحداك .. لا قمت تحداني      وانا مقامي علي النجمات افاخربه,يتحدى الآخرين بفخر بمكانته العالية والمميزة.,ه,الكامل,,ضمة,مقيدة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""تحدي"",""فخر""]",[],[],"[""ك"",""تحداني""]",معاصر
104,1413,ديمقراطي,تصدق مابقي له شي في باله من الافكار      عجز يخفيه في صدره كلام الحق ويلمه,تحدث عن أفكاره المتبقية والحق الذي يخفيه في صدره,ه,الكامل,,سكون,مقيدة,"[{""name"":""المذكور"",""relation"":""الفرد""}]","[""حزن"",""يأس""]",[],[],"[""عجز"",""صدره""]",معاصر
104,1414,ديمقراطي,عجز يقطف ورود الفل ويظلم ورده النوار      لاجل ما يكسب الاذان يطري له ولد عمه,يشير إلى تعبيره عن الحق بالرغم من الظلم والتملق,ه,الكامل,,سكون,مقيدة,"[{""name"":""ولد عمه"",""relation"":""القريب""},{""name"":""عجز"",""relation"":""الفرد""}]","[""حسرة"",""غضب""]",[],[],"[""ولد عمه"",""الاذان"",""عجز""]",معاصر
104,1415,ديمقراطي,اذا ما عاش ليله ليل ولاعاش النهار نهار      ليا صبحه غدي ليله ونور الصبح مظلمه,يعبر عن تعارضه مع الواقع ليلاً ونهاراً المظلم,ه,الكامل,,سكون,مقيدة,[],"[""يأس"",""ظلام""]",[],[],[],معاصر
104,1416,ديمقراطي,واذا ماعاش مستقبل يعيش اليوم بالتذكار      يعيش الحاضر الماضي يهمه بس مايهمه,يركز على عيش الحاضر والماضي دون انتظار للمستقبل,ه,الكامل,,سكون,مقيدة,"[{""name"":""المذكور"",""relation"":""الفرد""}]","[""حنين"",""تأمل""]",[],[],"[""الحاضر"",""الماضي""]",معاصر
104,1417,ديمقراطي,ديمقراطي يعبر عن كلامه عاش باستقرار      يوم القلب لافكاره واذا وم الفكر ومه,يصف نفسه ديمقراطيًا يعيش استقرارًا ويعبر بصدق,ه,الكامل,,سكون,مقيدة,"[{""name"":""ديمقراطي"",""relation"":""الفرد""}]","[""استقرار"",""تأمل""]",[],[],"[""ديمقراطي"",""القلب"",""الفكر""]",معاصر
104,1418,ديمقراطي,وانا ما جبتها لك سحب الا في سما الامطار      سحاب لا بغي يمطر دموعه اندفق دمه,يصور دموعه كالغيوم التي تمطر دماً حزناً,ه,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""المتكلم""},{""name"":""أنت"",""relation"":""المخاطب""}]","[""حزن"",""ألم""]",[],[],"[""أنا"",""سحاب"",""لك""]",معاصر
104,1419,ديمقراطي,سحاب من دموع الموت هالك يروي الانهار      روي نهره ونبت ورد عجز يقطف ولايشمه,دموع الموت تسقي الأنهار وتنمو منها الورود رغم العجز,ه,الكامل,,سكون,مقيدة,"[{""name"":""عجز"",""relation"":""الفرد""}]","[""حزن"",""موت""]","[{""name"":""الانهار"",""type"":""طبيعة""}]",[],"[""عجز"",""سحاب"",""دموع الموت""]",معاصر
104,1420,ديمقراطي,جبل صامد قوي عزمه كبر حتي بدي ينهار      عقب ما كان في العالي تهاوي من علي القمه,يصف جبلاً قويًا لكنه بدأ ينهار من القمة العليا,ر,الكامل,,سكون,مقيدة,"[{""name"":""جبل"",""relation"":""رمز""}]","[""انهيار"",""قوة""]",[],[],"[""جبل"",""صامد"",""قوي"",""عزمه""]",معاصر
104,1421,ديمقراطي,بدي يصغر يالين اصبح حجر يلعب بيدين صغار      تبعثر والطفل ينثر حصاه ويرجع يلمه,الجبل يصبح صغيرًا لينتثر كحصى بين يدين الأطفال,ر,الكامل,,سكون,مقيدة,"[{""name"":""الطفل"",""relation"":""الطفل""},{""name"":""بدي"",""relation"":""الفرد""}]","[""ضعف"",""انهيار""]",[],[],"[""الطفل"",""صغار"",""يدين صغار"",""بدي"",""حجر""]",معاصر
104,1422,ديمقراطي,نصيحه قلتها احذر تعاكس جارف التيار      صعب تامن في بحر الوقت لاموجه ولا يمه,ينصح الحذر من معاكسات التيار القوي وعدم الثقة بالزمن,ر,الكامل,,سكون,مقيدة,"[{""name"":""أنت"",""relation"":""المخاطب""}]","[""نصيحة"",""تحذير""]","[{""name"":""بحر الوقت"",""type"":""طبيعة""}]",[],"[""أنت""]",معاصر
104,1423,ديمقراطي,ونصيحه لاتذيكا لك علي ناس اذكيا شطار      تري بعض البشر تحسب بلا روح وبلا ذمه,يحذر من بعض الناس الأذكياء الذين يخدعون بلا ضمير,ر,الكامل,,سكون,مقيدة,"[{""name"":""ناس اذكيا شطار"",""relation"":""الجماعة""},{""name"":""أنت"",""relation"":""المخاطب""}]","[""تحذير"",""ازدراء""]",[],[],"[""اذكيا"",""شطار"",""البشر"",""لك""]",معاصر
104,1424,ديمقراطي,وانا لا ماعلي الا اقول الحق مهما صار      تريد الحق خذ قولي ولا تاخذ ولد عمه,يؤكد على قول الحق مهما كانت العواقب,ر,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""المتكلم""},{""name"":""أنت"",""relation"":""المخاطب""}]","[""صدق"",""إصرار""]",[],[],"[""أنا"",""أنت"",""ولد عمه""]",معاصر
104,1425,ديمقراطي,انا قلت النصيحه لك واعيد الدار غير الدار      وافاعيها تريا بس لحظه غدر وتسمه,يعيد نصيحته محذرًا من الغدر والسُمّ المفاجئ,ر,الكامل,,سكون,مقيدة,"[{""name"":""أنا"",""relation"":""المتكلم""},{""name"":""أنت"",""relation"":""المخاطب""}]","[""نصيحة"",""غدر""]",[],[],"[""أنا"",""لك""]",معاصر
