poem_id,chunk_id,Title_raw,Poem_line_raw,Summary_chunked,Title_cleaned,poem_lines_subset,Row_IDs_in_chunk,chunk_type,قافية,روي,البحر,وصل,حركة,شخص,تصنيف,sentiments,مواضيع,دين,أحداث,أماكن
176,803,ما كـان له داعـي,"لا يْكـون شَيّ ٍ في بالك صاير مْرَادك      أخـاف قـاعِــد تـفـكـِّـر تـلـوي ذراعي
هَذي وَلا الحِلم سـولفها على رْقادك      وشـلون تـبغـي تسـوِّيْها وانـا وَاعـي
لو دَمْعـتك سـولفـت لكـبود حـسَّـادك      كـان الرعـيِّـه تـقـيِّـم قـيْـمَـة الـراعي
من ارْبَع شهور وانت مْطوِّل عْنادك      اسْمَع ترى صِدْق ما للي حَصَل داعي","يخشى أن المحبوب يفكر في إلحاق الضرر أو الأذى به. يؤكد وعيه ويشكك في نوايا المحبوب وقدرته على التصرف. يحذر أن دموع المحبوب ستأخذ قيمة عند الحاسدين. يكرر أن طول العناد لم يكن له أي سبب منطقي أو مبرر.---لا يكون شي _ في بالك صاير مرادك      اخاف قاعد تفكر تلوي ذراعي
هذي ولا الحلم سولفها علي رقادك      وشلون تبغي تسويها وانا واعي
لو دمعتك سولفت لكبود حسادك      كان الرعيه تقيم قيمه الراعي
من اربع شهور وانت مطول عنادك      اسمع تري صدق ما للي حصل داعي",ما كان له داعي,"لا يكون شي _ في بالك صاير مرادك      اخاف قاعد تفكر تلوي ذراعي
هذي ولا الحلم سولفها علي رقادك      وشلون تبغي تسويها وانا واعي
لو دمعتك سولفت لكبود حسادك      كان الرعيه تقيم قيمه الراعي
من اربع شهور وانت مطول عنادك      اسمع تري صدق ما للي حصل داعي","2385,2386,2387,2388",final,اعي,ي,الهجيني,لا يوجد,سكون,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""زين تتوقع"", ""زادك"", ""سولفها"", ""رقادك"", ""في بالك"", ""مرادك"", ""مرفاك"", ""بلادك"", ""رسايلك""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""وانا واعي""]}]",معاصر,"[""حزن"", ""حكمة"", ""خوف""]","[""الألم والحزن"", ""الشوق والحنين"", ""الغيرة والعتاب"", ""الفراق والهجر""]",[],[],"[{""name"": ""بلادك,"", ""type"": ""أراضي_إماراتية""}]"
177,804,ما يشـلّ الـراس,"صارت الدنيا غريـبه وصـرت انا متولـّه      عـشـتها حـلـمٍ خـيالي والـغـريـب لـحـالي
عـشتها إبكـل راحه واصبحت لي مْملـّه      عـشـتها في إبـتـسامـه وعـشـتها غـربالي
ذاك دربٍ إلحـبـيـبي قـلت ذاك اسهـل له      وهذا دربي لو طـويل اسهل لي وأسوى لي
لو طـريقي في عـنا أودرب انا ما ادلـّه      أحـسن آضـيّع طـريـقي لـو بـربع الخالي","يشعر بالغربة والضياع في حياة أشبه بالخيال والوحدة يصف حياته المتقلبة بين الراحة والملل والابتسامة والتصفية يقارن بين طريق الحبيب وطريقه الخاص الذي يفضله رغم طوله يفضل أن يضل طريقه بعيدًا عن الآخرين حتى لو كان في مكان مهجور---صارت الدنيا غريبه وصرت انا متوله      عشتها حلم خيالي والغريب لحالي
عشتها ابكل راحه واصبحت لي ممله      عشتها في ابتسامه وعشتها غربالي
ذاك درب الحبيبي قلت ذاك اسهل له      وهذا دربي لو طويل اسهل لي واسوي لي
لو طريقي في عنا اودرب انا ما ادله      احسن اضيع طريقي لو بربع الخالي",ما يشل الراس,"صارت الدنيا غريبه وصرت انا متوله      عشتها حلم خيالي والغريب لحالي
عشتها ابكل راحه واصبحت لي ممله      عشتها في ابتسامه وعشتها غربالي
ذاك درب الحبيبي قلت ذاك اسهل له      وهذا دربي لو طويل اسهل لي واسوي لي
لو طريقي في عنا اودرب انا ما ادله      احسن اضيع طريقي لو بربع الخالي","2389,2390,2391,2392",regular,لي,ل,الهجيني,ي,كسرة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""عينه"", ""لاجلها"", ""هذا"", ""خل فارق"", ""هو"", ""ميزته"", ""حسنه"", ""يشل الراس"", ""يحطه""]}]",معاصر,"[""فخر"", ""ندم""]","[""الجمال والعيون"", ""الفخر والشجاعة"", ""الفراق والهجر"", ""المجد والعز"", ""الوفاء والصبر""]",[],[],[]
177,805,ما يشـلّ الـراس,"لو طـريقي في عـنا أودرب انا ما ادلـّه      أحـسن آضـيّع طـريـقي لـو بـربع الخالي
آنا ظاري ع الصعايب ، الصعب أوصل له      الصعـب سهـلٍ علـيـّه ، الصعـب يحلالي
الصعـب لو هو صـعـب والله انا لا آذلـّه      لا أذل عـيـنه لاجـلها في قـولي وأفــعالي
ما يـشـل الـراس إلاّ لي يـحـطـه يْشَـلــّـه      وما يوطـّي راس دايـم في العلا أو عالي","يفضل أن يضل طريقه بعيدًا عن الآخرين حتى لو كان في مكان مهجور يتحلى بالعزيمة لمواجهة الصعوبات الصعبة التي تتحملها الآخرين بسهولة يؤكد أنه لا يذل نفسه تحت أي ظرف من أجل الآخرين الشخص المؤثر لا يخفض رأسه إلا لمن يستحق ولا يظل متواضعًا دائمًا---لو طريقي في عنا اودرب انا ما ادله      احسن اضيع طريقي لو بربع الخالي
انا ظاري ع الصعايب ، الصعب اوصل له      الصعب سهل عليه ، الصعب يحلالي
الصعب لو هو صعب والله انا لا اذله      لا اذل عينه لاجلها في قولي وافعالي
ما يشل الراس الا لي يحطه يشله      وما يوطي راس دايم في العلا او عالي",ما يشل الراس,"لو طريقي في عنا اودرب انا ما ادله      احسن اضيع طريقي لو بربع الخالي
انا ظاري ع الصعايب ، الصعب اوصل له      الصعب سهل عليه ، الصعب يحلالي
الصعب لو هو صعب والله انا لا اذله      لا اذل عينه لاجلها في قولي وافعالي
ما يشل الراس الا لي يحطه يشله      وما يوطي راس دايم في العلا او عالي","2392,2393,2394,2395",regular,لي,ل,الهجيني,ي,كسرة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""اللي استوي"", ""الطين"", ""ظاري"", ""اواصل له"", ""متوله"", ""هو"", ""ميزته"", ""حسنه""]}]",معاصر,"[""شوق"", ""صبر"", ""غضب"", ""فخر""]","[""الألم والحزن"", ""الجمال والعيون"", ""الحب والغزل"", ""الشوق والحنين"", ""الفخر والشجاعة"", ""الفراق والهجر"", ""الوفاء والصبر""]",[],[],"[{""name"": ""درب ثاني,"", ""type"": ""أماكن_مجردة""}]"
177,806,ما يشـلّ الـراس,"ما يـشـل الـراس إلاّ لي يـحـطـه يْشَـلــّـه      وما يوطـّي راس دايـم في العلا أو عالي
كان طـبعـه مختـلف أو كلمـته في محلـّه      هو رزيــن ولا حـكى يعـني تـقوم جبالي
مـيـزتـه حـسـنه طبـيعي صار كلـّه كلـّه      هو على بعـضه حـلو من حـسـنه القـتالي
لكـن اللي إسـتـوى .. الطيـن زاده بـلـّه      ورحـت انا في درب ثـاني مالها أو مالي","الشخص المؤثر لا يخفض رأسه إلا لمن يستحق ولا يظل متواضعًا دائمًا يصفه بالشخص الحكيم والمتزن الذي كلامه قوي وجبار يتمتع بصفات حسنة وطبع جميل يجعل الآخرين يميلون إليه لكن بعض الأشخاص زادوا الطين بلة وابتعد بنفسه إلى دروب لا تخصه---ما يشل الراس الا لي يحطه يشله      وما يوطي راس دايم في العلا او عالي
كان طبعه مختلف او كلمته في محله      هو رزين ولا حكي يعني تقوم جبالي
ميزته حسنه طبيعي صار كله كله      هو علي بعضه حلو من حسنه القتالي
لكن اللي استوي .. الطين زاده بله      ورحت انا في درب ثاني مالها او مالي",ما يشل الراس,"ما يشل الراس الا لي يحطه يشله      وما يوطي راس دايم في العلا او عالي
كان طبعه مختلف او كلمته في محله      هو رزين ولا حكي يعني تقوم جبالي
ميزته حسنه طبيعي صار كله كله      هو علي بعضه حلو من حسنه القتالي
لكن اللي استوي .. الطين زاده بله      ورحت انا في درب ثاني مالها او مالي","2395,2396,2397,2398",regular,لي,ل,الهجيني,ي,كسرة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""عشتها"", ""ابتسامه"", ""كل كلمه قلتها"", ""متوله"", ""(دبي)"", ""هو"", ""طبعه"", ""كلمته""]}]",معاصر,"[""حزن"", ""حكمة"", ""شوق""]","[""الألم والحزن"", ""الإمارات ودبي"", ""التراث النبطي"", ""الحب والغزل"", ""الشوق والحنين"", ""الفخر والشجاعة""]",[],[],"[{""name"": ""دبي,"", ""type"": ""أراضي_إماراتية""}]"
177,807,ما يشـلّ الـراس,"مـيـزتـه حـسـنه طبـيعي صار كلـّه كلـّه      هو على بعـضه حـلو من حـسـنه القـتالي
لكـن اللي إسـتـوى .. الطيـن زاده بـلـّه      ورحـت انا في درب ثـاني مالها أو مالي
باخـتـصـار آقـول هـذا خـلّ فـارق خلّه      خِـلٍّ يحلــّي حـياته بشـخـص ثـاني بْدالي
وبصـراحه .. كل كلـمه قـلـتـها مـتولـّه      إلـ (دبي) وإلـ (دبي) وهي (دبي) ف بالي","يتمتع بصفات حسنة وطبع جميل يجعل الآخرين يميلون إليه لكن بعض الأشخاص زادوا الطين بلة وابتعد بنفسه إلى دروب لا تخصه يعلن قبول الفراق ويترك له حرية اختيار شخص آخر بدلاً منه يؤكد أن كل كلماته صادقة ومتعلقة بدبي التي تسيطر على باله---ميزته حسنه طبيعي صار كله كله      هو علي بعضه حلو من حسنه القتالي
لكن اللي استوي .. الطين زاده بله      ورحت انا في درب ثاني مالها او مالي
باختصار اقول هذا خل فارق خله      خل يحلي حياته بشخص ثاني بدالي
وبصراحه .. كل كلمه قلتها متوله      ال (دبي) وال (دبي) وهي (دبي) ف بالي",ما يشل الراس,"ميزته حسنه طبيعي صار كله كله      هو علي بعضه حلو من حسنه القتالي
لكن اللي استوي .. الطين زاده بله      ورحت انا في درب ثاني مالها او مالي
باختصار اقول هذا خل فارق خله      خل يحلي حياته بشخص ثاني بدالي
وبصراحه .. كل كلمه قلتها متوله      ال (دبي) وال (دبي) وهي (دبي) ف بالي","2,397,239,823,992,400",final,لي,ل,الهجيني,ي,كسرة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الحبيبي"", ""درب الحبيبي"", ""طريقي في عنا"", ""ادله"", ""عشتها"", ""ابتسامه"", ""هو"", ""طبعه"", ""كلمته""]}]",معاصر,"[""حب"", ""حزن"", ""حكمة""]","[""الألم والحزن"", ""التراث النبطي"", ""الحب والغزل"", ""الشوق والحنين"", ""الفخر والشجاعة"", ""الوفاء والصبر""]",[],[],"[{""name"": ""الخالي,"", ""type"": ""أراضي_إماراتية""}, {""name"": ""درب الحبيبي,"", ""type"": ""أماكن_مجردة,""}, {""name"": ""دربي,"", ""type"": ""أماكن_مجردة""}, {""name"": ""عنا,"", ""type"": ""أراضي_إماراتية,""}]"
178,808,مدخـل غـرامي,"القلب شال الحب والحب شاله      مدخـل غـرامي والأحاسيس حوله
وضاع الفكر مابين حاله وحاله      واسهل حلوله صارت اصعب حلوله
الحسن لي يفرض علينا سؤاله      كيـف الربيع امتـد لاربع فـصـوله
كيف ابتداه الحسن ثم انتهى له      يا لين حتى الحـسن منـّه خذوا له","القلب يحمل الحب ويتأثر به وسط مشاعر غرامية متشابكة. تفكير الشاعر تاه بين حالات مختلفة والحلول المعقدة تزداد صعوبة. يتساءل عن جمال الحب الذي يمتد ويشمل كل الفصول مثل الربيع. يتعجب من بداية الحب ونهايته التي تأخذ من جماله اللين.---القلب شال الحب والحب شاله      مدخل غرامي والاحاسيس حوله
وضاع الفكر مابين حاله وحاله      واسهل حلوله صارت اصعب حلوله
الحسن لي يفرض علينا سءاله      كيف الربيع امتد لاربع فصوله
كيف ابتداه الحسن ثم انتهي له      يا لين حتي الحسن منه خذوا له",مدخل غرامي,"القلب شال الحب والحب شاله      مدخل غرامي والاحاسيس حوله
وضاع الفكر مابين حاله وحاله      واسهل حلوله صارت اصعب حلوله
الحسن لي يفرض علينا سءاله      كيف الربيع امتد لاربع فصوله
كيف ابتداه الحسن ثم انتهي له      يا لين حتي الحسن منه خذوا له","2401,2402,2403,2404",regular,له,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الحب"", ""جماله"", ""صفاوه جماله"", ""حسنه"", ""قلبي صفا له"", ""هذا الذي"", ""الشوق شاله""]}]",معاصر,"[""حب"", ""شوق"", ""غيرة""]","[""الجمال والعيون"", ""الحب والغزل"", ""الشوق والحنين"", ""الغيرة والعتاب""]",[],[],[]
178,809,مدخـل غـرامي,"كيف ابتداه الحسن ثم انتهى له      يا لين حتى الحـسن منـّه خذوا له
وانا اتخـيـّـل في خـيالي خـياله      فرصة عمر تحت إبتسامة طفوله
غرّ ٍ صفا حسنه وقلبي صفا له      سهل التمنـّي بس صعبٍ وصوله
يحـتار فيه اللي يوصّـف دلالـه      ويهين به لي عن جماله حكوا له","يتعجب من بداية الحب ونهايته التي تأخذ من جماله اللين. يتخيل فرصة عمرية تحملها ابتسامة طفولية بريئة في خياله. الشاعر يصف صفاء قلبه وصفاء محبوبه وصعوبة تحقيق الأماني. يحتار الناس في وصف دلال محبوبه لكنهم يظلمون جماله بالكلام.---كيف ابتداه الحسن ثم انتهي له      يا لين حتي الحسن منه خذوا له
وانا اتخيل في خيالي خياله      فرصه عمر تحت ابتسامه طفوله
غر _ صفا حسنه وقلبي صفا له      سهل التمني بس صعب وصوله
يحتار فيه اللي يوصف دلاله      ويهين به لي عن جماله حكوا له",مدخل غرامي,"كيف ابتداه الحسن ثم انتهي له      يا لين حتي الحسن منه خذوا له
وانا اتخيل في خيالي خياله      فرصه عمر تحت ابتسامه طفوله
غر _ صفا حسنه وقلبي صفا له      سهل التمني بس صعب وصوله
يحتار فيه اللي يوصف دلاله      ويهين به لي عن جماله حكوا له","2404,2405,2406,2407",regular,له,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الحب"", ""الحسن"", ""خياله"", ""ابتسامه طفوله""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""انا اتخيل""]}]",معاصر,"[""حب""]","[""الجمال والعيون"", ""الحب والغزل"", ""الذكريات"", ""الشوق والحنين""]",[],[],[]
178,810,مدخـل غـرامي,"يحـتار فيه اللي يوصّـف دلالـه      ويهين به لي عن جماله حكوا له
يخجل جماله من صفاوة جماله      ويغـيض ربـّات العيون الخجوله
يمـشي معاهـم بس كنـّه لحـاله      معهم ولكن كن هـم لي مشـوا له
واللي تعرّض في مرامي نباله      والله ما يـكـسـب ولا ربـع جـوله","يحتار الناس في وصف دلال محبوبه لكنهم يظلمون جماله بالكلام. جمال محبوبه يخجل من صفائه ويؤذي خجول العيون بجماله. محبوبه يمشي معهم لكنه يشعر بالوحدة كأنه بمفرده. كل من يحاول الوصول إلى محبوبه يفشل مهما حاول.---يحتار فيه اللي يوصف دلاله      ويهين به لي عن جماله حكوا له
يخجل جماله من صفاوه جماله      ويغيض ربات العيون الخجوله
يمشي معاهم بس كنه لحاله      معهم ولكن كن هم لي مشوا له
واللي تعرض في مرامي نباله      والله ما يكسب ولا ربع جوله",مدخل غرامي,"يحتار فيه اللي يوصف دلاله      ويهين به لي عن جماله حكوا له
يخجل جماله من صفاوه جماله      ويغيض ربات العيون الخجوله
يمشي معاهم بس كنه لحاله      معهم ولكن كن هم لي مشوا له
واللي تعرض في مرامي نباله      والله ما يكسب ولا ربع جوله","2,407,240,824,092,410",regular,له,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""خياله"", ""ابتسامه طفوله"", ""دلاله"", ""جماله"", ""كنه لحاله"", ""نباله""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""انا اتخيل""]}]",معاصر,"[""حب""]","[""الألم والحزن"", ""الجمال والعيون"", ""الحب والغزل"", ""الذكريات"", ""الشوق والحنين""]",[],[],[]
178,811,مدخـل غـرامي,"واللي تعرّض في مرامي نباله      والله ما يـكـسـب ولا ربـع جـوله
عادل ولكـن ما بـرمـشه عـداله      يظـلم محبـّيـنه بـرمـشـه وطـوله
أصلاً جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله
إن قال صـدّي .. قـلت : لله قاله      وان قال وصلي قلت : بالله قـوله","كل من يحاول الوصول إلى محبوبه يفشل مهما حاول. حبه عادل لكنه يظلم محبيه برمشاته الطويلة والمتكررة. جنون الشاعر محاط بحب جارف يصعب وصف تفاصيله. يرد على كلام المحبوب بالتأكيد أو الرفض استنادا للدين.---واللي تعرض في مرامي نباله      والله ما يكسب ولا ربع جوله
عادل ولكن ما برمشه عداله      يظلم محبينه برمشه وطوله
اصلا جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله
ان قال صدي .. قلت : لله قاله      وان قال وصلي قلت : بالله قوله",مدخل غرامي,"واللي تعرض في مرامي نباله      والله ما يكسب ولا ربع جوله
عادل ولكن ما برمشه عداله      يظلم محبينه برمشه وطوله
اصلا جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله
ان قال صدي .. قلت : لله قاله      وان قال وصلي قلت : بالله قوله","2410,2411,2412,2413",regular,له,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""خاله"", ""حب خاله"", ""عادل"", ""رمشه"", ""قال"", ""وصلي"", ""نباله""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""جنوني""]}]",معاصر,"[""حب""]","[""الألم والحزن"", ""الجمال والعيون"", ""الحب والغزل"", ""الشوق والحنين"", ""الوفاء والصبر""]","[""الله,عبادة""]",[],[]
178,812,مدخـل غـرامي,"عادل ولكـن ما بـرمـشه عـداله      يظـلم محبـّيـنه بـرمـشـه وطـوله
أصلاً جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله
إن قال صـدّي .. قـلت : لله قاله      وان قال وصلي قلت : بالله قـوله
هذا الذي قـلبي من الشوق شاله      مدخل غـرامي والأحاسيس حوله","حبه عادل لكنه يظلم محبيه برمشاته الطويلة والمتكررة. جنون الشاعر محاط بحب جارف يصعب وصف تفاصيله. يرد على كلام المحبوب بالتأكيد أو الرفض استنادا للدين. القلب محمل بالشوق في مدخل غرامي محاط بالمشاعر.---عادل ولكن ما برمشه عداله      يظلم محبينه برمشه وطوله
اصلا جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله
ان قال صدي .. قلت : لله قاله      وان قال وصلي قلت : بالله قوله
هذا الذي قلبي من الشوق شاله      مدخل غرامي والاحاسيس حوله",مدخل غرامي,"عادل ولكن ما برمشه عداله      يظلم محبينه برمشه وطوله
اصلا جنوني بس في حب خاله      وشلون لا باوصف تفاصيل زوله
ان قال صدي .. قلت : لله قاله      وان قال وصلي قلت : بالله قوله
هذا الذي قلبي من الشوق شاله      مدخل غرامي والاحاسيس حوله","2411,2412,2413,2414",final,له,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""حالة الحب"", ""خاله"", ""حب خاله"", ""عادل"", ""رمشه"", ""قال"", ""وصلي""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""جنوني""]}]",معاصر,"[""حب""]","[""الألم والحزن"", ""الجمال والعيون"", ""الحب والغزل"", ""الشوق والحنين"", ""الوفاء والصبر""]","[""الله,عبادة""]",[],[]
179,813,مـراجــــــــل,"تـقـزّمي في عـين حـسّـادي وانا عـمــلاق فــرض      لأن عـلـوّي عـن وطـاهـم شـيّ ربـّـي ملـزمه
ماتشوف حَجم الشمس متقزّم على أصحاب الارض      مـتـقـزّميـن ويحـسبون الشـمس جات مْـقزّمه
يارب .. وآنا عـبـدك اللي ما بعـد هـتـكـت عـرض      واذا لقـيت الضايـق المحـتاج وقـّـفت اعـزمه
ما عـليّ آشـبّـهــك .. واذا غــضـبــت آقـول إرض      رزنـامـة افـضـالك مـداها ما تـشابه الارزمه","يتحدث عن عظمته الحقيقية رغم تقزيم الحساد له. يشبه نفسه بالشمس الكبرى التي لا يراها المتقزمون. يدعو الله ويؤكد وقوفه مع المحتاجين والشرفاء. يشهد بأن فضائل الله لا يمكن مقارنتها أو تشبيهها.---تقزمي في عين حسادي وانا عملاق فرض      لان علوي عن وطاهم شي ربي ملزمه
ماتشوف حجم الشمس متقزم علي اصحاب الارض      متقزمين ويحسبون الشمس جات مقزمه
يارب .. وانا عبدك اللي ما بعد هتكت عرض      واذا لقيت الضايق المحتاج وقفت اعزمه
ما علي اشبهك .. واذا غضبت اقول ارض      رزنامه افضالك مداها ما تشابه الارزمه",مراجل,"تقزمي في عين حسادي وانا عملاق فرض      لان علوي عن وطاهم شي ربي ملزمه
ماتشوف حجم الشمس متقزم علي اصحاب الارض      متقزمين ويحسبون الشمس جات مقزمه
يارب .. وانا عبدك اللي ما بعد هتكت عرض      واذا لقيت الضايق المحتاج وقفت اعزمه
ما علي اشبهك .. واذا غضبت اقول ارض      رزنامه افضالك مداها ما تشابه الارزمه","2415,2416,2417,2418",regular,مه,م,المسحوب,ه,سكون,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""محزمي"", ""احزمه""]}, {""name"": ""الله"", ""relation"": ""رب"", ""resolved_from"": [""رزنامه افضالك"", ""من قوي"", ""يهزمه""]}]",معاصر,"[""فخر""]","[""الإيمان والدعاء"", ""الطموح والنجاح"", ""الفخر والشجاعة"", ""المجد والعز"", ""الوفاء والصبر""]",[],[],"[{""name"": ""أرض,"", ""type"": ""أراضي_إماراتية""}, {""name"": ""الأرض,"", ""type"": ""أراضي_إماراتية""}]"
179,814,مـراجــــــــل,"ما عـليّ آشـبّـهــك .. واذا غــضـبــت آقـول إرض      رزنـامـة افـضـالك مـداها ما تـشابه الارزمه
زد مشبري في الطول طول ومن قويّ العرض عرض      ومد لي النصر المبين اللي ماغيرك يهزمه
لو المـراجـل تـنـشـرى سحـبـت لي مـلـيـون قـرض      حتى أثـبـّـت محـزمي يوم تـراخـى الاحـزمه
شـفـت الحـياه بدنـيتـي سنـّه وشـفت المـوت فـرض      يـوم آتـقـزّم في عـيـــون العـالـم المـتـقــزّمه","يشهد بأن فضائل الله لا يمكن مقارنتها أو تشبيهها. يطلب من الله أن يمن عليه بالقوة والنصر المؤكد. يؤكد عزيمته وإصراره على التحدي رغم الصعاب. يشير إلى تجاربه في الحياة والموت وسط أحكام الآخرين.---ما علي اشبهك .. واذا غضبت اقول ارض      رزنامه افضالك مداها ما تشابه الارزمه
زد مشبري في الطول طول ومن قوي العرض عرض      ومد لي النصر المبين اللي ماغيرك يهزمه
لو المراجل تنشري سحبت لي مليون قرض      حتي اثبت محزمي يوم تراخي الاحزمه
شفت الحياه بدنيتي سنه وشفت الموت فرض      يوم اتقزم في عيون العالم المتقزمه",مراجل,"ما علي اشبهك .. واذا غضبت اقول ارض      رزنامه افضالك مداها ما تشابه الارزمه
زد مشبري في الطول طول ومن قوي العرض عرض      ومد لي النصر المبين اللي ماغيرك يهزمه
لو المراجل تنشري سحبت لي مليون قرض      حتي اثبت محزمي يوم تراخي الاحزمه
شفت الحياه بدنيتي سنه وشفت الموت فرض      يوم اتقزم في عيون العالم المتقزمه","2418,2419,2420,2421",final,مه,م,المسحوب,ه,سكون,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""بدنيتي"", ""عبدك"", ""محزمي"", ""احزمه""]}, {""name"": ""الله"", ""relation"": ""رب"", ""resolved_from"": [""ربي"", ""يارب"", ""ربك""]}]",معاصر,"[""تأمل"", ""صبر"", ""غيرة"", ""فخر""]","[""الإيمان والدعاء"", ""الزمن والقدر"", ""الفخر والشجاعة"", ""المجد والعز"", ""الوفاء والصبر"", ""حب الوطن""]","[""الله"", ""الله,عبادة""]",[],[]
180,815,مرثية زايد,"العـذر يا بـوي لو ماشـلـّـني ســاقي      الحــزن ما طاقـني والقـلب ما طـاقـه
ياعـيني ابـكي وساعـدها يا خـفـّـاقي      ماهوب عيبٍ يفيض الدمع ف احداقه
يامْـوحّـد الدار .. يا المـتـفـرّد الراقي      والغـيم حـزنٍ جـذب الاحسـاس برّاقه
أشـوف كـن الـنهـار يـحـدّر احـداقـي      واشـراقــتـه ما تـشـابـه أيـّـة اشـراقـه","يعبر عن حزنه العميق الذي لا يحتمله قلبه ولا ساقه يدعو عينيه والنبض للبكاء فتفريج الألم ليس عيباً يمجد الفقدان ويصف الحزن بأنه مشحون بالعاطفة الراقية يرى دموعه كأنها النهار تتساقط بنور مختلف وفريد---العذر يا بوي لو ماشلني ساقي      الحزن ما طاقني والقلب ما طاقه
ياعيني ابكي وساعدها يا خفاقي      ماهوب عيب يفيض الدمع ف احداقه
ياموحد الدار .. يا المتفرد الراقي      والغيم حزن جذب الاحساس براقه
اشوف كن النهار يحدر احداقي      واشراقته ما تشابه ايه اشراقه",مرثيه زايد,"العذر يا بوي لو ماشلني ساقي      الحزن ما طاقني والقلب ما طاقه
ياعيني ابكي وساعدها يا خفاقي      ماهوب عيب يفيض الدمع ف احداقه
ياموحد الدار .. يا المتفرد الراقي      والغيم حزن جذب الاحساس براقه
اشوف كن النهار يحدر احداقي      واشراقته ما تشابه ايه اشراقه","2422,2423,2424,2425",regular,اقه,ه,الهجيني,لا يوجد,فتحة,"[{""name"": ""زايد بن سلطان آل نهيان"", ""relation"": ""المؤسس"", ""resolved_from"": [""coreference: الطيب والجود"", ""coreference: بوي"", ""بوي"", ""حاكم الارض""]}]",معاصر,"[""حزن"", ""شوق"", ""فخر""]","[""الألم والحزن"", ""التراث النبطي"", ""الشوق والحنين"", ""الفراق والهجر"", ""القيادة والزعماء"", ""المجد والعز""]","[""الله""]",[],"[{""name"": ""الأرض,"", ""type"": ""أراضي_إماراتية""}, {""name"": ""الأرض,"", ""type"": ""أراضي_إماراتية,""}, {""name"": ""البحر,"", ""type"": ""طبيعة_عامة""}, {""name"": ""ترابها,"", ""type"": ""أراضي_إماراتية,""}]"
