poem_id,Row_ID,Title_raw,Poem_line_raw,summary,Title_cleaned,Poem_line_cleaned,قافية,روي,البحر,وصل,حركة,شخص,sentiments,أحداث,دين,مواضيع,أماكن,تصنيف
20,282,أحمر الورد,وسامـح الله قلـبي يوم شـافـك لان      لين حبّــك تمكّـــن وسـط وجـداني,اعتذار للقلب الذي أسكن فيه حب المحبوب بقوة.,احمر الورد,وسامح الله قلبي يوم شافك لان      لين حبك تمكن وسط وجداني,ني,ن,الهجيني,لا يوجد,كسرة,"[{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""قلبي""]},{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""شافك""]}]",حب,[],الله,الحب والغزل,[],معاصر
20,283,أحمر الورد,أحمر الورد أجمل شيّ فـي البستان      بين صوت الطيور وخضر الاغصاني,وصف جمال الورد وسط الطبيعة وأصوات الطيور والخضرة.,احمر الورد,احمر الورد اجمل شي في البستان      بين صوت الطيور وخضر الاغصاني,ني,ن,الهجيني,لا يوجد,كسرة,[],[],[],[],"الجمال والعيون, الطبيعة والخيل","[{""name"": ""البستان"", ""type"": ""مواقع_نبطية""}]",معاصر
20,284,أحمر الورد,والـمشاعر .. لو تجرّد من الإنسان      كيف يَـعْرف شعور اخوه الانسـاني,تساؤل عن قدرة الإنسان على فهم مشاعر الآخرين دون تجربة.,احمر الورد,والمشاعر .. لو تجرد من الانسان      كيف يعرف شعور اخوه الانساني,ني,ن,الهجيني,لا يوجد,كسرة,[],[],[],[],الوفاء والصبر,[],معاصر
20,285,أحمر الورد,يا زمن لا توصّي صاحبك ( حمدان )      قبلك ( محمد الـمكـــتوم ) وصّاني,نداء للزمن بعدم خيانة الأصدقاء، مع ذكر وصية.,احمر الورد,يا زمن لا توصي صاحبك ( حمدان )      قبلك ( محمد المكتوم ) وصاني,ني,ن,الهجيني,لا يوجد,كسرة,"[{""name"":""حمدان بن محمد بن راشد آل مكتوم"",""relation"":""self"",""resolved_from"":[""حمدان""]},{""name"":""محمد بن راشد آل مكتوم"",""relation"":""father"",""resolved_from"":[""محمد المكتوم""]},{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""وصاني""]}]",[],[],[],"القيادة والزعماء, الزمن والقدر",[],معاصر
20,286,أحمر الورد,صاحبك لا وقف يصهل صهيل حصان      يْتحـمّل طـعـون فـلان وفــــلاني,إعلان صمود الشاعر ومقاومته للطعونات والآلام.,احمر الورد,صاحبك لا وقف يصهل صهيل حصان      يتحمل طعون فلان وفلاني,ني,ن,الهجيني,لا يوجد,كسرة,"[{""name"":""حمدان بن محمد بن راشد آل مكتوم"",""relation"":""self"",""resolved_from"":[""صاحبك""]}]",[],[],[],"القيادة والزعماء, الطبيعة والخيل",[],معاصر
20,287,أحمر الورد,كل إنسان يملك فـي الحياه انسان      من مـعـانـاتـه يـقـدّره ويـعـــــاني,كل إنسان لديه شخص يقدّر معاناته ويعاني معها.,احمر الورد,كل انسان يملك في الحياه انسان      من معاناته يقدره ويعاني,ني,ن,الهجيني,لا يوجد,كسرة,[],[],[],[],الصداقة والكرم,[],معاصر
21,288,انت وانا,ياللي تِـمر عْروق قلبي نَـظـرتك وتْتـلَّها      ألله عليك مْن الحسد واهل الحسد والله لنا,يناشد الحبيب ويندب الحسد الذي يعكر صفو قلبه.,انت وانا,ياللي تمر عروق قلبي نظرتك وتتلها      الله عليك من الحسد واهل الحسد والله لنا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""ياللي"",""نظرتك""]},{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""لنا""]}]",غيرة,[],الله,"الحب والغزل, الغيرة والعتاب",[],معاصر
21,289,انت وانا,إر سم لي اللهفه ودع نفسي تبرِّد غِلَّها      مصيرنا نفنى ، وكم واحد من الدنيا فنا,يدعو الله أن يهدئ اللهفة ويقرّر مصيرهما المحتوم.,انت وانا,ار سم لي اللهفه ودع نفسي تبرد غلها      مصيرنا نفني ، وكم واحد من الدنيا فنا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""نفسي"",""مصيرنا""]}]",حزن,[],"الله,المفاهيم_الإيمانية","الشوق والحنين, الألم والحزن","[{""name"": ""الدنيا"", ""type"": ""أماكن_مجردة""}]",معاصر
21,290,انت وانا,القلب بَعْدك ثار ، والعين الدموع تهلَّها      ليه الشقا ليه الزعل ليه ْتمسك بالعنا,يعبر عن حزن القلب ودموع العين بعد الفراق أو الألم.,انت وانا,القلب بعدك ثار ، والعين الدموع تهلها      ليه الشقا ليه الزعل ليه تمسك بالعنا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""بعدك""]},{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""القلب""]}]",حزن,[],[],"الألم والحزن, الفراق والهجر",[],معاصر
21,291,انت وانا,إن قلت لي بارجع عليها قلت روح وْخلَّها      الأمْن .. ليس مستقِرٌّ لا هناك وْلا هنا,يرفض الرجوع للعلاقة الماضية لما فيها من انعدام للأمان.,انت وانا,ان قلت لي بارجع عليها قلت روح وخلها      الامن .. ليس مستقر لا هناك ولا هنا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""قلت لي""]},{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""ان قلت لي""]}]",حزن,[],[],"الفراق والهجر, الألم والحزن",[],معاصر
21,292,انت وانا,الضيقه اللي في صدر رجّال وش هو حلَّها      خصوصاً ان كانت طموحاته طموحاتي أنا,يتساءل عن حل الضيق والقلق في صدر الرجل، خاصة مع طموحاته.,انت وانا,الضيقه اللي في صدر رجال وش هو حلها      خصوصا ان كانت طموحاته طموحاتي انا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""رجال"",""طموحاتي انا""]}]",حزن,[],[],"الألم والحزن, الطموح والنجاح",[],معاصر
21,293,انت وانا,الشيله اللي فوق وجهك يا حبيبي شلَّها      خل الخجل منّك وسولف لي ما غير انته وانا,يطلب من الحبيب أن يزيل خجله ويتحدث إليه بصراحة.,انت وانا,الشيله اللي فوق وجهك يا حبيبي شلها      خل الخجل منك وسولف لي ما غير انته وانا,نا,ن,الهجيني,لا يوجد,فتحة,[],حب,[],[],"الحب والغزل, الجمال والعيون",[],معاصر
21,294,انت وانا,سوالفك حلوه ، ومن زود الغلا ما املّها      ألله من حرفٍ تمَكَّن في شفايفك وْ دَنا,يصف كلام الحبيب بأنه جميل لا يمل منه بسبب حبه الشديد.,انت وانا,سوالفك حلوه ، ومن زود الغلا ما املها      الله من حرف تمكن في شفايفك و دنا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""سوالفك""]},{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""ما املها""]}]",حب,[],الله,"الحب والغزل, الشوق والحنين",[],معاصر
21,295,انت وانا,إلى ثنيت رموشك اللي فوق خَدّك ظِلّها      يعكس تثنّاها ، تعال وشوف قلبي لا انثنى,يرى جمال رموش الحبيب ويعبر عن ثبات حبه غير المنكسر.,انت وانا,الي ثنيت رموشك اللي فوق خدك ظلها      يعكس تثناها ، تعال وشوف قلبي لا انثني,ني,ن,الهجيني,لا يوجد,كسرة,"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""رموشك""]},{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""قلبي""]}]",حب,[],[],"الحب والغزل, الجمال والعيون",[],معاصر
21,296,انت وانا,لو قلت إن الشمس ت شبه طلّتك في طلّها      يوم اشرقت والورد متفتِّح وجاهز للجنا,يشبه طلعة الحبيب بشروق الشمس وترحيب الزهور.,انت وانا,لو قلت ان الشمس ت شبه طلتك في طلها      يوم اشرقت والورد متفتح وجاهز للجنا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""طلتك""]}]",حب,[],[],"الحب والغزل, الجمال والعيون",[],معاصر
21,297,انت وانا,أقدر أقول لنور وجهك يوم تشرق ذلَّها      ميّزك من سوّاك عنها في الشروق وْفي السنا,يتحدث عن نور وجه الحبيب وعظمته في الشروق والضياء.,انت وانا,اقدر اقول لنور وجهك يوم تشرق ذلها      ميزك من سواك عنها في الشروق وفي السنا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""نور وجهك""]}]",حب,[],[],"الحب والغزل, الجمال والعيون",[],معاصر
21,298,انت وانا,إثنينهم .. حزن الحبايب مَرَّها واحتلَّها      بعد المحبّه والمودّه والمواصل وَالهَنا,يوضح كيف أن الحزن استولى على الحبيب بعد الحب والسعادة.,انت وانا,اثنينهم .. حزن الحبايب مرها واحتلها      بعد المحبه والموده والمواصل والهنا,نا,ن,الهجيني,لا يوجد,فتحة,"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""الحبايب""]}]",حب,[],[],"الألم والحزن, الفراق والهجر",[],معاصر
22,299,الغصن يابس,يا ابن آدم اللي تريد تْـتوب عَجِّل وتوب      اليوم من عمْرك اسْرَع من طـيار القطا,ينصح الناس بالتوبة السريعة لأن الوقت يمر بسرعة كالطيور,الغصن يابس,يا ابن ادم اللي تريد تتوب عجل وتوب      اليوم من عمرك اسرع من طيار القطا,طا,ط,الهجيني,لا يوجد,فتحة,[],ندم,[],"الله,المفاهيم_الإيمانية",الإيمان والدعاء,[],معاصر
22,300,الغصن يابس,سموّ فكرك يساعد في اختـيار الدروب      إعرف تفاصـيل دربك قبل رجلك تطا,يدعو للتمهل والتفكير الجيد قبل اتخاذ القرارات في الحياة,الغصن يابس,سمو فكرك يساعد في اختيار الدروب      اعرف تفاصيل دربك قبل رجلك تطا,طا,ط,الهجيني,لا يوجد,فتحة,[],حكمة,[],[],الطموح والنجاح,"[{""name"": ""الدروب"", ""type"": ""أماكن_مجردة""}]",معاصر
22,301,الغصن يابس,عليه واعرف مدى حسناتك مْن الذنوب      وتعـيش مرفوع هامَه .. مستـقيم الخُطا,تحليل الذات لمعرفة حسنات الإنسان وذنوبه ليعيش بثقة واستقامة,الغصن يابس,عليه واعرف مدي حسناتك من الذنوب      وتعيش مرفوع هامه .. مستقيم الخطا,طا,ط,الهجيني,لا يوجد,فتحة,[],حكمة,[],"الله,المفاهيم_الإيمانية","الإيمان والدعاء, الوفاء والصبر",[],معاصر
22,302,الغصن يابس,ياللي تقولون فـقر الناس فـقر الجيوب      الـوقــت .. ياما خـذا منّا وياما عـطا,يرد على من يعتبر الفقر ماليًا ويذكر تقلبات الزمن بين العطاء والأخذ,الغصن يابس,ياللي تقولون فقر الناس فقر الجيوب      الوقت .. ياما خذا منا وياما عطا,طا,ط,الهجيني,لا يوجد,فتحة,[],حكمة,[],[],الزمن والقدر,[],معاصر
22,303,الغصن يابس,فزَّاع .. وِجْهَة نظره الفقر فَقر القلوب      وجهة نظر .. يمكن انها صَح والاَّ خَـطا,ينقل وجهة نظر ترى أن الفقر الحقيقي هو في القلوب وليس في المال,الغصن يابس,فزاع .. وجهه نظره الفقر فقر القلوب      وجهه نظر .. يمكن انها صح والا خطا,طا,ط,الهجيني,لا يوجد,فتحة,"[{""name"":""حمدان بن محمد بن راشد آل مكتوم"",""relation"":""self"",""resolved_from"":[""فزاع""]}]",حكمة,[],[],القيادة والزعماء,[],معاصر
22,304,الغصن يابس,كم لي وانا احاول ابثّ الأمل فَـ الشـعوب      فـي كل مَرَّه أشـوف الـحزن فـيهم سطا,يحاول بث الأمل في الناس لكن يرى الحزن يسيطر عليهم دائمًا,الغصن يابس,كم لي وانا احاول ابث الامل ف الشعوب      في كل مره اشوف الحزن فيهم سطا,طا,ط,الهجيني,لا يوجد,فتحة,[],حزن,[],[],"الألم والحزن, الطموح والنجاح",[],معاصر
22,305,الغصن يابس,الغصن يابس وَلا طاح الـمطر يَالهبوب      قولي له يْطـيح لا يذبَحـه كثـر البطا,الغصن جاف والمطر لم يأتِ، يناشد الريح أن تسقطه بدل أن يُقتل بالبطش,الغصن يابس,الغصن يابس ولا طاح المطر يالهبوب      قولي له يطيح لا يذبحه كثر البطا,طا,ط,الهجيني,لا يوجد,فتحة,[],[],[],[],الزمن والقدر,"[{""name"": ""المطر"", ""type"": ""طبيعة_عامة""}, {""name"": ""الهبوب"", ""type"": ""طبيعة_عامة""}]",معاصر
22,306,الغصن يابس,واللي يقـول انّـه مْمَيَّـز وَلا له عـيـوب      يعيش فوق السما ، لايعيش فوق الوطا,ينتقد من يدعي الكمال ويشير إلى أن الكمال غير موجود على الأرض,الغصن يابس,واللي يقول انه مميز ولا له عيوب      يعيش فوق السما ، لايعيش فوق الوطا,طا,ط,الهجيني,لا يوجد,فتحة,[],[],[],[],الألم والحزن,"[{""name"": ""السما"", ""type"": ""طبيعة_عامة""}, {""name"": ""الوطا"", ""type"": ""أراضي_إماراتية""}]",معاصر
22,307,الغصن يابس,الشخص لو يقدر يغطّي عيوبه بثـوب      غَطّـى عـيوبه ، لكن الـعـيب ما له غطا,يؤكد أن العيوب البشرية لا يمكن إخفاؤها مهما حاول الإنسان,الغصن يابس,الشخص لو يقدر يغطي عيوبه بثوب      غطي عيوبه ، لكن العيب ما له غطا,طا,ط,الهجيني,لا يوجد,فتحة,[],[],[],[],الألم والحزن,[],معاصر
22,308,الغصن يابس,والشمس تشرق ، لكن بعد الشروق الغروب      لو نـورها يوم تَشـرق فـي سـماها سطا,الشمس تشرق لكنها حتمًا ستغيب، والنجاح مؤقت كما النور,الغصن يابس,والشمس تشرق ، لكن بعد الشروق الغروب      لو نورها يوم تشرق في سماها سطا,طا,ط,الهجيني,لا يوجد,فتحة,[],[],[],[],"الزمن والقدر, الطبيعة والخيل","[{""name"": ""الشمس"", ""type"": ""طبيعة_عامة""}, {""name"": ""سماها"", ""type"": ""طبيعة_عامة""}]",معاصر
23,309,إيمـــان الشـــعوب,مـعزِّبـنا الشِـعِر وضـيـوفـه احْنا والـسـنين شْـهـود      هـو اللّـي سَـجَّـل الـتـاريخ فـي صـفـحـات ديـوانه,الشعر هو موطن الشاعر وموثق للتاريخ بأبياته والبشر شهود عليه,ايمان الشعوب,معزبنا الشعر وضيوفه احنا والسنين شهود      هو اللي سجل التاريخ في صفحات ديوانه,انه,ه,الهجيني,لا يوجد,فتحة,[],فخر,[],[],"الشعر والإبداع, التراث النبطي",[],معاصر
23,310,إيمـــان الشـــعوب,مساكم عود .. لا والله مسـاكم فـاق دهن العـود      يغـار الـعـود من نَـفْـحَـاته وْ من طـيـب ريْـحـانـه,مساء عطر يفوق روعة العود ويغار منه بطيب رائحته,ايمان الشعوب,مساكم عود .. لا والله مساكم فاق دهن العود      يغار العود من نفحاته و من طيب ريحانه,انه,ه,الهجيني,لا يوجد,فتحة,[],فخر,[],[],الشعر والإبداع,[],معاصر
23,311,إيمـــان الشـــعوب,أنا ما جيت لجـل ألـغي الذي قبلي بْسـيف جْحود      واشـيِّـد بـرج عَـاجـي واسْكـنـه واسِـد بـيْـبَـــانـه,لم يأت لإلغاء السابقين بل لبناء صرحه وتأصيل مكانته,ايمان الشعوب,انا ما جيت لجل الغي الذي قبلي بسيف جحود      واشيد برج عاجي واسكنه واسد بيبانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""انا""]}]",فخر,[],[],"الشعر والإبداع, المجد والعز",[],معاصر
23,312,إيمـــان الشـــعوب,لـو انّي جـيت اصرِّح .. ما وَرَا كـثر الـمَـنَابر فـود      لكـنِّـي جـيت من شَـعـبٍ بـعَـزمـه سَـابَـق ازمـــانـه,لم يأت ليصرح عبر المنابر بل من شعب قوي عزيمته قديم,ايمان الشعوب,لو اني جيت اصرح .. ما ورا كثر المنابر فود      لكني جيت من شعب بعزمه سابق ازمانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""انا""]}]",فخر,[],[],"الطموح والنجاح, الإمارات ودبي",[],معاصر
23,313,إيمـــان الشـــعوب,إماراتي .. وانا افخر بانِّـي بْـدَار الفخـر مَـولـود      أبَا اخْدم دولـتـي لين الـجـسَـد تِفْـخَـر به اكْـفـانه,يفخر بكونه إماراتي ويطلب خدمة وطنه حتى آخر رمق,ايمان الشعوب,اماراتي .. وانا افخر باني بدار الفخر مولود      ابا اخدم دولتي لين الجسد تفخر به اكفانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""انا""]}]",فخر,[],[],"حب الوطن, الإمارات ودبي","[{""name"": ""الإمارات"", ""type"": ""أراضي_إماراتية""}, {""name"": ""دار الفخر"", ""type"": ""أراضي_إماراتية""}]",معاصر
23,314,إيمـــان الشـــعوب,أنا الـمقـصود وان قالوا عَلامك من هو الـمَقصود      من الطـير الوَحَـش لي شـاف ربـد وْ قَـص سـبقانه,يعتبر نفسه المقصود كطير وحشي يبحث عن سبيل للفرار,ايمان الشعوب,انا المقصود وان قالوا علامك من هو المقصود      من الطير الوحش لي شاف ربد و قص سبقانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""الشاعر"",""relation"":""المتحدث"",""resolved_from"":[""انا""]}]",فخر,[],[],المجد والعز,[],معاصر
23,315,إيمـــان الشـــعوب,على دَار الظـبي دَار الـمَرَاجـل والـكَـرم والـجـود      سَــــــلام ٍ يوقَـف الـتـــاريـخ لـه ويْـثَـبِّـت اركَــــانـه,يمجد دار الظبي مكان الشجاعة والكرم التي يحفظها التاريخ,ايمان الشعوب,علي دار الظبي دار المراجل والكرم والجود      سلام _ يوقف التاريخ له ويثبت اركانه,ود,د,الهجيني,لا يوجد,ضمة,[],فخر,[],[],"الإمارات ودبي, الصداقة والكرم","[{""name"": ""دار الظبي"", ""type"": ""أراضي_إماراتية""}]",معاصر
23,316,إيمـــان الشـــعوب,سَـلام الله عـلـيكـم يا الـنشـامى .. ما علـيكـم زود      نحـن مـنكـم وفـيكـم والـوطـن يفـخـر بـفـرسَـانه,يرحب بالنشامى ويؤكد فخر الوطن بفرسانه الأبطال,ايمان الشعوب,سلام الله عليكم يا النشامي .. ما عليكم زود      نحن منكم وفيكم والوطن يفخر بفرسانه,ود,د,الهجيني,لا يوجد,ضمة,[],فخر,[],الله,"القيادة والزعماء, الفخر والشجاعة","[{""name"": ""الوطن"", ""type"": ""أراضي_إماراتية""}]",معاصر
23,317,إيمـــان الشـــعوب,كَرَامَتـنا ما هب حول الـمسـاوَم .. ما نسوم ضْدود      نحـن فـوق الضـدود وْنَـظـرة الـحـاسِـد وحـسـبانه,كرامتهم لا تُساوم وهم فوق أعدائهم رغم الحسد والقتل,ايمان الشعوب,كرامتنا ما هب حول المساوم .. ما نسوم ضدود      نحن فوق الضدود ونظره الحاسد وحسبانه,ود,د,الهجيني,لا يوجد,ضمة,[],فخر,[],[],المجد والعز,[],معاصر
23,318,إيمـــان الشـــعوب,وطـنَّـا عِرضـنا اللّي ما نِطَــاوِع به كــلام نْـدود      ومن يرخَص بأرضـه يرخص بْعـرضه وعربانه,لا يرضون بالتنازل عن وطنهم فهو عرض يساوي عرضهم وحياتهم,ايمان الشعوب,وطنا عرضنا اللي ما نطاوع به كلام ندود      ومن يرخص بارضه يرخص بعرضه وعربانه,ود,د,الهجيني,لا يوجد,ضمة,[],فخر,[],[],"حب الوطن, المجد والعز","[{""name"": ""الأرض"", ""type"": ""أراضي_إماراتية""}]",معاصر
23,319,إيمـــان الشـــعوب,مَـدَار الشـمس يتبَـع دَربـنا .. ولـنا قبور جْـدود      إذا مَـرّوا عـلى الـتـــاريـخ فَــزّ وْ شَـنَّــف آذانـــه,دربهم يمتد عبر التاريخ ويخلد قبور أجدادهم وعظمائهم,ايمان الشعوب,مدار الشمس يتبع دربنا .. ولنا قبور جدود      اذا مروا علي التاريخ فز و شنف اذانه,ود,د,الهجيني,لا يوجد,ضمة,[],فخر,[],[],التراث النبطي,[],معاصر
23,320,إيمـــان الشـــعوب,نَمَـت مـن كَـفَّـه الطَّـاهِر جـنان ٍ طَـلْـعَـهـا مَـنضـود      ولا زلـنا ياليـن الـيــوم نَـقْـطـف ثَمْــرة جْـنَـــانه,نمت هذه المحبة من يد زايد الطاهرة وما زالت تثمر حتى الآن,ايمان الشعوب,نمت من كفه الطاهر جنان _ طلعها منضود      ولا زلنا يالين اليوم نقطف ثمره جنانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""زايد بن سلطان آل نهيان"",""relation"":""founding father"",""resolved_from"":[""كفه""]}]",فخر,[],[],القيادة والزعماء,[],معاصر
23,321,إيمـــان الشـــعوب,إذا قالـوا من الـمَحـسـود .. قلنا شـعـبنا مَحسـود      واذا قالـوا من اعيانـه ؟. نـقـول الـعَـالَـم اعـيانه,إذا قالوا إنهم محسودون، فالناس يقولون إنهم أشراف ومميزون,ايمان الشعوب,اذا قالوا من المحسود .. قلنا شعبنا محسود      واذا قالوا من اعيانه ؟. نقول العالم اعيانه,ود,د,الهجيني,لا يوجد,ضمة,[],فخر,[],[],القيادة والزعماء,[],معاصر
23,322,إيمـــان الشـــعوب,لكن بشراك يا ( زايـد ) كلام اهْل الحسـد مَردود      ثَــرانـا دونــه ارواح الـتـقـت وعـيـون سَـهْــــرَانـه,يرحب بزايد ويرفض أحاديث الحساد، فدماؤهم شهادة وتضحيات,ايمان الشعوب,لكن بشراك يا ( زايد ) كلام اهل الحسد مردود      ثرانا دونه ارواح التقت وعيون سهرانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""زايد بن سلطان آل نهيان"",""relation"":""founding father"",""resolved_from"":[""زايد""]}]",فخر,[],الله,القيادة والزعماء,"[{""name"": ""الثرا"", ""type"": ""أراضي_إماراتية""}]",معاصر
23,323,إيمـــان الشـــعوب,تـربّـيـنـا عـلى الـعِــز وْ تـعــوَّدنـا دروب الـكــــود      وهي عَـادة الامــــــاراتي .. وعـادة كـل جـدَّانـه,تربوا على العز والفضيلة وعادات الإماراتي الأبية متجذرة,ايمان الشعوب,تربينا علي العز و تعودنا دروب الكود      وهي عاده الاماراتي .. وعاده كل جدانه,ود,د,الهجيني,لا يوجد,ضمة,[],فخر,[],[],"التراث النبطي, المجد والعز",[],معاصر
23,324,إيمـــان الشـــعوب,على سَـبْـع ( الإمـارات ) الله اكـرمنا بْـسـبع فـهـود      على مَـبْـدا زعـيـم الـمَـجْـد ويْصــونـون مـا صَــانـه,على الإمارات السبع حفظ الله برقة سبعة فرسان وأبطالها,ايمان الشعوب,علي سبع ( الامارات ) الله اكرمنا بسبع فهود      علي مبدا زعيم المجد ويصونون ما صانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""زايد بن سلطان آل نهيان"",""relation"":""founding father"",""resolved_from"":[""الزعيم""]}]",فخر,[],الله,"القيادة والزعماء, الإمارات ودبي","[{""name"": ""الإمارات"", ""type"": ""أراضي_إماراتية""}]",معاصر
23,325,إيمـــان الشـــعوب,على دَرب الزَّعـيم مْـؤسِّـس الـوحـدَه أبونـا العـود      حكـيم الـعُرْب .. راس الـمَجد .. بَحر الجود ربَّـانه,على خطى زايد مؤسس الوحدة ورأس المجد وأبو الجود والكرم,ايمان الشعوب,علي درب الزعيم مءسس الوحده ابونا العود      حكيم العرب .. راس المجد .. بحر الجود ربانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""زايد بن سلطان آل نهيان"",""relation"":""founding father"",""resolved_from"":[""الزعيم"",""ابونا""]}]",فخر,[],الله,القيادة والزعماء,[],معاصر
23,326,إيمـــان الشـــعوب,على شان الـمكـارم واهْـلَـها ( زايــد ) بـذل مَجْـهـود      وجَـمَّــعـنا .. ســلام الله على ( زايـــد ) ورضـوانـه,زايد بذل جهوداً عظيمة وحقق جمع كلمة العرب تحت رايته,ايمان الشعوب,علي شان المكارم واهلها ( زايد ) بذل مجهود      وجمعنا .. سلام الله علي ( زايد ) ورضوانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""زايد بن سلطان آل نهيان"",""relation"":""founding father"",""resolved_from"":[""زايد""]}]",فخر,[],الله,القيادة والزعماء,[],معاصر
23,327,إيمـــان الشـــعوب,و لَـمَّا سَـــاد .. وَحَّـد دَاره وْخَـلاَّ الـدروب مْـهــــود      و عَـلاّ مـن قَـدر شَـعـبــــه ورَسَّـــخ قَـدر جـيْــرَانـه,وحد وطنه وفتح طرقه وأرسى مكانة شعبه وجيرانه المحيطين,ايمان الشعوب,و لما ساد .. وحد داره وخلا الدروب مهود      و علا من قدر شعبه ورسخ قدر جيرانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""زايد بن سلطان آل نهيان"",""relation"":""founding father"",""resolved_from"":[""وحد""]}]",فخر,[],[],القيادة والزعماء,"[{""name"": ""الداره"", ""type"": ""أراضي_إماراتية""}]",معاصر
23,328,إيمـــان الشـــعوب,مَعَ السلطان (قابوس) فْـ رُبَى (مسقط) كتب لعْـهود      وصِـرْنـا شَـعـــب وَاحِـد ، مـن إمــاراتـه إلى عـمانـه,تم الاتفاق والتعاون مع السلطان قابوس واندمجوا كشعب واحد,ايمان الشعوب,مع السلطان (قابوس) ف ربي (مسقط) كتب لعهود      وصرنا شعب واحد ، من اماراته الي عمانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""قابوس بن سعيد آل سعيد"",""relation"":""former Sultan of Oman"",""resolved_from"":[""السلطان (قابوس)""]}]",فخر,[],[],القيادة والزعماء,"[{""name"": ""مسقط"", ""type"": ""مدن_وأماكن_عربية""}]",معاصر
23,329,إيمـــان الشـــعوب,وْله حِشْمَه مَعَ (آل ثاني) وله حِشْمَه مَعَ (آل سعود)      وْله حِـشْـمَـه مَـعَ (البحرين ).. بـتْرَابه وشـطــآنـه,كان له مكانة محترمة مع الأسر الحاكمة الخليجية في الأرض والماء,ايمان الشعوب,وله حشمه مع (ال ثاني) وله حشمه مع (ال سعود)      وله حشمه مع (البحرين ).. بترابه وشطانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""زايد بن سلطان آل نهيان"",""relation"":""founding father"",""resolved_from"":[""وله""]}]",فخر,[],[],القيادة والزعماء,"[{""name"": ""البحرين"", ""type"": ""مدن_وأماكن_عربية""}]",معاصر
23,330,إيمـــان الشـــعوب,وْله فـي ( ســوريا ) مَـع شَـعـبَـها قَـدر ٍ ماهو مَـعْــدود      فجَع ( بـيـروت ) مـوته واذْهَـل (الأردن ) وعَـمَّـانه,رزينة مواقفه مع سوريا، أثر موته في بيروت، أذهل الأردن وعمان,ايمان الشعوب,وله في ( سوريا ) مع شعبها قدر _ ماهو معدود      فجع ( بيروت ) موته واذهل (الاردن ) وعمانه,ود,د,الهجيني,لا يوجد,ضمة,"[{""name"":""زايد بن سلطان آل نهيان"",""relation"":""founding father"",""resolved_from"":[""وله""]}]",فخر,[],[],القيادة والزعماء,"[{""name"": ""سوريا"", ""type"": ""مدن_وأماكن_عربية""}, {""name"": ""بيروت"", ""type"": ""مدن_وأماكن_عربية""}, {""name"": ""الأردن"", ""type"": ""مدن_وأماكن_عربية""}]",معاصر
