poem_id,row_ids,line_count,Title_cleaned,Title_raw,category,meter,qafiya,ai_images_thumb,Poem_line_cleaned,Poem_line_raw,places,religion,animals,events,entities,sentiments,subjects,summary_combined,ai_prompt
213,"[2881, 2882, 2883, 2884]",4,يوم الوداع,يوم الوداع,معاصر,الهجيني,ها,/images/poems/213_Drive_New_Thumbnail_view.jpg,"حتي خفوقي لو يقول انه علي بعدك شجاع      ساعه فراقك مستحيل ان يحتمل لحظاتها
كلما نظرت لرمش عينك جيت لامرك بانصياع      تقول كن الجاذبيه في هدبك اثباتها
باشبع عيوني من عيونك شوف قدر المستطاع      عل وعساها تكتفي بالشوف من لذاتها
من قبل اعرفك كان شعري من ضياع الي ضياع      والحين يمشي بس لعيونك علي مرضاتها","حتى خـفوقـي لو يـقـول انـّه على بُعـدك شـجاع      ساعة فراقك مستحيل ان يحتمل لحظاتها
كلما نظرت لرمـش عينك جيت لامرك بانصياع      تـقـول كـن الجـاذبـيّـه في هـدبـك اثـباتـها
باشبع عيوني من عيونك شوف قدر المستطاع      عـلّ وْعـساها تكـتـفي بالشـوف من لـذاتها
من قبل اعرفك كان شعري من ضياع إلى ضياع      والحين يمشي بس لعـيونك على مرضاتها",[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""خفوقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""بعدك""]}]","[""حزن"", ""حب"", ""شوق"", ""حنين""]","[""الألم والحزن"", ""الفراق والهجر"", ""الوفاء والصبر"", ""الحب والغزل"", ""الجمال والعيون"", ""الشوق والحنين""]",لا يحتمل لحظات الفراق رغم ادعائه الشجاعة وقوته في البعد يعبر عن إعجابه بجمال عين محبوبته وسحر رموشها الجاذب يريد أن يشبع عينيه من جمالها آملًا أن تكتفي بالنظر فقط قبل معرفتها كان شعره مشتتًا والآن يكتب من أجله وبأملها,"لا يحتمل لحظات الفراق رغم ادعائه الشجاعة وقوته في البعد يعبر عن إعجابه بجمال عين محبوبته وسحر رموشها الجاذب يريد أن يشبع عينيه من جمالها آملًا أن تكتفي بالنظر فقط قبل معرفتها كان شعره مشتتًا والآن يكتب من أجله وبأملها | Mood: حزن, حب, شوق, حنين | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
213,[2885],1,يوم الوداع,يوم الوداع,معاصر,الهجيني,ها,/images/poems/213_Drive_New_Thumbnail_view.jpg,لو ماذكرتك في قصيدي صار شعري في صراع      ودفاتري تبغيك تتواجد علي صفحاتها,لو ماذكرتك في قصيدي صار شعري في صراع      ودفاتـري تبغـيك تـتواجـد على صفـحاتها,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""شعري"", ""دفاتري""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""ذكرتك""]}]","[""شوق""]","[""الحب والغزل"", ""الألم والحزن"", ""الذكريات""]",ذكرها ضرورة لشعره، إذ يقل صقله دون حضورها في صفحاته,"ذكرها ضرورة لشعره، إذ يقل صقله دون حضورها في صفحاته | Mood: شوق | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
214,"[2886, 2887, 2888, 2889]",4,اجلس مع نفسك,إجلس مع نفسك,معاصر,المسحوب,ول,/images/poems/214_Drive_New_Thumbnail_view.jpg,"ياللي قريبك ظالمك وتقول شوفوا لي حلول      اجلس مع نفسك وفكر لجل تعرف وش تبي
جرب تحل الامر من بينك وبينه بالاصول      وخاطبه باسلوب المحنك لا باسلوب الغبي
عداوته في ذاتها حسب كلام اهل العقول      تاثيرها اشد واخطر من عداء الاجنبي
لا تزعلك هرجه قريبك وان تشمت بك عذول      قله تري كثر الشماته من صفات اهل العبي","يَاللّي قريْبِك ظَالمك وتْقول شوفوا لي حلول      إجْلِس مَعَ نَفْسِك وفَكّر لَجْل تَعرف وِش تَبي
جَرّب تِحِلّ الأمْر من بيْنِك وبيِْنِه بِالأصول      وْخَاطبْه باسْلُوب الْمُحَنّك لا بِإسْلوب الْغبي
عَدَاوتِه في ذَاتَها حسَبْ كَلام أهْل العقول      تَأثيرَها أشَدّ وَاخْطَر مِن عِدَاء الأجْنبي
لا تَزْعِلِك هَرْجَة قريْبِك وِان تِشَمَّت بِك عِذول      قِلّه تَرى كّثْر الشّمَاته مِن صفَات اهْل العِبي",[],[],[],[],[],"[""حكمة"", ""صبر""]","[""الوفاء والصبر"", ""الطموح والنجاح"", ""الألم والحزن"", ""الغيرة والعتاب""]",ينصح بالتفكير الذاتي لفهم مشاكل الظلم من الأقرباء وإيجاد حلول. يدعو لحل الصراعات بالحكمة والتحدث بأسلوب ناضج بعيد عن الحماقة. يصف عداوة الأقرباء بأنها أخطر تأثيرًا من عداوة الغرباء. يحذر من الانزعاج من حديث الأقرباء وانتقادهم رغم شمتهم السيئة.,"ينصح بالتفكير الذاتي لفهم مشاكل الظلم من الأقرباء وإيجاد حلول. يدعو لحل الصراعات بالحكمة والتحدث بأسلوب ناضج بعيد عن الحماقة. يصف عداوة الأقرباء بأنها أخطر تأثيرًا من عداوة الغرباء. يحذر من الانزعاج من حديث الأقرباء وانتقادهم رغم شمتهم السيئة. | Mood: حكمة, صبر | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
214,"[2890, 2891, 2892, 2893]",4,اجلس مع نفسك,إجلس مع نفسك,معاصر,المسحوب,بي,/images/poems/214_Drive_New_Thumbnail_view.jpg,"وان كذبوك اقرابك اصبر والصبر مهما يطول      لابد تكسب به فخر وتقول هذا مكسبي
وان كان ناسي ودي اذكرك في حاجه واقول      النا في تاريخ النبي عبره , فداه امي وابي
سلمان من فارس وصدق بالذي قال الرسول      وابو لهب عم النبي .. كذب بما قال النبي
احفظ نصاءح كل عاقل له مع العالم قبول      الشايب يردد معانيها علي سمع الصبي","وِان كَذّبوك اقْرِابِك اصْبِر وِالصّبِر مَهْمَا يِطول      لابُد تِكْسَب بِه فَخِر وِتْقول هَذا مكْسَبي
وِان كان نَاسِي وِدّي اذَكّرك في حَاجَه وَاقول      إلْنا في تَاريخ النّبي عِبْرَه , فِدَاه امّي وَابي
سَلمان مِن فَارس وصَدّق بالّذي قَال الرّسُول      وَابو لَهَبْ عَمّ النَّبي .. كَذَّب بِما قَال النَّبي
إحْفَظ نِصَائِح كل عَاقِل لِه مَعَ العَالَم قُبول      الشَّايِب يْرَدّد مَعَانِيْهَا عَلى سَمْع الصّبي",[],"[{""name"": ""الأنبياء""}]",[],[],"[{""name"": ""هند بنت مكتوم بن جمعة آل مكتوم"", ""relation"": ""الأم"", ""resolved_from"": [""امي""]}, {""name"": ""محمد بن راشد آل مكتوم"", ""relation"": ""الأب"", ""resolved_from"": [""ابي""]}]","[""صبر,فخر"", ""حكمة""]","[""الوفاء والصبر"", ""المجد والعز"", ""الإيمان والدعاء"", ""التراث النبطي""]",يشجع على الصبر أمام الكذب والخذلان من الأقرباء لتحقيق الفخر. يذكر عبرة تاريخية من حياة النبي لتثبيت الصبر على الأذى. يروي مثال سلمان الفارسي وأبو لهب لتوضيح صدق ونفاق الأقربين. يوصي بحفظ نصائح الحكماء التي تتحلى بالقبول والإفادة للجميع.,"يشجع على الصبر أمام الكذب والخذلان من الأقرباء لتحقيق الفخر. يذكر عبرة تاريخية من حياة النبي لتثبيت الصبر على الأذى. يروي مثال سلمان الفارسي وأبو لهب لتوضيح صدق ونفاق الأقربين. يوصي بحفظ نصائح الحكماء التي تتحلى بالقبول والإفادة للجميع. | Mood: صبر,فخر, حكمة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
214,"[2894, 2895]",2,اجلس مع نفسك,إجلس مع نفسك,معاصر,المسحوب,بي,/images/poems/214_Drive_New_Thumbnail_view.jpg,"بالعزم يقدر منكبك يحمل ثقيلات الحمول      اتعب وقل يارب يا وهاب بارك في تعبي
ولولا قوي العزم والاصرار ما شفت الذهول      يوزعه بين الجهات الاربعه (حاكم دبي)","بِالْعَزم يِقْدَر مَنْكِبِك يحمِل ثِقيْلات الْحُمول      إتْعَب وِقِل يَارَب يَا وَهَّاب بَارك في تْعَبي
وْلوْلا قوِيّ العَزم وِالإصْرَار مَا شِفْت الذُّهول      يوَزّعه بين الجِهَات الأربَعَه (حَــاكِم دبـــي)","[{""resolved_from"": ""دبي"", ""name"": ""أراضي إماراتية""}]","[{""name"": ""الله""}, {""name"": ""العبادة""}]",[],[],"[{""name"": ""محمد بن راشد آل مكتوم"", ""relation"": ""الأب"", ""resolved_from"": [""حاكم دبي""]}]","[""أمل,صبر"", ""فخر""]","[""الطموح والنجاح"", ""الإيمان والدعاء"", ""القيادة والزعماء""]",يشدد على أهمية العزم لتحمل الأعباء ويطلب البركة في التعب. يبرز أن الإصرار والعزيمة سبب في إنجاز الأمور الكبيرة والدهشة.,"يشدد على أهمية العزم لتحمل الأعباء ويطلب البركة في التعب. يبرز أن الإصرار والعزيمة سبب في إنجاز الأمور الكبيرة والدهشة. | Mood: أمل,صبر, فخر | Location: أراضي إماراتية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
215,"[2896, 2897, 2898, 2899]",4,سيداتي .. انساتي .. سادتي,سيداتي .. انساتي .. سادتي,معاصر,المتقارب,تي,/images/poems/215_Drive_New_Thumbnail_view.jpg,"سيداتي .. انساتي .. سادتي      انصفوني في تغطرس غادتي
واعذروني لاسكبت الدمع يا      سيداتي انساتي سادتي
حذروها من جنون اهل الهوي      واجبروها عن حكي نقادتي
عن سعاده خافقي قولو لها      انها كانت سبب سعادتي","سيداتي .. انساتي .. سادتي      انصفوني في تغطرس غادتي
واعذروني لاسكبت الدمع يا      سيداتي انساتـي سادتـي
حذروها من جنون اهل الهوى      واجبروها عن حكي نقادتـي
عن سعادة خافقي قولو لها      انها كانت سبـب سعادتـي",[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""سيداتي"", ""انساتي"", ""سادتي""]}]","[""حزن"", ""خوف"", ""حب""]","[""الألم والحزن"", ""الصداقة والكرم"", ""الغيرة والعتاب"", ""الحب والغزل"", ""الشوق والحنين""]",الشاعر يطالب بالحُكم العادل على تصرفاته المغرورة نحو محبوبته يطلب السماح لحدوث دموعه تعبيراً عن أحاسيسه العميقة يحذرها من تأثير جنون العشاق وأخطاء النقاد في فهمه يقول لها أن سعادته كانت بسبب الحب الكبير لها,"الشاعر يطالب بالحُكم العادل على تصرفاته المغرورة نحو محبوبته يطلب السماح لحدوث دموعه تعبيراً عن أحاسيسه العميقة يحذرها من تأثير جنون العشاق وأخطاء النقاد في فهمه يقول لها أن سعادته كانت بسبب الحب الكبير لها | Mood: حزن, خوف, حب | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
215,"[2900, 2901, 2902, 2903]",4,سيداتي .. انساتي .. سادتي,سيداتي .. انساتي .. سادتي,معاصر,المتقارب,تي,/images/poems/215_Drive_New_Thumbnail_view.jpg,"صارت الفرحه لها عاده وانا      الحزن والهم صارت عادتي
المدينه من بعد هجرانها      اضلمت , والشوق هز ارادتي
ذكريات الحزن في جدرانها      دمعه الحرمان فوق وسادتي
اه من ظلم المحبه واهلها      سجلوا يا اهل الغرام افادتي","صارت الفرحة لها عادة وانا      الحزن والهم صارت عادتي
المدينه من بعد هجرانها      اضلمت , والشوق هز إرادتي
ذكريات الحزن في جدرانها      دمعه الحرمان فوق وسادتي
آه من ظلم المحبة وأهلها      سجلوا يا أهل الغرام إفادتي","[{""resolved_from"": ""المدينة"", ""name"": ""مواقع دينية""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]","[""حزن"", ""شوق"", ""حنين"", ""حب""]","[""الألم والحزن"", ""الشوق والحنين"", ""الذكريات"", ""الغيرة والعتاب"", ""الحب والغزل""]",يصف تكرار الفرح لديها مقابل استمراره في الحزن والهم يشعر بأن المدينة أصبحت مظلمة بعد هجرانها وأن الشوق يهز إرادته يذكر أن ذكريات الحزن محفورة في المكان وتسبب له دموع الحرمان يشتكي من ظلم الحب وأهله ويسجل شكواه لأهل الغرام,"يصف تكرار الفرح لديها مقابل استمراره في الحزن والهم يشعر بأن المدينة أصبحت مظلمة بعد هجرانها وأن الشوق يهز إرادته يذكر أن ذكريات الحزن محفورة في المكان وتسبب له دموع الحرمان يشتكي من ظلم الحب وأهله ويسجل شكواه لأهل الغرام | Mood: حزن, شوق, حنين, حب | Location: مواقع دينية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
215,[2904],1,سيداتي .. انساتي .. سادتي,سيداتي .. انساتي .. سادتي,معاصر,المتقارب,تي,/images/poems/215_Drive_New_Thumbnail_view.jpg,واه من حسادتي من بعدها      كيف عذري كيف عن حسادتي,وآه من حسادتي من بعدها      كيف عذري كيف عن حسادتي,[],[],[],[],[],"[""غيرة""]","[""الألم والحزن"", ""الغيرة والعتاب""]",يعبر عن معاناته من الحسد ويحاول تبرير نفسه أمامه,"يعبر عن معاناته من الحسد ويحاول تبرير نفسه أمامه | Mood: غيرة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
216,"[2905, 2906, 2907, 2908]",4,الوطن كله... ابوك,الوطن كله... أبوك,معاصر,الهجيني,وك,/images/poems/216_Drive_New_Thumbnail_view.jpg,"هذا قدر كل النفوس العظيمه      لاحلامها ما تمشي الا علي الشوك
هذا الوطن عز وشموخ وعزيمه      ويا موطني عزك من اللي يعزوك
كفوفنا اللي للمواطن رحيمه      علي العدا مدمايه وسم مضكوك
تبسمي بنت الكريم الكريمه      اهتزو الانذال لكن ماهزوك","هذا قـــــدر كل النفــــــــــوس العظيمه      لأحلامها مـــــــا تمشي إلا على الشـــوك
هذا الوطــــــــــن عــزّ وشموخ وعزيمه      ويا موطني عــــــــــزّك من اللي يعزّوك
كفــــــــــــوفنا اللي للمواطـــن رحيمه      على العـــــدا مدمايه وســم مضكوك
تبسمي بنت الكــــــــــــــريم الكريمه      اهتزو الانذال لكــــــــــــن ماهزّوك","[{""resolved_from"": ""الوطن"", ""name"": ""أراضي إماراتية""}]",[],[],[],[],"[""فخر""]","[""الطموح والنجاح"", ""حب الوطن"", ""الإمارات ودبي"", ""المجد والعز"", ""الوفاء والصبر""]",الحياة للنفوس العظيمة مليئة بالصعاب والتحديات المؤلمة. الوطن رمز للعزة والشموخ والعزيمة التي ترفع من مكانته. أيادينا رحيمة لأهل الوطن لكنها قاسية على أعدائه. فتاة الكرم تبتسم رغم محاولات الأعداء هزيمتها.,"الحياة للنفوس العظيمة مليئة بالصعاب والتحديات المؤلمة. الوطن رمز للعزة والشموخ والعزيمة التي ترفع من مكانته. أيادينا رحيمة لأهل الوطن لكنها قاسية على أعدائه. فتاة الكرم تبتسم رغم محاولات الأعداء هزيمتها. | Mood: فخر | Location: أراضي إماراتية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
216,"[2909, 2910]",2,الوطن كله... ابوك,الوطن كله... أبوك,معاصر,الهجيني,وك,/images/poems/216_Drive_New_Thumbnail_view.jpg,"وانا فعزاكم والمشاعر حميمه      ماراح اقول اسف ابا اقول مبروك
غلطان منهو قال عنك يتيمه      ما انتي يتيمه والوطن كله .. ابوك","وانا فعزاكم والـمشــــــــــــاعر حميمه      ماراح اقـــــــول آســــف ابا اقول مبروك
غلطــــــــان منهو قال عنّـك يتيمه      ما انتي يتيمه والوطــــن كله .. أبــــــــوك","[{""resolved_from"": ""الوطن"", ""name"": ""أراضي إماراتية""}]",[],[],[],[],"[""حب""]","[""الوفاء والصبر"", ""المجد والعز"", ""حب الوطن""]",أعبر عن مشاعر حارة بالعزاء مبتهجا بالنجاح لا بالأسف. الشاعر ينفي أن محبوبته يتيمة ويؤكد أن الوطن أبٌ وداعم.,"أعبر عن مشاعر حارة بالعزاء مبتهجا بالنجاح لا بالأسف. الشاعر ينفي أن محبوبته يتيمة ويؤكد أن الوطن أبٌ وداعم. | Mood: حب | Location: أراضي إماراتية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
217,"[2911, 2912, 2913, 2914]",4,مراحل العمر..,مراحل العمر..,معاصر,الهجيني,ها,/images/poems/217_Drive_New_Thumbnail_view.jpg,"مراحل العمر تجري والزمن جاري      والناس تفني ويبقي وجه خالقها
ارسم ملامح طموحاتي في اشعاري      واحاول اني قبل ما اموت احققها
واعرف مقدار غيري قبل مقداري      واخطاء نفسي علي غيري ما اعلقها
لكن مشوار عمري لي متي ساري      ارهقت نفسي وما ادري ليه مرهقها","مراحـــــــل العمر تجــــــري والزمن جـــــاري      والنـــــــــــــــــاس تفنى ويبقى وجـــــــه خالقها
أرســـــــــــــــــم ملامح طموحاتي في أشعاري      واحـــــــاول اني قبــــل ما امـــــــــوت احقـقـها
واعــــــرف مقـــــــــــدار غيري قبــل مقداري      واخطــــــــــاء نفسي على غيري مــــــا اعلقها
لكـــــــــن مشــــــوار عمري لى متى ســـاري      أرهقــــــــت نفسي ومــــــــا ادري ليه مرهقها","[{""resolved_from"": ""مشوار عمري"", ""name"": ""أماكن مجردة""}]","[{""name"": ""الله""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""الناس"", ""خالقها""]}]","[""أمل"", ""حكمة"", ""حزن""]","[""الزمن والقدر"", ""الطموح والنجاح"", ""الشعر والإبداع"", ""الوفاء والصبر"", ""الألم والحزن""]",الشاعر يتأمل في مرور العمر وزوال الناس وبقاء وجه الخالق يرسم طموحاته ويحاول تحقيقها قبل الموت عبر شعره يعترف بمعرفة قدر الآخرين وعدم تحميلهم أخطاء نفسه يتساءل عن مدة مشوار حياته ويتألم من التعب والارهاق,"الشاعر يتأمل في مرور العمر وزوال الناس وبقاء وجه الخالق يرسم طموحاته ويحاول تحقيقها قبل الموت عبر شعره يعترف بمعرفة قدر الآخرين وعدم تحميلهم أخطاء نفسه يتساءل عن مدة مشوار حياته ويتألم من التعب والارهاق | Mood: أمل, حكمة, حزن | Location: أماكن مجردة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
217,"[2915, 2916, 2917, 2918]",4,مراحل العمر..,مراحل العمر..,معاصر,الهجيني,ها,/images/poems/217_Drive_New_Thumbnail_view.jpg,"قدام تتعب قدم رجلي يا مشواري      الايام ساعاتها تشرح دقايقها
وانا طموحي تخلد فعلي اخباري      ف ارشيف تاريخ الافعال ووثايقها
نجاحي لشخصي اعداءه يا انصاري      اكيد منطقه ما يشبه لمنطقها
من يامر بستر خلق الله وهو عاري      نصيحته من علي نفسه يطبقها","قـــــدام تتعب قــــــــدم رجلي يا مشــــــواري      الايـــــــــــــام ساعاتها تشــــــــــــرح دقايقها
وانـــــــــــــــا طمـــوحي تخلّد فعلي اخبـاري      ف ارشيـــــــف تاريــــــــخ الافعال ووثايقها
نجــــــاحي لشخصي اعــــــداءه يا أنصاري      أكيـــــــد منطقه مــــــــــا يشــــــبه لمنطقها
مــــــــــــن يامر بستر خلق الله وهو عاري      نصيحته مــــــــــــــــــــن على نفسه يطبّقها","[{""resolved_from"": ""مشواري"", ""name"": ""أماكن مجردة""}, {""resolved_from"": ""قدم رجلي"", ""name"": ""أعضاء وجوارح""}]","[{""name"": ""الله""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""مشواري""]}]","[""حزن"", ""فخر"", ""حكمة""]","[""الألم والحزن"", ""الزمن والقدر"", ""الطموح والنجاح"", ""الشعر والإبداع"", ""الغيرة والعتاب"", ""الوفاء والصبر""]",يشكو من تعب قدميه ومرور الوقت الذي يبدو طويلاً يرنو لتخليد أفعاله وطموحاته في تاريخ مبين ووثائق يؤكد أن نجاحه وأعدائه ينتمون إلى عوالم ومنطق مختلفة ينتقد من يأمر بستر الناس وهو عاري ويوصي بالصدق الذاتي,"يشكو من تعب قدميه ومرور الوقت الذي يبدو طويلاً يرنو لتخليد أفعاله وطموحاته في تاريخ مبين ووثائق يؤكد أن نجاحه وأعدائه ينتمون إلى عوالم ومنطق مختلفة ينتقد من يأمر بستر الناس وهو عاري ويوصي بالصدق الذاتي | Mood: حزن, فخر, حكمة | Location: أماكن مجردة, أعضاء وجوارح | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
217,"[2919, 2920]",2,مراحل العمر..,مراحل العمر..,معاصر,الهجيني,ها,/images/poems/217_Drive_New_Thumbnail_view.jpg,"صحيح انا ما معي جنه ولا ناري      لكن ربي خلق خلقه وفرقها
والطيب قصه وفيها معظم اسراري      والذل نار ونفوس الذل يحرقها","صحـيح انــــــــــــــا ما معي جنه ولا ناري      لكــــــــن ربّي خلــــــــق خلقه وفـــــــرّقها
والطيــــــــب قصّه وفيها معظم اســــراري      والذل نــــــار ونفــــــــــــوس الذل يحرقها","[{""resolved_from"": ""جنة"", ""name"": ""مواقع دينية""}]","[{""name"": ""الله""}, {""name"": ""المفاهيم الإيمانية""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا"", ""ربي""]}]","[""حكمة""]","[""الإيمان والدعاء"", ""الزمن والقدر"", ""الألم والحزن"", ""الوفاء والصبر""]",يعترف بعدم امتلاكه جنة أو نار مع إقرار اختلافات الخلق يكشف أن طيبته سر وبعض أسراره بينما الذل يحرق النفوس,"يعترف بعدم امتلاكه جنة أو نار مع إقرار اختلافات الخلق يكشف أن طيبته سر وبعض أسراره بينما الذل يحرق النفوس | Mood: حكمة | Location: مواقع دينية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
218,"[2921, 2922, 2923, 2924]",4,حب المطيه,حب المطيّه,معاصر,الهجيني,ها,/images/poems/218_Drive_New_Thumbnail_view.jpg,"يوم تسالني علي حب المطيه      كيف اعشق ركضها واعرف ضمرها
السبوق ، النادره ، العدمليه      اشتري ثرها لو ان يبتاع ثرها
لو ثمنها فوق ، ماتغلا عليه      المهم اضع شعاري في ظهرها
اقنص الحقه وعيني للقيه      اسبق القانص قبل يسمع خبرها","يوم تسألني على حب المطيّه      كيف اعشق ركضها واعرف ضمرها
السبوق ، النادره ، العدمليّه      اشتري ثرها لو ان يبتاع ثرها
لو ثمنها فوق ، ماتغلا عليّه      المهم آضع شعاري في ظهرها
أقنص الحقّـه وعيني للقـيّه      أسبق القانص قبل يسمع خبرها",[],[],"[{""name"": ""الحصان"", ""category"": ""حصان"", ""resolved_from"": [""المطيه""]}]",[],[],"[""حب""]","[""الحب والغزل"", ""الطبيعة والخيل"", ""التراث النبطي""]",يتساءل كيف يعشق سرعة المطيه ويفهم سر خفاياها. يرى أن قيمتها فريدة ونادرة ويستحق أن تُشترى بثمنها مهما كان. يؤكد أن السعر ليس مهماً بقدر اعتزامه وضع شعاره عليها كرمز له. يحرص على اللحاق بها قبل أي منافس والتفوق عليه.,"يتساءل كيف يعشق سرعة المطيه ويفهم سر خفاياها. يرى أن قيمتها فريدة ونادرة ويستحق أن تُشترى بثمنها مهما كان. يؤكد أن السعر ليس مهماً بقدر اعتزامه وضع شعاره عليها كرمز له. يحرص على اللحاق بها قبل أي منافس والتفوق عليه. | Mood: حب | Animals: الحصان | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
218,"[2925, 2926, 2927, 2928]",4,حب المطيه,حب المطيّه,معاصر,الهجيني,ها,/images/poems/218_Drive_New_Thumbnail_view.jpg,"وان لقيت ام الوصوف العالميه      اطلب الله ياعساني ما اخسرها
سبقها غبه بحر واكثر شويه      والمضمر ماقدر يوصل غزرها
هكذا و( العاصفه ) دايم غنيه      بالجيوش اللي مايحتاج اختبرها
ماتغيب من الرموز الموسميه      تاخذ اكثرها اذا ماتحتكرها","وان لقيت أم الوصوف العالميّه      اطلب الله ياعساني ما اخسرها
سبقها غبّة بحر واكثر شويّه      والمضمّر ماقـدر يوصل غـزرها
هكذا و( العاصفه ) دايم غنيّه      بالجيوش اللي مايحتاج اختبرها
ماتغيب من الرموز الموسميّه      تاخـذ اكثرها إذا ماتحتكـرها","[{""resolved_from"": ""البحر"", ""name"": ""طبيعة عامة""}]","[{""name"": ""الله""}]","[{""name"": ""الحصان"", ""category"": ""حصان"", ""resolved_from"": [""ام الوصوف""]}]",[],[],"[""أمل"", ""فخر""]","[""الإيمان والدعاء"", ""الطبيعة والخيل"", ""التراث النبطي""]",يطلب من الله ألا يخسره إذا وجد ما يستحق وصفه بالدرجة العالمية. يشبه سبقها بغابة واسعة والمضمر لا يستطيع الوصول إلى أسرارها. العاصفة دائماً قوية وبها جيوش لا تحتاج لاختبار. لا تغيب عن الرموز الموسمية وتأخذ معظمها إذا لم تحتكر.,"يطلب من الله ألا يخسره إذا وجد ما يستحق وصفه بالدرجة العالمية. يشبه سبقها بغابة واسعة والمضمر لا يستطيع الوصول إلى أسرارها. العاصفة دائماً قوية وبها جيوش لا تحتاج لاختبار. لا تغيب عن الرموز الموسمية وتأخذ معظمها إذا لم تحتكر. | Mood: أمل, فخر | Animals: الحصان | Location: طبيعة عامة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
219,"[2929, 2930, 2931, 2932]",4,ثلاثيه نصر,ثلاثية نصر,نبطي,الهجيني,اري,/images/poems/219_Drive_New_Thumbnail_view.jpg,"يا شعار النبط في شرق والا غرب انا ملزوم      انا ملزوم اشنف سمع جمهوري من اشعاري
قصيد يجلي الضيقه عن الولهان والمهموم      له الحساد تشهد قبل ما تشهد له انصاري
ويا لايم شاعر يستشهد بشعره حرام اللوم      احاسيس الشعر ما هي مثل نشرات الاخباري
اما قال النبي حدث بنعمه ربك القيوم      وانا حدثت خلق الله بنعمه ربي الباري","يا شعَّار النبَط في شَرق وِالاَّ غَرب انَا مَلْزوم      أنَا مَلْزوْم اشَنّـف سَمْع جُمْهوري مِنَ اشْعَاري
قِصـيْدٍ يَـجْلي الضِّيْقَه عَن الوَلْهان والـمَهْمُوم      لِه الحُسَّـاد تِـشْـهَد قَبْل مَا تِـشْهَد لِه انْـصَـــاري
وْيَا لايِمْ شَاعِرٍ يِسْتَـشْهِد بْشِـعرَهْ حَـرَام اللّوم      أحَاسيْسَ الشِّعِر مَا هي مِثِل نَشْرَات الاخْبَاري
أمَا قَال النبي حَدِّث بِنِعْـمَة رَبِّـك الْقَـيّـوم      وَانَا حَـدَّثْـت خَلْـقَ اللهْ بِنِعـمَةْ رَبّـي الْـبَــاري",[],"[{""name"": ""الله""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]","[""حزن"", ""فخر""]","[""القيادة والزعماء"", ""المجد والعز"", ""الشعر والإبداع"", ""الألم والحزن"", ""الوفاء والصبر"", ""الإيمان والدعاء""]",الشاعر يعبر عن ارتباطه القوي بتراث النبط وصلته بجمهوره. يصف قصيده تزيل الضيق عن المحبين وتحظى بشهادة الحساد والمناصرين. ينصح بعدم لوم الشاعر الذي يمزج الشعر بأحاسيس عميقة لا تشبه الأخبار. يشير إلى تأكيد النبي على نعمه والله يذكره بنعمته على الخلق.,"الشاعر يعبر عن ارتباطه القوي بتراث النبط وصلته بجمهوره. يصف قصيده تزيل الضيق عن المحبين وتحظى بشهادة الحساد والمناصرين. ينصح بعدم لوم الشاعر الذي يمزج الشعر بأحاسيس عميقة لا تشبه الأخبار. يشير إلى تأكيد النبي على نعمه والله يذكره بنعمته على الخلق. | Mood: حزن, فخر | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
