poem_id,Row_ID,Title_cleaned,Poem_line_cleaned,places,religion,animals,events,entities,sentiments,subjects,summary,Title_raw,Poem_line_raw,ai_images_thumb,qafiya,rawy,wasl,haraka,meter,category
53,750,البدر,كن الوصل دنيتي يوم الوعد تمه      وكن الوعد جنتي دام الوصل يومه,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الوصل""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""دنيتي"", ""الوعد""]}]",حب,"[""الحب والغزل"", ""الشوق والحنين""]",يصف الوصل بأنه دنيته والوعد جنتُه عندما يستمر الوصل,الـبــدر,كن الوصل دنيتي يوم الوعد تـمّه      وكـنّ الوعـد جـنـّـتي دام الوصل يومه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
53,751,البدر,ما الوم من لامني في حبه ونمه      حتي فوادي ولو يشكيه ما الومه,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""حبه""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""فوادي""]}]",حب,"[""الحب والغزل"", ""الوفاء والصبر""]",لا يلوم من لامه على الحب رغم ألم قلبه وعذابه,الـبــدر,ما الوم من لامـني في حـبّه ونمّـه      حـتى فـوادي ولو يـشـكـيه مـا الـومـه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
53,752,البدر,اذا تكلم يغار العطر من فمه      سوالفه كلها بالمسك مختومه,[],[],[],[],"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""فمه""]}]",حب,"[""الجمال والعيون"", ""الحب والغزل""]",يحسد كلامه العطر لأن حديثه معطر بالمسك وجميل,الـبــدر,إذا تـكـلـّم يـغـار العـطـر مـن فـمّـه      سـوالـفـه كلـّها بالـمـســـك مخـتـومـه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
53,753,البدر,ياليت لي همني من نظرته همه      عينه خذت نظرتي قبل اخذ علومه,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""نظرته"", ""عينه""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""نظرتي""]}]",حب,"[""الحب والغزل"", ""الجمال والعيون""]",يتمنى هماً من نظرة من تحبه التي سلبت نظره وعلمه,الـبــدر,ياليت لى هـمّـني من نظـرته هـمّه      عـينه خذت نظـرتي قـبل آخذ عـلومه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
53,754,البدر,ابطا يسولف عن الطيب وحنان امه      ما يدري انه بقلبي وثق سهومه,[],[],[],[],"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""الطيب"",""سهومه""]}]",حب,"[""الحب والغزل"", ""الشوق والحنين""]",يتحدث عن طيبة وحنان والدتها التي لا يدرك ثقل سموها في قلبه,الـبــدر,أبطا يسولف عن الطيب وحنان امّه      ما يـدري انـّه بـقـلـبي وثـّـق سـهـومه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
53,755,البدر,ما يدري انه علاج العاشق وسمه      وان القصايد علي طاريه منظومه,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""وسمه""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""العاشق""]}]",حب,"[""الحب والغزل"", ""الشعر والإبداع""]",يرى أن محبوبه علاج العاشق وسمه، وقصائده منسجمة معه,الـبــدر,ما يدري انّه علاج العاشق وسمّه      وان القـصايـد على طـاريـه منـظـومه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
53,756,البدر,طالعت في ساعته رد ورفع كمه      لا ساعته قصدي ولا قصدي ختومه,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""كمه""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""قصدي""]}]",حب,"[""الحب والغزل""]",يرد على رسالة لا تحمل نواياه ولا طيب كلامه,الـبــدر,طالعـت في ساعـته ردّ ورفـع كمّه      لا ساعـته قـصدي ولا قصدي ختومه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
53,757,البدر,ما قصدي الا الغلا لي ساقني يمه      احيان ارومه وبعض احيان ما ارومه,[],[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""يمه""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""الغلا""]}]",حب,"[""الحب والغزل"", ""الغيرة والعتاب""]",ينوي الحب فقط وينقسم بين التودد والاحتراز,الـبــدر,ما قصدي الاّ الغلا لى ساقـني يمّه      أحيان ارومه وبعـض احيان ما ارومه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
53,758,البدر,لولا الحيا والا انا في ذمتي ذمه      لا غزي علي روض رمانه ومشمومه,"[{""resolved_from"": ""روض رمانه ومشمومه"", ""name"": ""مواقع نبطية""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]",حب,"[""الحب والغزل"", ""الوفاء والصبر""]",لو لم يكن حياءً وشرفاً لما تردد في الاقتراب من محبوبته,الـبــدر,لولا الحـيا والاّ انا في ذمّـتي ذمّـه      لا غزي على روض رمّانه ومشمومه,/images/poems/53_Drive_New_Thumbnail_view.jpg,ومه,م,لا يوجد,كسرة,الهجيني,كلاسيكي
54,759,الجروح,الله خلق لي نفس تسمو علي البوح      ماهيب لا ضاقت من الهم باحت,[],"[""الله""]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""لي""]}]",حزن,"[""الألم والحزن"", ""الوفاء والصبر""]",يتحدث عن نفس قوية ترفض التعبير عن الهم رغم الضيق,الـجــروح,ألله خلق لي نفس تسـمو على البوح      ماهـيب لا ضاقـت من الهـم باحـت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
54,760,الجروح,علي كثر ما شفت ضيقات وجروح      لا الوجه متغير ولا العين صاحت,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""شفت""]}]",حزن,"[""الألم والحزن"", ""الوفاء والصبر""]",يرى الضيقات والجروح كثيرة لكنه يحتفظ بثباته وهدوئه,الـجــروح,على كثر ما شفت ضيقات وجروح      لا الوجه متغـيّر ولا العـين صاحت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
54,761,الجروح,ابشرك .. بشاره الروح للروح      تبي تطيحني الليالي وطاحت,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ابشرك""]}]",أمل,"[""الألم والحزن"", ""الوفاء والصبر""]",يشير إلى أنه قوي وصامد رغم محاولات الأيام إسقاطه,الـجــروح,أبـشـّرك .. بـشـارة الـروح للـروح      تـبي تطـيّحـني اللـيـالي وطـاحـت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
54,762,الجروح,هذا انا والوجه باسم ومشروح      وجه بروقه لمعظم الناس لاحت,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""هذا انا""]}]",صبر,"[""الوفاء والصبر"", ""الألم والحزن""]",يصف نفسه بابتسامة رغم الجراح الظاهرة للجميع,الـجــروح,هـذا أنـا والـوجـه باسـم ومـشـروح      وجهٍ بروقـه لمعـظم الناس لاحـت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
54,763,الجروح,كم محزم  بني علي شوفه صروح      وكم نفس من طارف عطاه استراحت,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""هذا انا""]}, {""name"": ""بني علي"", ""relation"": ""القبيلة"", ""resolved_from"": [""بني علي""]}]",فخر,"[""الوفاء والصبر"", ""الألم والحزن""]",يتحدث عن بناء مكانة وقيمة ترتكز على رؤية واضحة وتأمل,الـجــروح,كم محزم ٍ بنى على شـوفه صروح      وكم نفس من طارف عطاه استراحت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
54,764,الجروح,الله وهبنا عز و امجاد و طموح      وذكر علي جدران الايام ناحت,"[{""resolved_from"": ""جدران الايام"", ""name"": ""أماكن مجردة""}]","[""الله""]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""هذا انا""]}, {""name"": ""علي"", ""relation"": ""الجد"", ""resolved_from"": [""علي""]}]",فخر,"[""المجد والعز"", ""الطموح والنجاح""]",يؤكد أن الله منحهم العزة والطموح التي تُخلّد في الزمن,الـجــروح,ألله وهـبـنا عـز و امجـاد و طمـوح      وذكـر ٍعـلى جـدران الايـّـام ناحِـت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
54,765,الجروح,هذي مراجل ماهي بضحك ومزوح      ماهي شموعي لا ضوا الصبح ساحت,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""شموعي""]}]",[],"[""الألم والحزن""]",يثبت أن مواقفه جادة غير مزاحية وصموده مستمر,الـجــروح,هذي مراجل ماهي بضحك ومزوح      ماهي شموعي لا ضوا الصبح ساحت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
54,766,الجروح,الصفح خصله والفخر ماله صفوح      والحزن لا سيطر علي الروح ناحت,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""الروح""]}]",حزن,"[""الوفاء والصبر"", ""الفخر والشجاعة"", ""الألم والحزن""]",يبرز أنه متسامح ومفتخر ولا يسمح للحزن بالسيطرة,الـجــروح,الصـفح خصله والفخر ماله صـفوح      والحزن لا سيطر على الروح ناحت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
54,767,الجروح,بعض الجروح تجي لك شوي وتروح      وبعض الجروح ان جات ماعاد راحت,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""لك""]}]",حزن,"[""الألم والحزن""]",يفرق بين الجروح العابرة والجروح العميقة التي تبقى,الـجــروح,بعض الجروح تجي لك شوي وتروح      وبعض الجروح ان جات ماعاد راحت,/images/poems/54_Drive_New_Thumbnail_view.jpg,احت,ت,لا يوجد,فتحة,الرجز,معاصر
55,768,الزعل ماهو دموع,وقت الساعه حسب توقيت الاحباب المحلي      ياخفوق  مايهاب البحر ضيقه واتساعه,"[{""resolved_from"": ""البحر"", ""name"": ""طبيعة عامة""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""الاحباب""]}]",حب,"[""الحب والغزل"", ""الشوق والحنين""]",توقيت القلب كزمن الأحباب لا يخاف البحر ضيقه واتساعه,الزعل ماهو دموع,وقـّت الساعة حسب توقيت الاحباب المحلّي      ياخـفوق ٍ مايهاب البحـر ضـيقه واتـسـاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,769,الزعل ماهو دموع,ويا نجوم الليل لاغاب السهر في العين طلي      لين نور الصبح باكر يسطع ف وجهي شعاعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""في وجهي""]}]",شوق,"[""الشوق والحنين"", ""الألم والحزن""]",سهر الليل مستمر حتى بزوغ نور الصبح يضيء الوجه,الزعل ماهو دموع,ويا نجوم الليل لاغاب السهر في العين طلّي      لين نور الصبح باكر يسطع فـْ وجهي شعاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,770,الزعل ماهو دموع,ويا قريحه شاعر  فكره من اللهفه مولي      علمي حسادي ان الشعر ابداع وبراعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]",فخر,"[""الشعر والإبداع""]",شاعر ملهوف على إبداعه وشعره يتحدى الحساد,الزعل ماهو دموع,ويا قـريحة شاعـر ٍ فـكره من اللهـفه مـولّي      علـّمي حـسّادي ان الشـعـر إبـداع وبـراعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,771,الزعل ماهو دموع,وزعيني في قلوب الناس وانا في محلي      يكفي اني فرد واحد وتاثر به جماعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]",فخر,"[""الطموح والنجاح"", ""الشعر والإبداع""]",رغبة في التأثير في قلوب الناس ولو كان فرداً واحداً,الزعل ماهو دموع,وزّعـيني في قـلوب النـاس وانا في محـلّي      يـكـفي انـّي فـرد واحـد وتـّأثــَّر به جـماعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,772,الزعل ماهو دموع,صادق الاحساس لو انه ورا ضلع  معلي      ياصل لجمهوره الواعي بلا صحف واذاعه,[],[],[],[],[],حب,"[""الشعر والإبداع"", ""الطموح والنجاح""]",الإحساس الصادق يصل مباشرة للجمهور الواعي بدون وسائل,الزعل ماهو دموع,صادق الإحـساس لو إنـّه ورا ضلع ٍ معـلّي      ياصل لجمهوره الواعي بلا صحف وإذاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,773,الزعل ماهو دموع,والزعل ماهو دموع وضيقه وحسره ياخلي      ومن يقول انه دموع وضيقه وحسره.. اشاعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ياخلي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الزعل""]}]",حكمة,"[""الألم والحزن"", ""الفراق والهجر""]",الزعل ليس دموعاً وحسرة كما يعتقد البعض,الزعل ماهو دموع,والزعل ماهو دموع وضيقه وحسره ياخلّي      ومن يقول انه دموع وضيقه وحسره.. إشاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,774,الزعل ماهو دموع,الزعل بين الحبايب مثل لحظات التجلي      فرصه التفكير يا للوصل والا للقطاعه,[],[],[],[],"[{""name"":""الحبايب"",""relation"":""الحبيب والشاعر"",""resolved_from"":[""الحبايب""]}]",تأمل,"[""الحب والغزل"", ""الفراق والهجر""]",الزعل بين الحبايب فرصة للتفكير إما للوصل أو الفراق,الزعل ماهو دموع,الزعـل بين الحـبايب مثل لحـظات التجـلّي      فـرصة التـفكـير يا للوصـل والاّ للـقـطاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,775,الزعل ماهو دموع,والليالي من سنين العمر تاخذ ما تخلي      من نشر فيها شراعه لازم  يطوي شراعه,[],[],[],[],[],حكمة,"[""الزمن والقدر"", ""الفراق والهجر""]",السنين تأخذ وتترك أشياء، والجارح لازم يُطوى,الزعل ماهو دموع,واللـيالي مـن سـنين العـمر تاخـذ ما تخـلّي      من نشر فيها شـراعه لازم ٍ يطوي شراعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,776,الزعل ماهو دموع,واللقا مثل القناعه .. كل مازادت تقلي      والفقير ان مات عذره مات من كثر القناعه,[],[],[],[],[],حكمة,"[""الزمن والقدر"", ""الألم والحزن""]",اللقاء كالقناعة كلما زادت قلت وأحياناً يغلق باب العذر,الزعل ماهو دموع,واللـقا مثـل القـناعـه .. كـل مازادت تـقـلّي      والفقير ان مات عذره مات من كثر القناعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,777,الزعل ماهو دموع,والمفارق .. مثل طاري الموت ماعنه تخلي      مءمن به حق ايماني ولا اداني سماعه,[],"[""المفاهيم الإيمانية""]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ايماني""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""المفارق""]}]",حزن,"[""الفراق والهجر"", ""الزمن والقدر""]",الفراق شبيه بالموت مؤمن به بالإيمان الحقيقي,الزعل ماهو دموع,والمفارق .. مثل طاري الموت ماعنّه تخلّي      مؤمـن به حـق إيـمـاني ولا ادانـي سـماعـه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,778,الزعل ماهو دموع,ويا حبيبي لا تلوم انسان من طبعه يزلي      ما خلقه الله رسول ولا جعل عنده شفاعه,[],"[""الله""]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انسان""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""حبيبي""]}]",حب,"[""الحب والغزل"", ""الغيرة والعتاب""]",لا لوم على من يخطئ فهذا طبع البشر غير معصومين,الزعل ماهو دموع,ويا حبيـبي لا تـلوم انـسان من طبعه يـزلّي      ما خلقه الله رسـول ولا جعـل عنده شـفاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,779,الزعل ماهو دموع,في الزعل ارفق علينا بالدلال وبالتغلي      وان سمحت العفو عند المقدره والاستطاعه,[],[],[],[],"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""علينا""]}]",حب,"[""الحب والغزل"", ""الوفاء والصبر""]",الطلب في الزعل يكون بالرفق والدلال والعفو عند المقدرة,الزعل ماهو دموع,في الـزعل إرفـق عـلينا بالدلال وبالـتـغـلّي      وان سمحت العفو عند المقدره والإستطاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,780,الزعل ماهو دموع,وان بغيت البعد قلت البعد قال ش فيك قلي      قلت ويش اقول ماعندي علي الفرقي مناعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""قلت""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""البعد""]}]",شوق,"[""الفراق والهجر"", ""الألم والحزن""]",الرغبة في البعد رغم عدم وجود مناعة ضد الفراق,الزعل ماهو دموع,وان بغـيت البعـد قلت البعـد قال شـْ فيك قـلّي      قلت ويش اقول ماعندي على الفرقى مناعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,781,الزعل ماهو دموع,كنت احسب اني شجاع  لايهاب ولا يولي      واثر يوم البعد ماينفع شجاع ولا شجاعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اني""]}]",حزن,"[""الفراق والهجر"", ""الفخر والشجاعة""]",البعد يكسر الشجاعة ولا ينفع معها شجاعة أخرى,الزعل ماهو دموع,كنت احسب اني شـجاع ٍ لايهـاب ولا يولّي      واثر يوم البعـد مايـنفـع شجاع ولا شـجاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,782,الزعل ماهو دموع,قال شكلك تبغي الدعوي مسرات وتسلي      وانثني ما عاد له في شوفتي شف وطماعه,[],[],[],[],"[{""name"":""الحبيب"",""relation"":""المحبوب"",""resolved_from"":[""شكلك""]}]",حزن,"[""الغيرة والعتاب"", ""الحب والغزل""]",اتهام بالسعي للمشاكل رغم الانكسار والبعاد,الزعل ماهو دموع,قال شكـلك تبغي الدعـوى مسـرّات وتـسـلّي      وانثـنى ما عاد له في شوفـتي شفّ وْطماعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,783,الزعل ماهو دموع,قلت له يا كامل الاوصاف انا طالبك باللي      ملكك روح الضعيف وعلمك سمع  وطاعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""طالبك""]}]",حب,"[""الحب والغزل"", ""الوفاء والصبر""]",طلب الحبيب بالود والخضوع بحسن الخلق والاحترام,الزعل ماهو دموع,قـلت له يا كامـل الأوصـاف أنا طـالـبك باللي      ملـّكك روح الضعـيف وعلّمك سـمع ٍ وطاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,784,الزعل ماهو دموع,دامك اخترت الفراق وجزت من بعضي وكلي      اخذ عيني واخذ عقلي واخذ خفاقي وداعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""من بعضي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الفراق""]}]",شوق,"[""الفراق والهجر"", ""الشوق والحنين""]",الفراق قسم القلب وأخذ معه العين والعقل والخفقان,الزعل ماهو دموع,دامك اخترت الفراق وجزت من بعضي وكلّي      إخذ عـيني واخذ عـقلي واخـذ خـفاقي وداعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,785,الزعل ماهو دموع,قال : ليه ؟ وقلت عيني لاجل دمعاتي تهلي      يمكن اذا شفت دمعي يحزنك كثر اندفاعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""قلت""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""يحزنك""]}]",حزن,"[""الألم والحزن"", ""الحب والغزل""]",دموع العين ليها أمل أن تحرك الحزن في الآخر,الزعل ماهو دموع,قال : ليه ؟ وقلت عيني لاجل دمعـاتي تهـلّي      يمكن اذا شـفـت دمعي يحـزنك كثر اندفاعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,786,الزعل ماهو دموع,واخذ عقلي لاجل تدري كيف منك ما يملي      كيف طيفك في خياله كل وقت وكل ساعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""عقلي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""منك"", ""طيفك""]}]",شوق,"[""الشوق والحنين"", ""الحب والغزل""]",العقل مأسور بتفكير مستمر في الحبيب وطيفه,الزعل ماهو دموع,واخذ عقلي لاجل تدري كيف منـّك ما يملّي      كيف طـيفـك في خياله كل وقـت وكل ساعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,787,الزعل ماهو دموع,واخذ خفاقي معك لله في لله .. ياللي      مادريت بقيمته عندي سوي لحظه وداعه,[],"[""الله""]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""خفاقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""معك"", ""ياللي""]}]",حب,"[""الحب والغزل"", ""الفراق والهجر""]",الخفقان مع الحبيب وداع مؤلم ذُكر بقيمته آنذاك,الزعل ماهو دموع,واخـذ خـفـّـاقـي مـعـك لله فـي لله .. يـاللي      مادريت بقـيمته عندي سـوى لحظة وداعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
55,788,الزعل ماهو دموع,وكان لا هذا ولا هذا ولا هذا حصل لي      الفقير ان مات عذره مات من كثر القناعه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""لي""]}]",حكمة,"[""الألم والحزن"", ""الزمن والقدر""]",الفقر في العذر سببه كثرة القناعة وعدم المطالبة,الزعل ماهو دموع,وكـان لا هـذا ولا هــذا ولا هــذا حصـل لي      الفـقـير ان مات عذره مات من كثر القـناعه,/images/poems/55_Drive_New_Thumbnail_view.jpg,عه,ع,لا يوجد,فتحة,الرجز,معاصر
56,789,السالفه,قم علم الصبح ويش البارحه قلنا      خله يقول لعواذلنا تصافينا,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""قلنا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""تصافينا""]}]",[],"[""الحب والغزل"", ""الغيرة والعتاب""]",الشاعر يدعو لإعلان البداية رغم الخلافات السابقة وعدم اكتراثه بآراء الآخرين,السـالفــه,قـم علّم الصبح ويش البارحه قـلنا      خـلّه يـقـول لعـواذلـنـا تـصــــافـيـنـا,/images/poems/56_Drive_New_Thumbnail_view.jpg,نا,ن,لا يوجد,فتحة,الهجيني,معاصر
56,790,السالفه,حتي يعرفون يوم انه تزاعلنا      نبغي نزود قهرهم لا تراضينا,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""نبغي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""تراضينا""]}]",غضب,"[""الغيرة والعتاب"", ""الفراق والهجر""]",يعبر عن رفضه التسامح لإرضاء من يكرههم وزيادة تأجيجهم للألم,السـالفــه,حتى يـعـرفـون يـوم انـّه تـزاعـلـنا      نـبغـي نـزوّد قـهــرهـم لا تـراضـيـنا,/images/poems/56_Drive_New_Thumbnail_view.jpg,نا,ن,لا يوجد,فتحة,الهجيني,معاصر
56,791,السالفه,حنا شربنا الغلا حتي تمايلنا      من نشوه الحب تدفعنا خطاوينا,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""حنا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الحب""]}]",حب,"[""الحب والغزل"", ""الشوق والحنين""]",يصف تأثير الحب الشديد عليهما ودفعهما للأخطاء بشغف,السـالفــه,حـنا شـربـنا الـغـلا حـتى تـمـايـلـنا      من نـشوة الحـب تـدفـعــنا خـطاوينا,/images/poems/56_Drive_New_Thumbnail_view.jpg,نا,ن,لا يوجد,فتحة,الهجيني,معاصر
56,792,السالفه,نكسب تعاطف هل الحب بتعاملنا      وهروج حسادنا ما اثرت فينا,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""حنا""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الحب""]}]",غيرة,"[""الحب والغزل"", ""الغيرة والعتاب""]",يوضح أن تعاطف الآخرين لا يؤثر فيهم ولا يغير من موقف الحساد,السـالفــه,نكسب تعاطـف هل الحـب بتعـاملنا      وهــروج حـسّـادنـا ما أثــّرت فـيـنا,/images/poems/56_Drive_New_Thumbnail_view.jpg,نا,ن,لا يوجد,فتحة,الهجيني,معاصر
