poem_id,Row_ID,Title_raw,Poem_line_raw,summary,Title_cleaned,Poem_line_cleaned,قافية,البحر,وصل,حركة,نوع,شخص,sentiments,أماكن,أحداث,مواضيع,تصنيف,overall confidence,Status
39,619,إقرب تعال,بـــك فـوادي حِـيــا يـا سـحــاب الحـِيا      ان منعــت الـحيـــا بـس يكفـي اتصال,يعبر عن انتعاش قلبه بحضور الحبيب رغم خجل اللقاء,اقرب تعال,بك فوادي حيا يا سحاب الحيا      ان منعت الحيا بس يكفي اتصال,ل,الرجز,الألف,سكون,مطلقة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حب"",""حيا"",""شوق""]",[],[],"[""أنت"",""سحاب الحيا"",""فوادي""]",معاصر,0.88,Analysed
40,620,ألف عام,ما يفـيد الكـلام ولـو أبا احكـي كـلامي      كيف اعاتب خفوقي وما يفيد الكلام,الشاعر يعبر عن عجز الكلام في التأثير على قلبه العظيم,الف عام,ما يفيد الكلام ولو ابا احكي كلامي      كيف اعاتب خفوقي وما يفيد الكلام,م,الكامل,,سكون,مؤسسة,"[{""name"":""خفوقي"",""relation"":""الحبيبة""}]","[""حسرة"",""عجز""]",[],[],"[""خفوقي"",""كلامي""]",معاصر,0.88,Analysed
40,621,ألف عام,من زرعته في قلبي صار كل اهتمامي      طار بي فوق هـامه ومرّ بي ألف عام,المحبوب يحتل كل اهتمامه ويشعر بأنه عبر ألف عام من المشاعر,الف عام,من زرعته في قلبي صار كل اهتمامي      طار بي فوق هامه ومر بي الف عام,م,الكامل,,سكون,مؤسسة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""شوق""]",[],[],"[""زرعته"",""قلبي"",""اهتمامي""]",معاصر,0.92,Analysed
40,622,ألف عام,قمت احس الخفوق ونـبضها في عظامي      بعـظامي نبـضها وكسرت بي العظام,يحس بنبض القلب في عظامه، مما يسبب له ألمًا عميقًا,الف عام,قمت احس الخفوق ونبضها في عظامي      بعظامي نبضها وكسرت بي العظام,م,الكامل,,سكون,مؤسسة,"[{""name"":""الخفوق"",""relation"":""الحبيبة""}]","[""وجد"",""ألم""]",[],[],"[""خفوق"",""نبضها"",""عظامي""]",معاصر,0.9,Analysed
40,623,ألف عام,وآنا احب الليالي واعشق اعشق ظلامي      وآنا ما قـمـت امـيّـز نـورها من ظــلام,يحب الليل وظلامه لكنه لا يميز بين النور والظلام فيها,الف عام,وانا احب الليالي واعشق اعشق ظلامي      وانا ما قمت اميز نورها من ظلام,م,الكامل,,سكون,مؤسسة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""حنين""]",[],[],"[""نورها"",""ظلام""]",معاصر,0.85,Analysed
40,624,ألف عام,بـاحـتـرامٍ أجـيـها ورجـعـت بـاحـتــرامي      وآنا أكـتب بـدمّـي إسمـها بـاحـتــرام,يأتي إلى محبوبته باحترام ويكتب اسمها بدمه تكريمًا لها,الف عام,باحترام اجيها ورجعت باحترامي      وانا اكتب بدمي اسمها باحترام,م,الكامل,,سكون,مؤسسة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""احترام"",""حب""]",[],[],"[""اسمها"",""دمي"",""احترام""]",معاصر,0.89,Analysed
40,625,ألف عام,قمت انادي إسمها وانسى كل الأسامي      واسمها في إسمها م الأسامي الكرام,ينادي اسمها وينسى كل الأسماء الأخرى، معتبرًا اسمها الأسمى,الف عام,قمت انادي اسمها وانسي كل الاسامي      واسمها في اسمها م الاسامي الكرام,م,الكامل,,سكون,مؤسسة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""حب"",""انبهار""]",[],[],"[""اسمها"",""الأسامي"",""الكرام""]",معاصر,0.91,Analysed
40,626,ألف عام,لام ميـمٍ ويـاءٍ والألـف في الخـتـامـي      وعقـبـها هالله هالله ويا سلامٍ سـلام,يشيد بجمال اسمها وينتهي بتهليل وإعجاب مبالغ فيه,الف عام,لام ميم وياء والالف في الختامي      وعقبها هالله هالله ويا سلام سلام,م,الكامل,,سكون,مؤسسة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""تعظيم"",""إعجاب""]",[],[],"[""لام"",""ميم"",""ياء"",""الألف""]",معاصر,0.87,Analysed
40,627,ألف عام,ألف عـامٍ قضـيـته و ألـف عـامٍ أمـامي      ورجّعتني في عالم شوق برّ وخـيام,أمضى ألف عام من الحب وما زال يعيش في عالم الشوق والحنين,الف عام,الف عام قضيته و الف عام امامي      ورجعتني في عالم شوق بر وخيام,م,الكامل,,سكون,مؤسسة,"[{""name"":""الحبيبة"",""relation"":""المحبوبة""}]","[""شوق"",""أمل""]",[],[],"[""الف عام""]",معاصر,0.86,Analysed
41,628,إلى البـراءه,حبيبي والله انّي ما قدرت استوعب اللي صار      لفا خبر الـنيا واخلـفت ظن اللي صدق ظنـّه,الشاعر يعبر عن صدمته وعدم استيعابه لما حدث وخيانة ظنه.,الي البراءه,حبيبي والله اني ما قدرت استوعب اللي صار      لفا خبر النيا واخلفت ظن اللي صدق ظنه,ه,الكامل,,كسرة,مقيدة,"[{""name"":""حبيبي"",""relation"":""الحبيب""}]","[""حزن"",""صدمة"",""خيبة أمل""]",[],[],"[""حبيبي"",""ظنه"",""اللي صدق ظنه""]",معاصر,0.92,Analysed
41,629,إلى البـراءه,أنا كـذّبت فيك اللي نقـل لي صادقـات اخبار      كتمت انفاس صدري وافضحتني جرّة الونّه,يشكو من الأكاذيب التي صدقها وأثرت على صدره وأفضحته.,الي البراءه,انا كذبت فيك اللي نقل لي صادقات اخبار      كتمت انفاس صدري وافضحتني جره الونه,ه,الكامل,,كسرة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المخاطب""}]","[""حزن"",""خيانة"",""ألم""]",[],[],"[""فيك"",""اللي نقل لي""]",معاصر,0.88,Analysed
41,630,إلى البـراءه,حبيبي ضاعت دروب الرجا والدار غير الدار      سكـنت بـدار من يـسكـن بها ما تـلحـقـه منـّه,يشير إلى فقدان الأمل وتحول الحياة إلى مكان لا يمكن الهروب منه.,الي البراءه,حبيبي ضاعت دروب الرجا والدار غير الدار      سكنت بدار من يسكن بها ما تلحقه منه,ه,الكامل,,كسرة,مقيدة,"[{""name"":""حبيبي"",""relation"":""الحبيب""},{""name"":""يسكن"",""relation"":""الساكن""}]","[""يأس"",""فقدان"",""حزن""]","[{""name"":""الدار"",""type"":""طبيعة""},{""name"":""دروب الرجا"",""type"":""طبيعة""}]",[],"[""حبيبي"",""من يسكن"",""ما تلحقه منه""]",معاصر,0.85,Analysed
41,631,إلى البـراءه,ياويلي كل ما اطالع براءه تـلمحك الانظار      ومن يسـكـن بعـينـك كيف تـقدر تبتعد عنـّه,يعبر عن ألم رؤية محبوبه في أعين الآخرين وصعوبة الابتعاد عنه.,الي البراءه,ياويلي كل ما اطالع براءه تلمحك الانظار      ومن يسكن بعينك كيف تقدر تبتعد عنه,ه,الكامل,,كسرة,مقيدة,"[{""name"":""حبيبي"",""relation"":""الحبيب""},{""name"":""براءه"",""relation"":""المرأة""}]","[""شوق"",""ألم"",""حنين""]",[],[],"[""حبيبي"",""تلمحك"",""عينك"",""براءه"",""الانظار""]",معاصر,0.9,Analysed
41,632,إلى البـراءه,بدت تتشابه دروبي يالين الدرب فيها احتار      أنا المغرم وكانت لي دروب الشوق مطمنـّه,يشكو من تضارب دروبه التي أصبحت متشابهة ومليئة بالحيرة.,الي البراءه,بدت تتشابه دروبي يالين الدرب فيها احتار      انا المغرم وكانت لي دروب الشوق مطمنه,ه,الكامل,,كسرة,مقيدة,"[{""name"":""المغرم"",""relation"":""عام""}]","[""حيرة"",""شوق"",""غم""]","[{""name"":""دروبي"",""type"":""طبيعة""},{""name"":""دروب الشوق"",""type"":""طبيعة""}]",[],"[""المغرم"",""أنا""]",معاصر,0.87,Analysed
41,633,إلى البـراءه,أعاتب كل خطوة شوق واصنع للذنوب اعذار      يالين العـذر أصبح ذنب حظي واعتـذر منـّه,يعاتب خطواته ويبرر ذنوبه لكنه يعترف بأنها أصبحت عبئًا عليه.,الي البراءه,اعاتب كل خطوه شوق واصنع للذنوب اعذار      يالين العذر اصبح ذنب حظي واعتذر منه,ه,الكامل,,كسرة,مقيدة,[],"[""ندم"",""شوق"",""حسرة""]",[],[],[],معاصر,0.78,Analysed
41,634,إلى البـراءه,إذا سن الدهر سيفه وحلـّت بالقضا الاقدار      من يـرد للـقضا سـيفه إذا سـيف الـدهر سنـّه,يصف قسوة القدر واستحالة مقاومتها عندما تتخذ شكلاً نهائيًا.,الي البراءه,اذا سن الدهر سيفه وحلت بالقضا الاقدار      من يرد للقضا سيفه اذا سيف الدهر سنه,ه,الكامل,,كسرة,مقيدة,[],"[""يأس"",""قضاء"",""استسلام""]",[],[],[],معاصر,0.75,Analysed
41,635,إلى البـراءه,إذا جفـّت موارد هالتمنّي واذبلت الازهار      من يرد السـواقـي والـندى والعـطر والـبَـنـّه,يحكي عن ذبول الأمنيات وفقدان الجمال والخصب الطبيعي.,الي البراءه,اذا جفت موارد هالتمني واذبلت الازهار      من يرد السواقي والندي والعطر والبنه,ه,الكامل,,كسرة,مقيدة,[],"[""يأس"",""فقدان"",""جفاف""]",[],[],[],معاصر,0.72,Analysed
41,636,إلى البـراءه,كتبتك والقوافي بيت سرّي والبيوت اسرار      تعبت اخفي جروحي والشعر يوشي وانا اكنـّه,يعبر عن تعبه في إخفاء جراحه رغم أن الشعر يكشفها.,الي البراءه,كتبتك والقوافي بيت سري والبيوت اسرار      تعبت اخفي جروحي والشعر يوشي وانا اكنه,ه,الكامل,,كسرة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المخاطب""}]","[""حب"",""أسرار"",""ألم""]",[],[],"[""كتبتك""]",معاصر,0.82,Analysed
41,637,إلى البـراءه,حبيبي وانت في قربك وبعدك جنـّتي والنار      واذا لابـد من بعـدك .. حـبيبي نارك الجـنـّه,يصف تأثير القرب والبعد عن الحبيب بين الجنة والنار.,الي البراءه,حبيبي وانت في قربك وبعدك جنتي والنار      واذا لابد من بعدك .. حبيبي نارك الجنه,ه,الكامل,,كسرة,مقيدة,"[{""name"":""حبيبي"",""relation"":""الحبيب""}]","[""حب"",""تناقض"",""شوق""]",[],[],"[""حبيبي"",""قربك"",""بعدك""]",معاصر,0.91,Analysed
42,638,أمجاد الجدود,في ظل من يسجد لجاهه عبيده      والاعمار تمضي والليالي مقيمه,وصف لعظمة صاحب الجاه وتأثيره الدائم رغم مرور الزمن.,امجاد الجدود,في ظل من يسجد لجاهه عبيده      والاعمار تمضي والليالي مقيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""عبيده"",""relation"":""جماعة""}]","[""تأمل"",""حكمة""]",[],[],"[""عبيد"",""يسجد""]",معاصر,0.85,Analysed
42,639,أمجاد الجدود,واللي يقول اللي خذ المجد بيده      الـمجـد ما يـوخــذ بلـيّا عـزيـمه,المجد يتحقق بالإصرار والعزيمة، وليس بالاستسلام.,امجاد الجدود,واللي يقول اللي خذ المجد بيده      المجد ما يوخذ بليا عزيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""اللي"",""relation"":""عام""}]","[""حكمة"",""عزيمة""]",[],[],"[""اللي يقول""]",معاصر,0.82,Analysed
42,640,أمجاد الجدود,سـلام يـنبض بالـفخامه وريـده      كـلّه عـلو و فـيه قـدر وحـشيمه,تحية تنبض بالفخر والهيبة والقيمة العالية.,امجاد الجدود,سلام ينبض بالفخامه وريده      كله علو و فيه قدر وحشيمه,ة,الكامل,,كسرة,مقيدة,[],"[""فخر"",""علو""]",[],[],[],معاصر,0.78,Analysed
42,641,أمجاد الجدود,يـنصاك ياشـبل الأسـود العـنيده      يا ابن الكـريم ويا سلاله كريمه,نصيحة وتحفيز لشاب شجاع وكريم الأصل.,امجاد الجدود,ينصاك ياشبل الاسود العنيده      يا ابن الكريم ويا سلاله كريمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""شبل الأسود"",""relation"":""المخاطب""}]","[""فخر"",""كرامة""]",[],[],"[""أنت"",""يا شبل"",""ابن الكريم"",""سلالة كريمة""]",معاصر,0.92,Analysed
42,642,أمجاد الجدود,ماجد مليك المجد ، والمجد عيده      عـلاقـتـه مع التـقـدم .. حـميـمه,المجد والعظمة مرتبطان بالتقدم والتطور المستمر.,امجاد الجدود,ماجد مليك المجد ، والمجد عيده      علاقته مع التقدم .. حميمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""ماجد"",""relation"":""مليك المجد""}]","[""فخر"",""مجد""]",[],[],"[""ماجد"",""مليك المجد""]",معاصر,0.88,Analysed
42,643,أمجاد الجدود,يزخر بالاعجاز الخـيالي رصيده      بفضل من يحيي العظام الرميمه,المجد ينبع من الإبداع وإحياء أمجاد الماضي.,امجاد الجدود,يزخر بالاعجاز الخيالي رصيده      بفضل من يحيي العظام الرميمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""من يحيي العظام"",""relation"":""عظيم""}]","[""إعجاز"",""عظمة""]",[],[],"[""يحيي"",""العظام الرميمة""]",معاصر,0.8,Analysed
42,644,أمجاد الجدود,فـريـد وانجـازات فـعــله فـريـده      عـظـيم ويحـب الفعـول العـظيمه,إنجازات فريدة ومميزة تدل على عظمة الفاعل.,امجاد الجدود,فريد وانجازات فعله فريده      عظيم ويحب الفعول العظيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""فريد"",""relation"":""عظيم""}]","[""عظمة"",""فخر""]",[],[],"[""فريد"",""عظيم"",""يحب الفعول العظيمة""]",معاصر,0.87,Analysed
42,645,أمجاد الجدود,حـثـّيت رجـلك والمـسافه بعـيده      والعقل ناضج والجوارح سليمه,الناصح حث على الثبات والحكمة والقوة رغم البعد.,امجاد الجدود,حثيت رجلك والمسافه بعيده      والعقل ناضج والجوارح سليمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""أنت"",""relation"":""المخاطب""}]","[""حث"",""عزيمة""]",[],[],"[""رجلك"",""عقل ناضج"",""جوارح سليمة""]",معاصر,0.9,Analysed
42,646,أمجاد الجدود,خطوه فدائيّه .. وخطوه سديده      طوّلت في الغـيبه وجبت الغـنيمه,خطوات مدروسة ومضحية تؤدي إلى تحقيق المكاسب.,امجاد الجدود,خطوه فداءيه .. وخطوه سديده      طولت في الغيبه وجبت الغنيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""أنت"",""relation"":""المخاطب""}]","[""فداء"",""سداد""]",[],[],"[""خطوة فدائية"",""خطوة سديدة""]",معاصر,0.85,Analysed
42,647,أمجاد الجدود,الناقـص بفعـله فـعـولك تـزيـده      والزايـد فعـوله معـك دون قـيـمه,فعلك يزيد من قيمة الأمور ويكمّل النواقص.,امجاد الجدود,الناقص بفعله فعولك تزيده      والزايد فعوله معك دون قيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""أنت"",""relation"":""المتميز""}]","[""تفوق"",""قيمة""]",[],[],"[""فعولك"",""الناقص"",""الزايد""]",معاصر,0.83,Analysed
42,648,أمجاد الجدود,مالك شـبيه و كل فـعـل ٍ تجـيـده      قلـّي من اللي يْقول بانك خصيمه,تفوق وتميز في كل فعل مع عدم وجود مشابه.,امجاد الجدود,مالك شبيه و كل فعل _ تجيده      قلي من اللي يقول بانك خصيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""مالك"",""relation"":""فريد""}]","[""تفرد"",""إجادة""]",[],[],"[""مالك"",""شبيه"",""تجيده""]",معاصر,0.86,Analysed
42,649,أمجاد الجدود,وشلون أحفر فكرتي في قصيده      وابوك من مجده على متن غيمه,تعبير عن رغبة في تجسيد الفكرة مستلهماً مجد الأب.,امجاد الجدود,وشلون احفر فكرتي في قصيده      وابوك من مجده علي متن غيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""أبوك"",""relation"":""الأب""}]","[""إعجاب"",""مجد""]",[],[],"[""أبوك"",""مجده"",""على متن غيمة""]",معاصر,0.91,Analysed
42,650,أمجاد الجدود,لكـن .. تـأكـيـد العــلـوم الأكـيـده      يحـتـاج له شـهـادةٍ مسـتـقـيـمه,ضرورة وجود دليل موثوق لتأكيد الحقائق.,امجاد الجدود,لكن .. تاكيد العلوم الاكيده      يحتاج له شهاده مستقيمه,ة,الكامل,,كسرة,مقيدة,[],"[""تأكيد"",""حكمة""]",[],[],[],معاصر,0.75,Analysed
42,651,أمجاد الجدود,قـرّرت أنشـرها بوسـط الجـريـده      لاجل يغـنـّيها السحاب ونسـيمه,قرار بنشر المجد ليستمر انتشاره وتأثيره.,امجاد الجدود,قررت انشرها بوسط الجريده      لاجل يغنيها السحاب ونسيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""أنا"",""relation"":""الشاعر""}]","[""قرار"",""انتشار""]",[],[],"[""قررت"",""أنشرها""]",معاصر,0.8,Analysed
42,652,أمجاد الجدود,في كل عـام تجـيب فـرحه جـديـده      وتـكمّـل امـجاد الجـدود القديمه,تأتي كل سنة بفرح جديد مكملًا لأمجاد الأجداد.,امجاد الجدود,في كل عام تجيب فرحه جديده      وتكمل امجاد الجدود القديمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""الجدود"",""relation"":""الأسلاف""}]","[""فرح"",""إرث""]",[],[],"[""الجدود"",""أمجاد قديمة""]",معاصر,0.89,Analysed
42,653,أمجاد الجدود,السيف في إيدك عبد يخضع لسيده      ويدك تزيد السيف رونق وقيمه,السيطرة والحكمة تجعل السيف أداة تزداد قيمة في اليد.,امجاد الجدود,السيف في ايدك عبد يخضع لسيده      ويدك تزيد السيف رونق وقيمه,ة,الكامل,,كسرة,مقيدة,"[{""name"":""عبد"",""relation"":""تابع""},{""name"":""أنت"",""relation"":""السيد""}]","[""قوة"",""خضوع""]",[],[],"[""عبد"",""سيده"",""يدك"",""السيف""]",معاصر,0.88,Analysed
43,654,إمـتـحـانـك صـعـب,إمـتـحـانـك صـعـب .. لكـن سـهـل حـلّـه      بس عـطـنـي يـا حـبـيـبـي ربــع ســاعـه,الشاعر يصف امتحان الحب صعب لكنه ممكن بحضور دقائق من الحبيب,امتحانك صعب,امتحانك صعب .. لكن سهل حله      بس عطني يا حبيبي ربع ساعه,ة,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حب"",""أمل""]",[],[],"[""حبيبي"",""أنت"",""امتحانك""]",معاصر,0.92,Analysed
43,655,إمـتـحـانـك صـعـب,ليـن عـيـنـي تـكـنــز الـدمــــع وتـهــــلّـه      والـدمــوع احـيـان تـحـتـاج لـشـــجـاعـه,دموع العين مختزنة أحيانا وتحتاج إلى الشجاعة للتعبير,امتحانك صعب,لين عيني تكنز الدمع وتهله      والدموع احيان تحتاج لشجاعه,ة,الرجز,,فتحة,مقيدة,[],"[""حزن"",""ألم""]",[],[],[],معاصر,0.78,Analysed
43,656,إمـتـحـانـك صـعـب,كـن فـرع اللـيــــــل يـوم اللـيـــــــل فـلّــه      فـرعـــك اللـي سَــهّــر الـنـاظـــر و لاعــه,يطلب أن يكون الحبيب كالليل الساهر في جماله وتألقه,امتحانك صعب,كن فرع الليل يوم الليل فله      فرعك اللي سهر الناظر و لاعه,ة,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""شوق"",""حنين""]",[],[],"[""فرعك"",""الناظر""]",معاصر,0.85,Analysed
43,657,إمـتـحـانـك صـعـب,لـيـلــــةٍ كـانــت ضـلـــوعي مـسـتـحـلّــه      لـيـن نـور الـفـجــر وقّـضـنـــي شــعـاعـه,ليلة مليئة بالألم تتحول إلى إشراق الفجر المضيء,امتحانك صعب,ليله كانت ضلوعي مستحله      لين نور الفجر وقضني شعاعه,ة,الرجز,,فتحة,مقيدة,[],"[""ألم"",""حنين""]",[],[],[],معاصر,0.72,Analysed
43,658,إمـتـحـانـك صـعـب,يــوم لاحــت مـن مـحـيّــــــاك الأهـلّــــه      كـنّـها تـنـشــد عـن الـحــــب ومـتـــاعـه,إشراقة الحبيب تبدو كأنها تغني عن الحب ومتاعه,امتحانك صعب,يوم لاحت من محياك الاهله      كنها تنشد عن الحب ومتاعه,ة,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حب"",""شوق""]",[],[],"[""محياك"",""الأهلة""]",معاصر,0.88,Analysed
43,659,إمـتـحـانـك صـعـب,كـيف تـنـشـد عن مـقـامـك وش مـحـلّــه      وانـت عـقـب الـوصـل قـدّمـت الـقـطـاعه,يتساءل كيف يمكن للحبيب أن يتحدث عن مكانته بعد الجفاء,امتحانك صعب,كيف تنشد عن مقامك وش محله      وانت عقب الوصل قدمت القطاعه,ة,الرجز,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حسرة"",""ألم""]",[],[],"[""أنت"",""الوصل"",""القطاعة""]",معاصر,0.9,Analysed
43,660,إمـتـحـانـك صـعـب,تحـت صـدري قـلـب مـا يـقـبـل مــذلّــه      حـسـبـي الله ع الـذي تـلّـه وصــــاعـه,قلبه يرفض الذل ويرفض من يؤلمه ويحسبه الله عدوًا,امتحانك صعب,تحت صدري قلب ما يقبل مذله      حسبي الله ع الذي تله وصاعه,ة,الكامل,,فتحة,مقيدة,[],"[""كرامة"",""غضب""]",[],[],[],معاصر,0.75,Analysed
43,661,إمـتـحـانـك صـعـب,حـسـبـي الله ع الـذي صــــاعـه و تـلّــه      والـمـصـيـبـه قـلـت لـه سـمـعٍ وطـــاعـه,يدعو الله على من آلَ أمره ورضيه، معترفًا بالمصيبة,امتحانك صعب,حسبي الله ع الذي صاعه و تله      والمصيبه قلت له سمع وطاعه,ة,الكامل,,فتحة,مقيدة,[],"[""حزن"",""استسلام""]",[],[],[],معاصر,0.7,Analysed
43,662,إمـتـحـانـك صـعـب,مـا قـدرت اجــزم عـلى كـثــــر الأدلّــه      طال صــدّك غيـر لك عـنـدي شـفـاعـه,عدم القدرة على الإدانة رغم الأدلة، ويمنح الحبيب شفاعة,امتحانك صعب,ما قدرت اجزم علي كثر الادله      طال صدك غير لك عندي شفاعه,ة,الكامل,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حسرة"",""شك""]",[],[],"[""صدك"",""شفاعة""]",معاصر,0.82,Analysed
43,663,إمـتـحـانـك صـعـب,كـل عـــرق ٍ يـنـبـــض بـحـبّــــــك تـدلّــه      والـوفـا حـكّــم ضـمـيـــرك فـي ضـيـاعه,كل نبضة في جسده تدل على حب ووفاء للحبيب,امتحانك صعب,كل عرق _ ينبض بحبك تدله      والوفا حكم ضميرك في ضياعه,ة,الكامل,,فتحة,مقيدة,"[{""name"":""الحبيب"",""relation"":""المحبوب""}]","[""حب"",""وفاء""]",[],[],"[""حبك"",""عرق"",""الوفاء""]",معاصر,0.95,Analysed
43,664,إمـتـحـانـك صـعـب,للـوفــــا أسّـســــت دولــه مـســـتــقــلّــه      حـجـمـها يـاخـذ مـن الـكـون اتـســـاعـه,أنشأ دولة مستقلة للوفاء بحجم كبير كاتساع الكون,امتحانك صعب,للوفا اسست دوله مستقله      حجمها ياخذ من الكون اتساعه,ة,الكامل,,فتحة,مقيدة,[],"[""فخر"",""وفاء""]","[{""name"":""دولة الوفاء"",""type"":""ثقافة""}]",[],[],معاصر,0.8,Analysed
43,665,إمـتـحـانـك صـعـب,الـوفــا مـعـقــــود فـي صـدري سـجـلّــه      ســجّـلــوا بـاســمـي بـراءة إخـتـــراعـه,الوفاء متجذر في صدره، ومسجل براءة اختراع باسمه,امتحانك صعب,الوفا معقود في صدري سجله      سجلوا باسمي براءه اختراعه,ء,الكامل,,سكون,مقيدة,[],"[""وفاء"",""فخر""]",[],[],[],معاصر,0.85,Analysed
44,666,آمر يا بو خالد,عـمّ الفـرح والكـل هنـّـا      شـرّفـتـنـا يالعـين يالعــين,تعبير عن الفرح والبهجة بحضور القائد الكريم.,امر يا بو خالد,عم الفرح والكل هنا      شرفتنا يالعين يالعين,ن,الكامل,,سكون,مقيدة,"[{""name"":""يالعين"",""relation"":""المخاطب""}]","[""فرح"",""فخر"",""سعادة""]",[],[],"[""عين"",""شرفتنا""]",معاصر,0.92,Analysed
44,667,آمر يا بو خالد,طير السعد رفرف وغنّا      وتمايـلت خضر البسـاتين,وصف للطير الميمون والخضرة في الطبيعة تعكس السرور.,امر يا بو خالد,طير السعد رفرف وغنا      وتمايلت خضر البساتين,ن,الكامل,,سكون,مقيدة,[],"[""فرح"",""سعادة""]","[{""name"":""البساتين"",""type"":""طبيعة""}]",[],[],معاصر,0.88,Analysed
44,668,آمر يا بو خالد,الـفــوز رايـاتــه لـفـنـّـا      والفـوز تـشهـد له مـيادين,التأكيد على أن الانتصار ظاهرة واضحة في ميادين الحرب.,امر يا بو خالد,الفوز راياته لفنا      والفوز تشهد له ميادين,ن,الكامل,,سكون,مقيدة,[],"[""فخر"",""فرح""]","[{""name"":""ميادين"",""type"":""طبيعة""}]",[],[],معاصر,0.85,Analysed
44,669,آمر يا بو خالد,رايـاتـكـــم فـيـنا ومـنـّا      لافـراحـكـم جـينا ملـبّـيـن,رفع رايات القائد ومشاركتهم أفراحه بحضورهم.,امر يا بو خالد,راياتكم فينا ومنا      لافراحكم جينا ملبين,ن,الكامل,,سكون,مقيدة,"[{""name"":""راياتكم"",""relation"":""المخاطبين""}]","[""فرح"",""فخر""]",[],[],"[""كم"",""أفراحكم""]",معاصر,0.9,Analysed
44,670,آمر يا بو خالد,نقـولهـا عـنـكـم وعـنـّـا      هـذي عـوايـدنا من سنين,الإشادة بتقاليد الوفاء والولاء المستمرة عبر السنين.,امر يا بو خالد,نقولها عنكم وعنا      هذي عوايدنا من سنين,ن,الكامل,,سكون,مقيدة,"[{""name"":""عنا وعنكم"",""relation"":""الجماعة""}]","[""فخر"",""حنين""]",[],[],"[""نحن"",""أنتم"",""عوايدنا""]",معاصر,0.87,Analysed
44,671,آمر يا بو خالد,سقـنا البراهين وضمنّا      بافـعالـنا سقـنا الـبـراهين,التأكيد على البرهان القوي بالأفعال لا بالكلام فقط.,امر يا بو خالد,سقنا البراهين وضمنا      بافعالنا سقنا البراهين,ن,الكامل,,سكون,مقيدة,[],"[""فخر"",""ثقة""]",[],[],[],معاصر,0.82,Analysed
44,672,آمر يا بو خالد,آمـر يابو (خالد) تمنـّى      واسكن قبل هالعين هالعين,طلب لتحقيق أمنية واستقرار القائد قبل الجميع.,امر يا بو خالد,امر يابو (خالد) تمني      واسكن قبل هالعين هالعين,ن,الكامل,,سكون,مقيدة,"[{""name"":""بو خالد"",""relation"":""المخاطب""}]","[""أمل"",""تمني"",""فرح""]",[],[],"[""بو خالد"",""يابو خالد"",""هالعين""]",معاصر,0.95,Analysed
44,673,آمر يا بو خالد,غصن الثنا لجلك تثـنـّا      خذها يابو خالد عن يمين,تقديم الثناء والشكر للقائد بطريقة رمزية.,امر يا بو خالد,غصن الثنا لجلك تثنا      خذها يابو خالد عن يمين,ن,الكامل,,سكون,مقيدة,"[{""name"":""بو خالد"",""relation"":""المخاطب""}]","[""فخر"",""امتنان""]",[],[],"[""بو خالد"",""غصن الثنا""]",معاصر,0.93,Analysed
44,674,آمر يا بو خالد,بالحق في شفكم شهدنا      والحق ترجح به موازين,إثبات حقهم وشهادتهم بحقائق لا تقبل النقاش.,امر يا بو خالد,بالحق في شفكم شهدنا      والحق ترجح به موازين,ن,الكامل,,سكون,مقيدة,"[{""name"":""شفكم"",""relation"":""المخاطبين""}]","[""حق"",""فخر""]",[],[],"[""كم"",""الحق""]",معاصر,0.89,Analysed
